variancceSgd0,variancceSgd1,variancceSgd2,variancceSgd3,variancceSgd4
124935.0779272176,429159.4600925446,789860.6037880208,242782.60795952904,409008.7198544082
763133.7166658829,393766.7048424644,1160651.377020606,266219.1424499672,670218.3898383295
145848.79350482742,389351.33052194794,1506933.399407402,462170.18374977825,575812.4768358137
367971.8342294513,2465588.811133993,657409.8150591687,591217.4299167388,999803.4029011623
750233.3007409791,1365449.1340245693,1506543.3695637877,272361.6367557296,397238.84040259186
623117.5500376488,929709.442714328,1273306.7376560692,292530.7658129254,207500.30123358525
1017919.4188595897,2482081.714050281,1072501.4409814936,293717.35345908004,426516.4042958318
437531.7537432232,2406227.2389609944,2318843.2450005664,327444.19228279503,222557.82691894524
202551.26170461162,1449414.8803629605,1385027.201913831,281680.7965626925,395159.9143841092
1860877.5583323843,2629551.3676260007,7366065.9868762,660004.1909432758,903488.3030867236
651475.4024555623,3145547.880402469,6577766.647782414,629513.3149299665,864097.8694284175
1104194.5693604453,1639411.3388124846,3409871.7763206777,415473.61234420945,886782.1798240927
1191450.9650773455,3710060.133938202,3442353.3891489645,424263.388703485,605624.8773455356
1038472.8185199833,777914.3235736156,2136529.9000723767,372029.88369439257,1301726.0633167906
3139468.6303402814,1491202.9657441508,7560503.164371554,552294.157730263,644836.7586027347
1630143.6903079816,2074606.1572251967,4963174.016651187,639588.7114207391,744754.1439290779
1905417.1253780446,2294310.1974900677,4550335.957452012,750518.1937981294,1184392.3817400564
3474684.9527353374,1708343.0844752819,8246550.52227484,826275.2579069673,754208.3469968914
1224370.774485861,2767580.74609806,4661331.383451551,1434005.4446879192,743107.120491157
1378550.8084240097,1727776.367860412,2202675.8822285626,2516425.1346492153,658688.301985529
2430168.5158429267,2367322.460668749,7252169.351693175,661855.3025060502,682174.9160972086
297108.676435049,1349968.2902074864,3278822.8507027007,540213.2133308166,1299319.7640038428
608771.5797815718,1485661.0592739515,8718465.446026647,641935.1943353183,651295.6130658612
1040983.4310250791,2083510.6545699404,4322463.218180834,414966.8397297534,1216552.7005483375
951495.015794774,1276138.4303675124,5474132.940131878,810375.1783676733,783132.2385076912
491895.83931510674,1866624.4586515888,5993728.568136795,1776285.9131899015,704385.7888208865
824160.8937982679,617373.1577257789,6889258.403883451,1807801.1533004993,707876.7189385347
855663.4497724541,1706813.2477358303,7707270.659817473,1477017.655036321,1116913.5249100856
602596.6867750013,1780722.1608377616,3385491.0912632784,1980980.2114964167,1348973.151600937
756655.7982910557,2218709.772129543,3654728.3766001477,1527652.4308421086,1216893.7403930817
2246238.1568483827,2225090.1585805365,2680608.3479604865,1145248.3293538312,2614586.35258935
1147829.267543767,1268266.7913589887,4282714.0753348395,1773531.6953095538,2502774.650875308
3382178.5522748632,2026664.0260852557,2996640.589945308,1661371.3693809616,2295855.16296785
627165.5547594716,1841331.1110805348,1775585.0925287467,655943.9727260865,180725.81435332753
2997224.6038026344,2395083.774271023,5227232.541572769,1445298.5114404715,317722.04688928433
2909849.830098029,4902209.196606027,4898944.979816992,686959.9479695022,618545.620300147
1221154.718305997,3528324.1009687246,2264993.7336773104,839165.7124440403,785340.7856106797
3906226.0133482227,2658552.245260346,2449683.075165858,1077352.971443291,1657371.5587604172
1433012.6870997911,3191111.885803201,2429706.8633939824,1215932.3541356218,959545.7680385843
946587.9687599771,1984365.053151701,4790126.268095017,560983.9569942289,754258.6539386653
2151525.488491278,2386729.2297261767,10292526.252627002,2034608.746045711,1057588.6921391853
986865.4033274951,2483960.4860244133,4041734.550877939,1634611.3259095254,2407068.164815221
546172.2744800642,2159810.9122734144,3089351.8562370627,1367235.8568578658,595325.2829768023
1693497.0789596639,2637292.7132493816,4454306.822554432,1519387.3569559825,546988.1188446811
1825323.719593034,2389221.5245389403,2360945.6959718987,796518.2387403317,857832.7350440894
1626969.540336431,2468777.7010108023,3193246.735134043,1685344.9753031356,1112835.789252569
984466.8592015516,1512829.8786918807,2249929.6732643056,1887079.8388953088,709107.3576011393
1453056.529642484,1028706.9494155492,3291763.616255378,578980.5231086543,709490.406214173
1499482.8059173345,1635234.573236633,3439705.741767659,1373092.899128734,860032.6257503327
1108762.538538582,2879061.2753922804,2076121.1485718705,1365692.1968209269,652108.0385049055
1296744.2886121257,4349587.561425994,2858433.5774505055,1439828.4152251254,510376.6614709206
2561176.227058658,1636834.4396514278,4237101.999243302,2915621.075728531,1134915.0891186069
3022020.966149688,3636527.9169776007,2499831.060036738,2399477.8158490825,548005.8259630894
927318.2239771634,1554116.3708042563,3102822.43717856,1175763.2339731199,717624.9890079449
1448893.3743192302,1939311.3964088745,2811489.5869491645,2211341.574785985,1578155.8420331539
3485012.315157555,1131007.5198546834,5889126.52081006,960616.5148174621,1200189.0802121211
4024698.267918819,766201.2397896582,4447599.28926605,3097640.7772571966,1114407.9587108782
723239.0461847191,2198674.054412446,6084515.487078811,6207724.111670064,861857.8765907629
2501860.8966544596,1352475.1738707402,9154768.437524805,2948757.6563180513,1404714.7648314252
3285590.8523385115,1145524.8836349153,9454921.745244317,7133071.367070073,1105822.5570912652
2013822.7288000626,1704329.1595180426,6174602.580804398,3809644.336668839,1492966.9138260086
3081074.369524908,1185967.7818972406,5711378.56920101,4327103.82250288,1740984.337214022
1460198.2538062506,1691103.099869553,7997297.1192969065,5056643.872197415,1520242.248899792
2937442.333074002,1013879.5234056701,5891138.276876187,5516275.887366268,1888694.3015676567
1349367.8307520514,3555837.712891957,8597643.593370434,3477363.134772717,2476535.514599475
2224983.9927869122,3011345.828839003,4843965.984802199,2690951.0883972035,947624.9577479113
1868413.5654544316,1373469.5513334959,2864559.8965950613,1075957.4204207237,1603922.2836386838
2379850.8937205872,1350750.5746102363,5480906.685517899,1343227.02705828,969084.6644728129
1427259.2617093916,2059634.4758521311,6682832.854756693,2006676.7808201015,1017702.0079145562
573601.613706813,1108513.62363649,10880210.324922528,1747714.576599833,1927044.1645370142
1019521.8504033418,3907769.055325631,2325963.884331779,1128384.9401769731,1720186.9499770366
865337.1702128915,1889309.0109564515,1936342.4327599262,2099003.4140474442,1097508.9264037886
1045884.1849965802,2158856.8174691116,2395091.8450130005,1225037.8674581563,1381216.364831048
1095320.5991478625,3029599.310065039,2376025.389569651,1417947.624849005,1548625.0418838456
820382.2187644879,1896276.5996038527,2522992.333684124,2083844.8026537236,1470503.5764499689
1077154.9944732373,1732623.5986815854,4119429.413029341,1323424.5392141144,1143431.032480273
873993.9354623738,3478545.1623763856,5444990.623501498,1007034.5784990705,1275857.3665024238
754231.9219074171,1078730.639744988,3368324.507359132,1812283.740876783,1207484.692737721
2395325.3720260146,2701037.410760207,3623742.8409432624,1344022.2647316314,1726424.4718383008
3491420.1114017474,766033.3858566153,1337506.3597796608,1153830.3214682024,1982104.4334162234
2772260.8420454664,1747254.2851748238,3017043.983690492,2030149.5920085602,1292453.0898507203
653373.59593272,1773432.149368665,2708543.4069212587,1622825.8877050802,3754740.205992441
1301623.4836840192,3354122.643386993,1323157.5169723365,950024.0817118085,2371600.025134769
1493100.3156827018,1199255.4645207005,1439707.7233146538,1914457.9753980993,1908465.9182415025
547477.822287068,1982138.7889057752,1440681.4459958095,1570424.8908381856,2683924.028458352
2166271.0659851492,1512210.0766577593,2524271.895360282,1721181.0349047028,1215685.2859120609
955718.1958239672,1856658.3934758091,1689899.9300327452,1733227.855286734,3023727.2663615276
1531070.014162425,1881588.3134739362,2063416.5458873236,1142164.1288988115,1472534.16925062
3112435.7637965768,1078243.2303827992,1545901.064627224,1063133.8352564897,1528941.3239782306
1369397.2029210678,2933505.7571337116,2079653.60041733,531062.451480682,3580002.453067006
1187726.0190427054,2906907.339976384,5698786.525625918,886116.1942172152,1151408.7031198014
1812782.578697102,1718641.2946446505,3152073.296695161,1522407.5214576444,2013433.6392411555
1618450.5241315928,1461457.77868138,2483405.6405414357,1149739.2174311306,1189072.822342103
2143721.2397468807,1974071.375884809,3217555.790112044,832008.442140769,3912900.5734670763
2289392.6189845693,3879995.753899605,4416613.071410694,636035.2980021108,2294069.388772662
1529421.2238652802,2897095.482519354,1219779.7464106234,1258608.5683017983,1589138.625185277
1021456.4294640729,4432016.778372398,925926.303408245,746775.4332061565,2487330.830628346
972436.4730086272,3394328.358600214,4094542.8276957693,869279.346815584,2058452.9492507242
1156378.1832212238,3181778.3980566855,2232973.4327169745,1114549.9342213932,1049485.0475402295
1830033.8097502396,1214933.722932703,1630699.5625126567,1433945.623178217,2964588.77642207
5838185.863214669,1702591.751288488,1772642.5719292,1042902.1588697588,2585698.934726065
