rewardsSubIter0,rewardsSubIter1,rewardsSubIter2
"[ 4999.36211012  4999.42740214  4999.45535028  4999.4615625   4999.39067366
  4999.37495418  4999.28690717  4999.43197662     9.98135074  4999.34160483]","[ 4999.24756662  4999.36444919     9.98140111  4999.28237485  4999.28683932
  4999.27312542  4999.32517081  4999.34294162  4999.33738135  4999.33820944]","[ 4999.18577074  4999.33280592  4999.30306556  4999.26902352  4999.27090067
  4999.34330775  4999.24307729  4999.2921412   4999.29623839  4999.29793889]"
"[ 4999.39050821     9.98052157  4999.33987237  4999.40707035  4999.42348985
  4999.38722441  4999.40215861  4999.47198132  4999.33648626  4999.41162704]","[ 4999.36486161  4999.33100134  4999.3490891   4999.33050225  4999.29924323
  4999.28777269  4999.25867601  4999.35111277  4999.22889089  4999.29533911]","[ 4999.29504948  4999.20062767  4999.35160238  4999.26188771  4999.25242629
  4999.27999127     0.          4999.3015691   4999.30929297  4999.26119469]"
"[ 4999.43497967  4999.43008922  4999.42657653  4999.36080839  4999.29982774
     0.          4999.40570623  4999.38069467  4999.38002087     9.98243508]","[ 4999.28396169  4999.29288805  4999.30549642  4999.33565293  4999.33793061
  4999.31766203  4999.20343552  4999.20742962  4999.32317716  4999.28465305]","[ 4999.22198984  4999.33108201  4999.3348005      9.97950962  4999.28503031
  4999.25372147  4999.28414057  4999.20702305  4999.29656835  4999.33608443]"
"[ 4999.38599142  4999.42125824  4999.43747947  4999.4036009   4999.42152296
  4999.37954737  4999.38412098  4999.3864427   4999.34453777     0.        ]","[ 4999.20352245  4999.32969837  4999.2533685   4999.23146888  4999.25050577
  4999.34206156  4999.18841735  4999.273273    4999.28845926  4999.33419129]","[ 4999.26762373  4999.28602536  4999.19682396  4999.2538939   4999.29459322
  4999.2335158   4999.21481146  4999.1706319   4999.20579349  4999.2227066 ]"
"[ 4999.43059094  4999.44915797  4999.43542265  4999.38729597  4999.47598774
  4999.431802    4999.43197098  4999.3749925   4999.44312116  4999.44227695]","[ 4999.27503088  4999.30178291  4999.28355871  4999.32652102  4999.30861799
  4999.20098264  4999.32033259  4999.26046833  4999.24277862  4999.3804208 ]","[ 4999.19923478  4999.23041885  4999.24950052  4999.21731377  4999.30058965
  4999.28461194  4999.12771464  4999.24628956  4999.21312986  4999.21968937]"
"[ 4999.3909326   4999.45539429  4999.36492835  4999.43513403  4999.43226396
  4999.43397978  4999.37641318  4999.38431463  4999.39028931  4999.43782283]","[ 4999.22782156  4999.19259011  4999.31635524  4999.30933362  4999.37251631
  4999.18678698  4999.21113918  4999.26447858  4999.35104732  4999.34424679]","[ 4999.2413268   4999.30703747  4999.31459348  4999.22013418  4999.26970404
  4999.18869748  4999.21118364  4999.24771522  4999.26269314  4999.28106812]"
"[ 4999.47614563  4999.40552216  4999.38293466  4999.45142672  4999.44049447
  4999.38390346  4999.39883255  4999.40837829  4999.3765871   4999.39796494]","[ 4669.26125469  4229.38968639  4949.2534699   4189.36182724  4999.12918458
  4859.2891851   4749.34678211  4959.22110076  4999.26368602  4249.29135943]","[ 4999.23803011  4999.23322842  4999.26791888  4999.19087681  4999.24302857
  4999.27203389  4999.26900567  4999.26135932  4999.22008601  4999.21647865]"
"[ 4999.43272654  4999.44084176  4999.42972408  4999.45258199  4999.31309731
     0.          4999.44836492  4999.36589861  4999.45185746  4999.47573642]","[ 4999.29494215  4889.23525577  4999.30799369  4999.32882076  4999.1833728
  4999.26481703  4999.22048704  4999.22034737  4999.35386321  4999.20063843]","[ 4999.21326926  4999.27647662  4999.13686684  4999.26213995  4999.19670719
  4999.23946416  4999.21105116  4999.26294283  4999.22898993  4999.20671148]"
"[ 4999.33227272  4999.40032818  4999.42142232  4999.38135741  4999.42206514
  4999.42143184  4999.45565685  4999.43115102  4999.3652066   4999.3466104 ]","[ 4199.39895526  4999.32998088  4379.2693435   4999.29562385  3779.39082897
  4999.2251702   4999.31586843  4999.28541677  4799.33898521  4999.3087768 ]","[ 4999.2213179   4999.19435099  4999.02324195  4999.11478793  4999.22515
  4999.18218561  4999.16790018  4999.28134658  4999.21748218  4999.17408469]"
"[ 4999.46906682  4999.43864965  4999.27019098  4999.43154375  4999.3515749
  4999.32415601  4999.43915441  4999.32594104  4999.42919636  4999.42266093]","[ 4999.29816046  4999.1837229   4999.25024859  4999.26872673  4749.28251302
  4999.3280099   4999.22034732  4999.21731551  4999.22244539  4999.27642215]","[ 4999.21773472  4999.25777789  4999.19345666  4999.28231252  4999.29962671
  4999.17993888  4999.24295225  4999.22323304  4999.20108214  4999.17791634]"
"[ 4999.44431709  4999.39783991  4999.45202248  4999.39628255  4999.415766
  4999.4353727   4999.37802252  4999.44619913  4999.38677976  4999.33870393]","[ 4999.22654421  4999.24513854  4999.28735364  4999.21443381  4999.28819352
  4549.29479715  4999.14843774  4999.23062481  4999.29196799  4999.18078345]","[ 4999.26446553  4999.20330152  4999.14565057  4999.28550553  4999.15030723
  4999.20085213  4999.16927191  4999.25156211     9.98015312  4999.25410208]"
"[ 4999.40925544  4999.38328582  4999.45927958  4999.30846291  4999.39298756
  4999.41041932  4999.4607442   4999.40011673  4999.43999575  4999.42912102]","[ 4999.17919423  4449.29225121  4809.14673422  4999.18864685  4999.15637794
  4999.14815018  4999.20662955  3889.42729285  3049.54969847  4999.28082338]","[    9.98116755  4999.12793381  4999.19185619  4999.19581712  4999.28657571
  4999.16246934  4999.18575645  4999.25860323  4999.18829171  4999.21926165]"
"[ 4999.40550388  4999.42673852  4999.41483506     0.          4999.43209587
  4999.4002649   4999.40246642  4999.44297004  4999.43456098     0.        ]","[ 4999.27052107  4999.32373458  4999.27210004  4999.24363406  4999.22734903
  4999.11312519  4999.28422798  4999.28100967  4999.27709667     0.        ]","[    9.98255568  4999.28072762  4999.23275504  4999.22928942  4999.21255615
     0.          4999.08715662     0.          4999.25167023  4999.24864615]"
"[ 4999.45925086  4999.44089376  4999.45542403  4999.45855242  4999.48969031
  4999.39978266  4999.43907341  4999.45246447  4999.43071957  4999.37089984]","[ 4999.24187916     9.98022934  4999.23994577  4999.19595902  4999.26839869
  4999.13739281  4999.28396769  4999.21763407  4999.16024146  4999.26686587]","[ 4999.18043539  4999.21011988  4999.23642614  4999.18619843  4999.24711825
  4999.15173355  4999.15591703  4999.2035244   4999.13873942  4999.10408111]"
"[ 4999.35500832  4999.44617186  4939.42751879  4999.38763357  4999.40872064
  4999.38156806  4999.41119649  4999.38111418  4999.42399277  4999.4141538 ]","[ 4999.25109382  4999.14192826  4999.20899676     9.98034422  4999.21247902
     9.97923631  4999.23607173  4999.25922558  4999.24721082  4999.1416374 ]","[ 4999.13366535  4999.17395174  4999.23123668  4999.1951936   4999.22189343
  4999.19593406  4999.15340839  4999.18826561  4999.21024793  4999.15943567]"
"[ 3959.5491373   4419.42551845  4229.53016893  4789.43114018  4339.49521804
  3899.51371149  3579.59263002  3719.52964801  4369.51863137  4759.48149887]","[ 4999.26788058  4999.23810965  4429.39728488  4999.31780456     9.97981461
  4999.19978797  4999.1719896   4999.25679755  4999.2548021   4999.22163153]","[ 4999.17322127  4999.25703952  4999.23991893  4999.21933841     9.97989345
  4999.23011759  4999.2495118   4999.2070699   4999.24968267  4999.22389972]"
"[ 4999.44361579  4999.39652584  4999.46216894  4999.41815896  4589.51539301
  4269.47816013  4999.43905011  4439.39815762     9.97932709  4589.39990057]","[ 4999.22955207  4999.22864168  4999.28327962  3619.34125557  4999.19159614
  4999.18735365  3899.3948918   4439.33561232  4999.32103572     0.        ]","[ 4999.20898929  4999.15556022  4999.28705436  4999.12751213  4999.21513217
  4999.18799736  4999.22698492  4999.16496576  4999.16214031  4999.17946818]"
"[ 4999.44327945  4999.44159211  4999.43323167  4999.40722799     0.
  4999.30568778  4999.42099878  4999.45674318  4999.38676926  4999.47649408]","[ 4999.17307505  4999.14745616  4999.13925804  4999.31214254  4999.26502335
  4999.28164659  4999.20065571  4999.23266243  4999.20905897     9.97944718]","[ 4999.25685079  4999.19863041  4999.28772858  4999.22957649  4999.21671954
  4999.24620926  4999.13147327  4999.24813383  4999.20633456  4999.10599525]"
"[ 4999.35475606  4999.43188695  4999.41194351  4999.39304076  4629.53319744
     0.          4999.41762458  4999.39934721  4999.41497079  4999.41677251]","[ 4999.30180307  4999.09993917  4609.34592298  4999.17222363  4999.15850993
  4999.29140118  4999.13807111  4999.09492773  4999.12096266  3039.53683435]","[ 4999.27290333  4999.22805753  4999.20602449  4999.19600332  4999.18260955
  4999.27455588  4999.18496824  4999.23072549  4999.21124209  4999.16187489]"
"[ 4999.38257865  4339.38953503  4999.48213459  4999.43465146  4999.27532122
  4999.46097556  4999.49002478  4999.3307037   4999.35912519  4999.44159598]","[ 4999.27091027  4999.11355121  4999.18704513  4999.2245012   4999.06764846
  4999.22841103  4999.13933055  4999.21843841  4999.25602624  4999.17094891]","[ 4999.16697423  4999.18194337  4999.18402932  4999.2247982   4999.2466201
  4999.24875072  4999.20690051  4999.23426266  4999.29126544  4999.10391482]"
"[ 4999.37650686  4999.45639435  4999.4381829   4999.42268636  4999.41613037
  4999.39827746  4999.43135829  4999.37159029  4999.43462701  4999.42792807]","[ 4999.06415369  4999.13963842  4999.27353643  4999.19790367  4999.17075863
  4999.24637545  4999.25548175  4999.21232716  4999.19479827  4999.19294857]","[ 4999.24412743  4999.22279074  4999.22706954  4999.27539779  4999.17659523
     9.97925542  4999.26946166  4999.22146219  4999.13926274  4999.20506331]"
"[ 4999.40109725  4999.41494686  4999.25838257  4999.41767792  4999.40536802
  4999.42875106  4999.43769911  4999.4648589   4999.30250807  4999.37872933]","[ 4999.14629218  4999.1632462   4999.24182048  4999.09596105  4999.18304791
  4999.23335434  4999.13297477  4999.1696732   4999.26552043  4998.99316174]","[ 4999.20112078  4999.20959199  4999.13858953  4999.17519623  4999.18424905
  4999.15133008  4999.24363845  4999.20259421  4999.19124273  4999.2192725 ]"
"[ 4979.37553357  4839.4227047   4809.42637483     9.98185802  4999.42112942
  4999.36757698  4999.35036453  4989.33352765  4999.33624155  4999.43910749]","[ 4999.13986429     9.97940189  4999.21793946  4999.13960147  4999.09586947
  4999.18940674     9.98247157  4999.25763165  4999.17131567  4999.19987081]","[ 4999.26222102  4999.18683463  4999.18675191  4999.14361505  4999.23307579
  4999.20929208  4999.21137952  4999.21519434  4999.20983537  4999.22993872]"
"[ 4999.31376677  4999.33229174  4999.25672136  4999.31836033  4999.39862183
  4999.40139221  4999.43367068  4999.2923183   4999.2811463      0.        ]","[ 4999.11533501  4999.09450747  4999.26211853     0.          4999.20495078
  4999.20719194  4999.09391579  4999.19919165  4999.15086548  4999.23271356]","[ 4999.24012563  4999.21128359  4999.21516592  4999.29890411  4999.24361177
  4999.2400765   4999.21726973  4999.20285779  4999.1983851   4999.17918941]"
"[ 4999.34713432  4999.46313099  4999.41206834  4999.37955739  4999.37596821
  4999.37125666  4999.33979467  4999.45409068  4999.42087362  4999.38184008]","[ 4999.21615011  4999.1974377   4999.16520454  4999.12119403  4999.13084516
  4999.05538689  4999.21198817  4999.20572759  4999.1095134   4999.17754978]","[ 4999.18882628  4999.21671431  4999.24832763  4999.23812758  4999.21120743
  4999.21119748  4999.2544082   4999.2232648   4999.11922305  4999.11883246]"
"[ 4999.35913613  4999.38156841  4999.39476851  4999.3662237   4999.39975398
  4999.36235343  4999.36707321  4999.39780109  4999.40499162  4999.39729327]","[ 4999.20536835  4999.19344966     0.          4999.09315129  4999.18845674
  4999.12211148  4999.13507286  4999.16310025  4999.16290358  4999.14234895]","[ 4999.20051484  4999.29342864  4999.23213811  4999.24762798  4999.27296586
  4999.27567547  4999.16892557  4999.2379603   4999.25697991  4999.16417771]"
"[ 4999.42780123  4999.37562957  4999.37985724  4999.44874839  4999.41260074
  4999.38893599  4999.39695347  4999.39539403  4999.45269963  4999.46893819]","[ 4999.13578724  4999.09398958  4999.07467029  4999.13033956  4999.06033387
  4999.18335518  4999.09605551  4999.10748561  4999.17071049  4999.20251321]","[ 4999.20161849  4999.23575822  4999.18500812  4999.15966457     9.98099382
  4999.19343375  4999.21102752  4999.19911571  4999.18608646  4999.27276477]"
"[ 4999.41282836  1369.81030292  4999.39015014     9.98189903  4999.41447891
  4999.43321133  4999.41108043  4999.40198754  4999.37278057  4999.39866468]","[ 4998.96756466  4999.08549377  4999.08738929  4998.99884013  4999.05214444
  4998.93755141  4999.15980931  4999.13504322  4999.05325594     9.97918031]","[ 4999.19280225  4999.20393893  4999.23233078  4999.26998234  4999.2037902
  4999.25544151  4999.25536045  4999.23227352  4999.18232057  4999.24253755]"
"[ 4999.38220791  4999.27051772  4999.34739663  4999.36623093  4999.4099469
  4999.45230109  4999.40522033  4999.36469628  4999.36418637  4999.44649522]","[ 4999.08225708  4999.03383358  4999.24283994  4999.0584667   4999.06853523
  4999.03664212  4998.93872519  4999.13183783     9.97986979  4999.10692754]","[ 4999.22597625     9.97963019  4999.24302578  4999.23905011  4999.22447808
  4999.20285225  4999.22284063  4999.25606136  4999.25876336  4999.25728515]"
"[ 4999.43354948  4999.2972392   4999.36301109  4999.40480281  4999.38070318
  4999.36322482  4999.28071899  4999.30332645  4999.35992178  4999.21728714]","[ 4999.126025    4999.01805115  4999.13191612  4998.8967209   4999.04415841
  4998.94110838  4998.96875119  4999.13349104  4999.13214722  4999.16629462]","[ 4999.23847885  4999.24343182  4999.18094024  4999.11307237  4999.19623573
  4999.32350289  4999.27347701  4999.20261584  4999.18023072  4999.28242134]"
"[ 4999.44772105  4999.38889215  4999.43210327  4999.32336787  4999.39448259
     0.          4999.44245574  4999.42426734  4999.36240501  4999.45823126]","[ 4998.94582431     9.97977946  4999.05061825  4998.9290944   4998.95406936
  4999.05975186  4998.93578984  4999.09524763  4999.082481    4999.00492906]","[ 4999.28399712  4999.18339182  4999.24975117     9.98099382  4999.25640635
  4999.29527459  4999.26072125  4999.21712391  4999.28258307  4999.22328612]"
"[ 4999.36143751  4999.36262815  4999.34465989     0.          4999.41425782
  4999.32659222  4999.42189644  4999.36004664  4999.26883201  4999.26518026]","[ 4998.89369979  4999.03795048  4999.18908106  4999.05594182  4998.8730559
  4999.24252429  4999.11964493     0.          4999.07816288  4999.04805496]","[ 4999.31040897  4999.22811434  4999.16836043  4999.2877318   4999.23497543
  4999.24514469  4999.28653776  4999.20184749  4999.250893    4999.25212151]"
"[ 4999.35056897  4999.32002507  4999.38888305  4999.31491542  4999.42189129
  4999.3694617   4999.39289751  4999.3971387   4999.43632682  4999.38635887]","[ 4999.08177634  4999.1039236   4998.95000375  4998.91870016  4999.00056256
  4999.02214347  4999.09903398  4999.00580326  4998.96009954  4998.98533128]","[ 4999.26479447  4999.22357849  4999.26553305  4999.28808039     0.
  4999.27752782  4999.26440262  4999.29751226     0.          4999.17485426]"
"[ 4999.42578288  4999.36397221  4999.40744956  4999.38542796  4999.41123673
  4999.36670642  4999.35312877  4999.41412855  4999.37482196  4999.44847623]","[ 4998.90226331  4999.01145349  4998.9256324   4999.08085855  4999.06136814
  4999.07761671  4998.78420367  4998.93601643     9.97966052  4998.74698539]","[ 4999.23131776  4999.26620935  4999.30298795  4999.30593554  4999.20230061
  4999.2699187   4999.26381727  4999.27077996  4999.25533455  4999.15127011]"
"[ 4999.37630713  4999.38562726  4999.46511155  4999.44585805  4999.3888314
  4999.33957569  4999.36576812  4999.38650102  4999.39663147  4999.39577976]","[ 4998.98089927  4999.02269662  4999.06517848  4998.93704817  4998.79877604
  4998.86759668     9.98019081  4998.97934613  4998.88556792  4999.01060263]","[ 4999.21786695  4999.23298995  4999.17940697  4999.30257106     9.98048105
  4999.18899876  4999.24430126  4999.2118115   4999.21885612  4999.27368288]"
"[ 4999.45987597     9.97992019  4999.38155609  4999.4714329   4999.45700422
  4999.44049054  4999.42034928  4999.38795388  4999.45026024  4999.40804513]","[ 4998.90314471  4998.91365359     0.          4998.62042121  4999.06564515
  4998.87317339  4998.9929465   4999.00429915  4998.75696147  4999.02561955]","[ 4999.20560339  4999.25999443  4999.28393551  4999.24725359  4999.28183782
  4999.24232645  4999.27459572  4999.26855351  4999.24613628  4999.27641701]"
"[ 4999.42961766  4999.44437964  4999.40226228  4999.42909132  4999.41124768
     0.          4999.40990786  4999.39075735  4999.398333    4999.47441724]","[ 4999.01035577  4998.98369709  4998.89822563  4998.91519236  4998.88837129
  4999.05025308  4998.86597351  4999.02962247  4999.03514245  4998.47685261]","[ 4999.29834381  4999.27977471  4999.18476576  4999.21745319  4999.27709729
     0.          4999.23061361  4999.18420877  4999.28027663  4999.23833764]"
"[    9.981588    4999.37187705  4999.45490091  4999.46288435  4999.39445277
  4999.35989329  4999.44093856  4999.49451652  4999.44448736  4999.3625617 ]","[ 4999.03639434  4998.79318055  4998.90917236  4998.90739566  4998.84723615
  4998.88185447  4998.77215145  4998.85446914  4999.02683875  4999.01472223]","[ 4999.23011046  4999.23427634  4999.22912696  4999.24332792  4999.29779464
  4999.31749131  4999.23796522  4999.22928722  4999.30484746  4999.21835999]"
"[ 4999.41722992  4999.41814413  4999.41844902  4999.3798715   4999.44216518
     9.97942447  4999.37610566  4999.47040497  4999.41242639     0.        ]","[ 4999.03511746  4998.94505862  4998.99664076  4999.05323739  4998.90675543
  4998.99746908  4998.72191009  4998.94471123  4998.87598371     9.98090107]","[ 4999.22919274  4999.21248851  4999.18576294  4999.24733393  4999.22530555
  4999.26630984  4999.23592289     0.          4999.27665014  4999.29368504]"
"[ 4999.47646136  4999.41480919  4999.46938252  4999.41808113  4999.39634413
  4999.40890066     0.          4999.43067637  4999.36393302  4999.26336608]","[ 4999.00987063  4999.10228598  4998.82640596  4998.86672465  4998.87055371
  4998.97045934  4998.97439708  4998.78658633  4998.83226597  4999.08060697]","[ 4999.21964405  4999.24811891  4999.26742858  4999.20302344  4999.25382412
  4999.24820557  4999.27579116  4999.20100848  4999.20432736  4999.19079764]"
"[ 4999.44743336  4999.38615669  4999.39534522  4999.39295723  4999.40070958
  4999.41979836  4999.42172279     0.          4999.45381465  4999.33242721]","[ 4999.09616519  4998.8427452   4998.56303007  4998.77925608  4998.84359089
  4998.68362239  4998.81781382  4998.90400097  4998.55018618  4998.95731353]","[ 4999.27480809  4999.20699302  4999.25836762  4999.2948645   4999.31400908
  4999.21372495  4999.31019554  4999.26147522  4999.1986245   4999.30060511]"
"[ 4999.44777561  4999.4408604   4999.37736308  4999.38171615  4999.34309135
  4999.41194263  4999.43156086  4999.34456211  4999.44640109  4999.43231848]","[ 4999.09755457  4998.4811498   4998.84319572  4998.86266134  4998.89490568
  4998.97882266  4998.79299154  4998.94550121  4998.87220065  4998.65763816]","[ 4999.30529784  4999.24807452  4999.29960305  4999.27581814  4999.23485937
  4999.26674344  4999.20329623  4999.25641338  4999.27928614  4999.23444161]"
"[ 4999.42140368  4999.39904085  4999.38070031  4999.42644254  4999.40012712
  4999.35439995  4999.44356758  4999.44615407  4999.43978411  4999.39458146]","[ 4998.78905007  4998.94611961  4998.9337429   4998.81438812  4998.73669967
  4998.99530585  4998.8542006   4998.90687291  4998.72664167  4998.85746568]","[    9.98168017  4999.24003619  4999.27494675  4999.21772707  4999.26657179
  4999.25258868  4999.29687083  4999.25069354  4999.30000204  4999.24637802]"
"[ 4999.45041869  4999.42745835  4999.40531962  4999.32779773  4999.45744338
  4999.49956227  4999.30995556  4999.36941807  4999.35251279  4999.33707017]","[ 4998.80448931  4998.89675134  4998.89783445  4998.80526466  4998.79061904
  4999.2051378   4998.78834722  4999.05344682  4998.88605853  4998.69830763]","[ 4999.22157688  4999.26382354  4999.15785184  4999.27270385  4999.30368447
  4999.2769169   4999.25034182  4999.1744331   4999.31602666  4999.2608847 ]"
"[ 3639.54983056  3679.51102924  4299.42964088  2919.68957751  3019.58199145
  3909.5875484      0.             0.          3779.50510336  2969.54099461]","[    0.          4998.76142335  4998.75965326  4998.59653769  4998.97054025
  4998.31655848  4998.68445333  4998.81053969  4998.5791195   4998.88169684]","[ 4999.26566213  4999.26018111  4999.26794971  4999.23447128  4999.24544332
  4999.28095757  4999.22854505  4999.22821076  4999.2540183   4999.2618751 ]"
"[    0.          4999.41558103  4999.32590333  4999.43488081  4999.43965864
  4999.33079074  4999.41960073  4999.40128074  4999.38706206  4999.45529661]","[ 4998.60519708  4998.63234844  4998.5389564   4998.66143176  4998.49291801
  4998.10112921  4998.58867904  4998.6513367   4998.67408136  4998.75188836]","[ 4999.26603427  4999.19509079  4999.21013848  4999.27273068  4999.21861758
  4999.23175142  4999.30335421     0.          4999.19061605  4999.29833527]"
"[ 4999.38062928  4999.40002039  4999.2903516   4999.39238814  4999.39997782
  4999.40844374  4999.40024901  4999.41003524  4999.35790366  4999.37465006]","[ 4998.81657734  4998.62288262  4997.79569712  4998.60226885  4998.33459385
  4998.80806766  4998.04819185  4998.09745892  4998.48274206  4998.34647541]","[ 4999.24883784  4999.24229992  4999.27870273     9.98164867  4999.29376166
  4999.263683    4999.30735197  4999.21438797  4999.24915879  4999.27377895]"
"[ 4999.34091264  4999.33429438  4999.36462338  4999.4027737   4999.31835154
  4999.40262668  4999.37125133  4999.38356918  4999.37012341  4999.3503797 ]","[ 4998.34837695  4998.18161619  4998.76754166  4997.84232271  4998.09253274
  4998.33940862  4998.23029512  4998.62813275  4998.79634315     9.98219355]","[ 4999.21425307  4999.23794727  4999.29718247  4999.2501845   4999.28207683
  4999.19916226  4999.2247051   4999.22039156  4999.27781571  4999.14321148]"
"[ 4999.32248045  4999.31334488  4999.45961922  4999.39106723  4999.36951968
  4999.39109525  4999.41848591  4999.40927312  4999.41440146  4999.3765884 ]","[ 4998.14229007  4998.50044533  1119.49446229  4998.6425393   4998.71497118
  4998.81688416  4998.26225542  4998.15855777  4998.18378399  4998.31073316]","[ 4999.27865166  4999.31529226  4999.25591805  4999.25486447  4999.27450176
  4999.23828207     9.98168705  4999.29065311  4999.26009377  4999.27963558]"
"[ 4999.23319854  4999.31411551  4999.3397953   4999.385076    4999.36233586
  4999.35515982  4999.37101015  4999.40670463  4999.33375938  4999.25807366]","[ 4998.79262142  4998.80474725  4998.91111828  4998.87675773  4998.7767737
  4998.58293167  4998.45422089  4998.74273789  4998.34672301  4998.75274252]","[ 4999.26765889  4999.27189128  4999.30598358  4999.2425032   4999.29058675
  4999.2541068   4999.32080162  4999.25883996  4999.29726968  4999.23433091]"
"[ 4999.39883485  4999.26437921  4999.22800505  4999.30585429  4999.33569684
  4999.39065966  4999.2643115   4999.37132353  4999.40693694  4999.27089764]","[ 4998.83121835  4998.83479288  4998.1493215   4998.27144996  4998.80193191
  4998.65174278  4998.52307719  4998.34401835  4998.90485488  4998.02491663]","[ 4999.31412522  4999.20549847  4999.26195071  4999.24148355  4999.27872278
  4999.26115628  4999.20559343  4999.29686904  4999.31746099  4999.21254909]"
"[ 4999.33802232  4999.34893836  4999.35744914  4999.42688809  4999.34677229
  4999.35661266  4999.28409055  4999.31260031  4999.28630999  4999.30338775]","[ 4997.73417709   859.64394611  4997.1017614   4248.4260698   4997.94147298
  4998.34375387  4998.13717283  4998.05253822  2288.43757325  4998.47150177]","[ 4999.29524615  4999.1890443   4999.23885373  4999.31151817  4999.26003306
     9.97946576  4999.24028662  4999.2757207   4999.27696649  4999.27482947]"
"[ 4999.25382511     0.          4999.2962651   4999.44488874  4999.32326114
  4999.36549335  2849.62586845  4999.38123633  4999.23232644  4999.36622269]","[    9.97937229  4997.73581147  4998.29346078  4998.00049867  4998.00203769
  4998.08448717  4997.78928966  4997.95547253   649.55711977  4997.96221451]","[ 4999.25519669  4999.23739998  4999.28165002  4999.19687601  4999.31317559
  4999.29787252  4999.27613091  4999.17891664  4999.26621898  4999.25305221]"
"[ 4999.24589098  4999.24320479  4999.23160151  4999.35627325  4999.3077378
  4999.33469893  4999.32980936  4999.37318831  4999.24589618  4999.23915001]","[ 4997.72811154  4998.70932218  3648.7942495   4998.67930248   449.71890342
  4997.72326967  4998.03292502  1059.55457905  3388.15096784  3917.79926672]","[ 4999.21433519  4999.23121284  4999.26618258  4999.22393742  4999.20938364
  4999.24560941  4999.32402231  4999.22591818  4999.21980102  4999.29033671]"
"[ 4999.35068363  4999.30317904  4999.21076779  4999.36545063  4999.34498412
  4999.29825565  4999.32416894  4999.34025968  4999.38299964  4999.33904566]","[ 4998.84225048  4998.77849453   339.67085222  4997.94248171  2938.58202322
  4998.82368539  4998.33309978  4998.1642975   4998.34867091  4997.91591713]","[ 4999.27244381  4999.27508612  4999.28350185  4999.18549044  4999.26750436
  4999.17831155  4999.23625513  4999.22166234  4999.29829659  4999.27324853]"
"[ 4999.45930046  4999.35793723     9.98053043  4999.22862513  4999.23966787
  4999.32406541     9.98057622  4999.39577061  4999.36617729     0.        ]","[ 4998.18083611  4998.39612328  4998.46807632  4998.6090633   4998.14400831
     9.97982439  4998.52333759  4998.35084301  4998.94018694  4998.06148976]","[ 3849.46142419  4999.22460214  4999.20338034  4999.22492369  4999.23500577
  4999.18092223  4999.21949117  4999.25002768     9.98086454  4999.26901745]"
"[ 4999.20069325  4999.24658718  4999.2615534   4999.38758016  4999.38821256
     0.          4999.2930022   4999.18765448  4999.31894961  4999.33924965]","[ 4998.61339746  4998.11285264  4997.94149818  4998.7341566   4998.75928479
  4997.69880043  4998.62438656  4998.92860359  4998.42129713  2819.07776126]","[ 4999.21890204  4999.17505949  4999.1957339   4999.28150066  4999.21930091
     9.97910333  4999.19694918  4999.2082606   4999.23447843  4999.31552598]"
"[ 4999.15800889  4999.31361309  4999.10867978  4999.29866247  4999.36092059
  4999.26573654  4999.28583582  4999.01072784    69.9322991   4999.23523241]","[    9.98058821  4998.08358376  4997.51108388  4998.57891737  3588.29972523
  4997.70137322  4997.95730954     0.          4997.91791314  4998.6919541 ]","[ 4999.28817075  4999.13875803  4999.20293088  4999.28457052  4999.20274133
  4999.24955681  4999.21585636  4999.21049994  4999.19214378  4999.27242502]"
"[    9.98178367  4999.31285967  4999.36147041  4999.25034553  4999.37306489
  4999.31688434  4999.37342186  4999.37130263  4999.40078309  4999.28442287]","[ 2049.03710247     9.97912179  4998.8884446   4998.48833075  4998.50306979
  4998.45600405     0.          4998.52188173  4998.62188064  4998.58459992]","[ 4999.24117623  4999.30573653  4999.25690396  4999.206891    4999.22018452
  4999.05683128  4999.15322165  4999.25009901     9.97999053  4999.20331176]"
"[ 4999.28372508  4999.36403741  4999.340425    4999.28464444  4999.33230678
  4999.37976523  4999.32823062  4999.3964411   4999.34203348  4999.33396465]","[ 4998.28825409  4998.88565873  4998.50928017  4998.41881992  4998.5722204
     0.          4998.64447576  4998.41956332  4998.09287898  4998.5541605 ]","[ 4999.21525642  4999.27726205  4999.19844427  4999.21018523  4999.1674021
  4999.20723405  4999.27095745  4999.26024032  4999.16306969  4999.17487273]"
"[ 4999.27571489  4999.17375019  4999.17717804  4999.24064364  4999.14248599
  4999.25406866  4999.30023602  4999.21414026  4999.3632061   4999.18956326]","[ 4998.4429851   4998.27404161  4998.21805944  4998.17567525  4998.75711486
  4998.68147856  4998.23491311   299.72519269  4998.29651561  4997.72482865]","[ 4999.26655297  4999.21379381  4999.21088131  4999.16661348  4999.14799065
  4999.09803914  4999.26832686  4999.10020071  4999.24381465     0.        ]"
"[ 4999.2941513   4999.27972635  4999.34579508  4999.28363004  4999.28525477
  4999.39337275  4999.32474045     9.97996455  4999.3289905   4999.33390429]","[ 4998.67965625  4998.84196778  4998.66291038  4998.50143857  4998.23920832
  4998.44388493  4998.34651562  4998.49086568     0.          4998.303801  ]","[ 4999.25444551  4999.26951308  4999.23374035  4999.23614218  4999.26882236
  4999.23233221  4999.23866583  4999.23709937  4999.30928162  4999.11638874]"
