varianceSvrg0,varianceSvrg1,varianceSvrg2
5665573.859159933,1231.9901523109556,15260494.054825481
4448415.91615107,2584.318236510767,14970874.198159695
10607445.98520176,1365.8257114643,14217534.071391014
10302688.287219148,8265.475085124854,12706277.357769316
10856385.43898004,293.7947389200387,13273938.7891154
708576044.5089011,2943.0760739299058,18361707.076767184
5561290.042286433,4364.556398762356,21686389.38042214
4346802.451858748,1354.0503599080532,17956112.287203282
7217800.682643861,2018.2526802263599,8546888.860695392
6314556.856784573,4398.734938284347,9684059.821945366
7552362.789734895,241286.24063721066,3250593.5840190514
12002528.86706867,9640.22456884465,18759291.74581981
23779720.90257518,24457.111811194794,6203653.93869711
18712993.836365864,20299.354435750443,9392632.78136534
64700507.46770592,18108.114232010204,45301559.57623196
15384391.327190287,1121207.8162172532,12939268.707763907
20201214.432747465,8716.173047225335,35211005.746892944
17197125.597827908,9954.618713211374,12856747.670477519
24300675.643255804,107779.86495162827,67197432.55386111
11261840.904005405,5802.3638026440985,69882569.96838905
69687108.51561867,548658.5106481564,102295076.06605509
21083808243.743546,18975.770406831132,41812109.05378753
6133363.0163242,13126.996962561483,348256905421.8891
7250804.721813111,16249.989550928405,4124765.2364421613
9513608.005620316,489884.70895260025,3276179.882057986
4434975.430225506,8800.77137525704,3609339.406296864
5729163.816606706,23328.22393512911,122850753.4632868
9681601.159042507,90356.83161253293,7317168.189561875
15674725.865221757,37367.256381222614,24652032.792412467
13364291.172432445,192265.2279403136,17130318.35670987
32415606.419506136,23092.91920379088,6047025.4309542375
23375645.73876457,109328.00313117707,13953248.588045208
2558597.2326891515,237307.92661132905,7305588.4302280955
2205331.6212862507,176923.58900911867,7308281.703745164
4530160.43444562,54475.134252387055,49723163.34351741
2425320.645083551,31491.232675317027,13355207.297865741
1431464.713375396,42961.18381354835,2398069.665134345
2080897.5608836738,178368.22195145205,7732260.9617732465
183954607.63268307,5804567.523898643,14772387.484457605
11213733.884085122,33843.73285229059,4800074.236165158
911489.4941236711,85954.17038723169,7686078.299572202
1164139.2654911168,84289.16159941052,10715979.722763926
6757131.1492451755,288562.63958183414,30162460.108991843
486646.2032779979,62140.93805291591,18801591.19739239
14476052.577529443,38452.69265840258,1747805024.7016683
664392.4637481485,1938235.8532570517,6944705.187306561
7588149.071835877,91218.26155239834,6173806.31498647
105636335.40797302,148200.90119746863,169866932.6539125
15354295.599427648,326829.56990270846,26087053.846219495
1712916.258843959,106120.93869205278,24620861.416008092
1860187.2656721696,696329.465273518,18212857.980206802
1324066.6810381464,2392484.164441236,9464515.284109963
8159560.768474291,573844.4572880187,10640089.81469174
1422647.0707912925,577832.8266712136,22863506.155291155
7761581.744320523,1527165.013372905,28906160.772594064
5850326.55867642,448629.12511742476,413450607.40034777
8453062.172176156,3072256.872219541,12249978.361626115
1756167.532882772,775876.0265130338,18640818.38760446
7115572.6674909685,340836.9545131576,19417196.27427851
1259898.005417097,826967.251581038,16440464.636783594
