run0,run1,run2,run3,run4,run5,run6,run7,run8,run9
16.17481387522555,30.798780179386917,45.09633978277316,68.20044098847522,22.18892305055449,58.80127215947527,29.910729347785054,63.75947650248137,55.69971641373006,55.45510067080903
15.92167898300668,26.82255618001487,39.93521983323635,58.54033176009277,19.02891732520178,54.05347658024649,21.020194339328814,70.37603171561446,54.99985416200085,54.36262093216469
16.044400203487175,26.41929232307834,41.825026627586574,49.886866479828576,18.79730042435198,48.77341710172887,18.343107510305195,74.2349719523743,57.496091997433496,61.0969915013681
17.06446438858269,28.3450519628706,42.725364161722666,48.91591278038612,20.208186651512243,48.107207106877965,18.765436342481575,73.96714769544234,56.903666421065445,65.30096938071755
18.113823376599914,29.40317954432039,38.530646523751855,68.86670886919303,20.33475038489318,48.04646312567744,21.89735322786168,68.85965039226662,55.57174346974394,64.38893374851422
18.981882817264765,27.454525876526038,37.836696297226204,69.0886243850961,20.532429512016783,51.03252726908756,23.837886742173968,64.24956803912238,55.64552458345072,53.52916704076919
20.279875766926168,24.184896638881252,38.58576634561068,67.39785458826563,22.36195884013657,54.86849838352011,24.977420442320263,63.84342877238648,57.302924064804024,56.35260992128024
20.608194609992477,21.609258530771243,45.49016367002709,78.1554984973055,22.4737616919903,58.6911580363488,28.485197747523003,64.04711701316243,57.802765666672705,62.651582002342664
21.213044226995976,23.113496389530894,49.21439214750771,81.7513299783284,26.359622233763933,60.676263779753725,32.38278624395223,62.33327208187745,56.431224805387885,61.53436356185185
20.297321436620095,19.778246591815787,50.20792667747293,80.15925412609873,28.54983033902884,61.1214739025365,38.93413189061436,60.840589773189144,54.162056916275894,59.331645741862154
19.45722226474493,21.291245671660025,54.412502979727314,80.7710433868413,31.18213298656069,62.0687064920783,42.143585933888986,61.22018013713079,54.32865288475866,56.163276930743905
16.552578020043757,13.798442585327264,61.80901851630733,77.4688226741227,32.21023318026391,63.2666008379149,42.34275683659247,62.180446049543455,54.92414039119006,58.6536340157854
15.61646735910531,14.904263531040964,62.192566814371254,73.83381270638795,28.34754927471703,63.38056058205358,42.217915452572704,63.550438071180515,55.76983899411932,56.57107076378296
16.71191691850533,23.2160813430067,63.89272176919415,66.70192996938209,26.86270962485642,62.50428949047884,43.3972647408864,64.37967714212242,54.74093736073279,59.709425077608465
16.033687681699572,22.557087887078843,65.45398108723876,64.67100874621586,26.32953679762993,57.66996555613649,42.267889642973834,63.43919166183689,51.819299598832764,61.52070530865505
16.44859691420562,18.546698926394374,65.0885699394694,61.408897603513665,24.962408892131073,53.78745452520048,40.48695023203305,61.85694565933019,49.89513443241649,61.89221416777145
19.491341137402067,18.86847729800373,63.781515621212485,63.74561404147249,21.80939563962351,46.50359473775454,36.700260280003064,61.213884181748924,48.40753174768785,52.89625733512803
19.889059783339967,17.686174556141843,65.6745515012767,66.63507487739925,20.423522803499814,38.687607150958875,38.223398325495154,62.14447976149257,46.73993880995265,55.829274190040316
22.19894697061665,19.611086745712782,67.79172005606571,63.545450100823,21.062347538262003,38.50134325527715,37.28972954201781,62.90870303004394,45.79384883395908,61.82373100171967
23.44864066824349,22.58445349287044,66.0077804254343,63.05417946471574,22.482777920957677,45.82834273869959,37.578676411176524,62.474449736126196,43.21321107656188,60.093740472920835
25.261834311274505,20.345462526442933,64.12586572871139,75.40440570791105,21.865579243573972,55.09103866573893,38.33294460588577,63.32278536047413,41.17323386422393,56.33552526333391
