rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2,rewardsSnapshot3,rewardsSnapshot4,rewardsSnapshot5,rewardsSnapshot6,rewardsSnapshot7,rewardsSnapshot8,rewardsSnapshot9
"[ 23.92531001  26.16210284  27.56333155  26.07665816  22.87492534
  27.56333155  31.37135056  23.92531001  26.57337987  27.92919887]","[-0.53617816 -0.67734077  3.45406169 -0.73901577 -1.04639388  4.8930086
 -4.56532714  3.24214523 -3.45646772  0.90574386]","[ 71.70482777  72.61320252  70.38334014  71.73218051  73.87679584
  69.77876118  68.53306948  68.43801312  74.04536989  68.5126134 ]","[ 43.89569759  44.3393077   41.90666703  37.86015207  38.94191462
  45.87888842  46.35708489  45.77409524  45.72816662  40.00265834]","[ 14.027429    23.96376577  35.3154979   26.05508456  24.86271345
  24.84595625  25.81993003  22.89394965  28.23500159  27.47440026]","[ 31.99953141  37.67626688  36.36615353  36.8131919   40.44911311
  37.75826977  37.40265849  41.53010957  29.60292569  38.96031849]","[ 57.42954707  64.17804561  61.11358003  60.8500826   63.92011238
  60.17303283  57.84362742  70.02636757  66.07505224  61.97529189]","[ 66.15314181  56.8577484   61.11509752  65.71411578  64.22127609
  63.8233743   55.5625974   54.79846946  69.46163329  58.01965109]","[ 70.27523543  71.50180463  66.83429268  60.99621433  60.73629317
  60.93547575  65.16585991  71.89509464  62.03952035  64.03378587]","[-2.13951347  0.98965251  0.79502486 -2.03449764  1.16937662 -0.40863809
  2.74810803  3.95524007 -1.80712862  1.74666062]"
"[ 25.49715495  24.82017953  25.14527715  25.87342779  20.9766953
  22.75096414  29.20451346  20.05732524  24.82017953  28.2824295 ]","[ 6.4445829   1.3771065   3.52558001 -1.13258952 -0.34861356 -0.4458853
  6.4445829   1.3771065   6.01122499  5.56533561]","[ 69.40382027  73.92092564  71.63196932  77.66790699  73.92092564
  76.78609271  69.3013803   71.22672348  69.54117428  73.71946018]","[ 41.06081293  35.08925441  41.06280879  39.43359224  40.56782528
  43.12028391  40.14260066  39.55500476  44.37565673  40.98749147]","[ 33.88076073  26.57297344  33.88076073  26.57297344  29.10240033
  28.82928256  34.86758754  31.89660181  29.47818645  22.54003396]","[ 35.15478992  38.09300919  38.17921381  36.17583646  42.50098057
  37.47331519  40.7129084   28.01010059  31.89831797  38.34133679]","[ 62.16847736  52.97732474  63.26537772  64.07993285  60.96219003
  54.8971723   64.08406366  60.56987926  66.31007267  69.54833834]","[ 49.68965716  47.89335118  30.59459799  54.1109255   61.23460962
  58.90425833  57.61471898  58.74566813  52.47212832  54.78436773]","[ 66.29032469  67.59962295  63.99569536  70.14774191  66.53820679
  68.67349747  62.25299865  62.7995863   69.72602897  66.76824399]","[ 2.18954639  0.64583284  2.00036049 -0.2145464   1.29136487  5.76062098
  2.91317262  1.31059431  1.17757205  2.95300745]"
"[ 23.14468926  21.05542244  22.0284049   23.41810988  20.1705329
  21.82084306  19.4401736   23.766571    22.80481972  24.67775842]","[ 5.57830784 -4.83669007 -4.83669007 -2.11460544  1.08065066 -0.79321125
  3.85661768  4.35432365  0.50330643  0.9208393 ]","[ 73.73343793  70.72053401  70.54270452  69.43852376  76.51767518
  76.64720594  75.36349744  73.62452553  76.64720594  70.74652922]","[ 37.04893803  40.75053342  37.69096648  42.13661686  38.87457359
  45.56852959  46.06823472  46.223641    46.51394839  41.61048014]","[ 15.82497581  19.82558082  32.73437883  28.58680152  19.5536809
  27.76338521  32.73437883  28.58680152  19.82558082  29.17667942]","[ 38.96704191  35.68698541  39.43216534  38.51303255  35.77531793
  39.18618116  36.86754733  35.23477982  35.47395032  37.15775539]","[ 60.118361    62.47102907  48.5986392   63.4320252   61.33191721
  50.35818447  59.96463985  64.78349182  62.12556803  58.4946434 ]","[ 49.66931596  67.68222825  65.6116616   57.30884521  67.4349615
  59.15425808  63.17644044  67.4349615   70.7716533   75.21853505]","[ 63.05303501  70.66394016  53.67258735  64.09964692  62.89820507
  69.68046284  70.15005341  67.27462705  67.66714444  69.63085436]","[ 3.75144598  2.06668843  2.58478877  0.586557    0.04370314 -1.51904937
  1.91963838  8.01017592 -3.06762904  2.26126685]"
"[ 18.24830639  21.51189667  15.57343916  20.58523914  24.38120146
  17.7359492   20.40748031  19.73526056  17.0890571   17.7359492 ]","[ 6.79102536  5.35983508  3.79034367 -0.43741973  5.9248157  -1.22743321
  4.90765084  3.72818111 -0.71309797  6.55656606]","[ 68.7341102   67.91251568  75.34504938  72.56688728  67.91251568
  68.43365773  68.99490173  60.28211656  71.90834638  68.99490173]","[ 40.12926657  44.12356295  38.11125531  44.17340992  35.56801533
  44.79360669  45.12415759  50.1712982   45.46948838  46.29401755]","[ 30.22253882  29.61461153  31.137001    29.74690066  15.4224993
  33.71476475  40.64801275  21.81398548  29.61461153  29.63364874]","[ 32.08426994  30.7749619   38.8336969   41.03332671  38.6296158
  38.75952715  34.68213174  36.03837234  38.23018765  37.6702939 ]","[ 62.20873456  62.25439236  63.22342469  65.92498961  56.03050374
  63.31611946  59.56041047  62.64076465  54.68605306  64.48603106]","[ 56.49720531  57.04313749  67.56032587  63.05472579  53.90864846
  58.14729196  60.66815929  65.17191829  72.56074545  70.69299381]","[ 67.62618589  70.99082832  66.40671503  66.0565492   68.5430389
  70.29957795  66.74341486  67.36687954  63.21254038  70.02817172]","[  5.03622361   1.86348406  -0.99830925   1.47404087   3.22914834
  12.25823229   6.25733266   4.12308123   3.05191569  10.65296341]"
"[ 25.91395786  21.03858855  22.61199421  26.5184048   23.26976342
  25.91395786  21.03858855  19.60173957  19.58669314  23.26976342]","[ 3.55132527 -0.93648026  4.56404081  1.92713652  0.70793208  6.82490141
  1.36119516 -0.66839916 -0.32070033 -1.17110006]","[ 72.58077235  70.36395434  66.17238086  69.15586427  69.98355348
  64.93075436  73.43631428  72.56188018  58.23581958  69.98355348]","[ 45.07308725  43.56556514  41.8608249   37.46033879  38.90095739
  43.99834808  42.06759357  41.79504048  43.17632183  48.7358801 ]","[ 35.41989505  29.2478615   35.59049344  29.79306515  35.04083424
  26.76509079  30.35708423  25.54593151  32.40758538  22.80989156]","[ 36.33109067  35.04569134  39.33773317  35.64317764  35.86312163
  39.38758456  39.77029501  40.00186046  37.18596967  34.97467757]","[ 71.12522688  60.73500586  52.96222345  57.78062318  63.25551548
  53.58779304  67.92760911  64.48212871  62.52057427  69.19251157]","[ 46.04216745  71.79343354  71.60307426  61.13132841  53.95411317
  71.28945505  65.55921157  73.42405081  61.10787428  64.31371319]","[ 67.97774075  69.71406001  62.9401722   62.8900406   63.43041659
  67.18612124  66.49951165  63.05748309  64.00804833  67.61316431]","[ 1.63054804  5.86644067  0.80466562  2.08741072  4.31372194  2.2684703
  4.85214325 -1.83203893  1.86590869  0.50012415]"
"[ 19.32794081  22.28780631  19.32794081  22.28780631  23.42007993
  21.22428024  18.93499861  15.30223346  16.20916184  15.80784312]","[ 3.91059102  4.41409544  3.87734304  3.85993575 -0.43671912  5.13255379
  6.34531702  2.20517939  5.38549958  7.48045242]","[ 71.04808707  68.39209223  67.54510716  71.68420103  70.64707742
  69.16915326  68.90605643  68.50699087  69.32640833  77.29264753]","[ 34.13116064  43.7604656   37.31818258  44.70680282  47.56646169
  40.24402149  49.5551244   37.26295836  43.10553402  41.48919865]","[ 28.28867725  30.79842514  20.49169235  40.11924579  40.11924579
  28.83342116  19.22185304  24.63994639  37.40124912  22.95748298]","[ 38.15967322  38.79259735  36.87545974  38.15635049  41.19460671
  37.24929343  41.22171127  37.94675034  32.16439636  32.71550448]","[ 65.43651544  62.62053662  59.18408363  61.19620375  59.13139685
  66.48964033  56.03152712  67.52174668  62.77075339  58.78105958]","[ 36.80628871  70.81823064  72.62121608  43.55404923  71.75449492
  66.68578161  65.17354104  60.33460884  62.78842097  54.52518519]","[ 69.08158592  60.87275429  67.4341361   63.75066651  65.84142974
  58.08258665  61.7624261   61.71950231  65.21306462  75.0107874 ]","[-0.14021126  0.29905029  4.8064709   2.22932536 -4.65569581  4.14700645
 -0.18834401  0.2881655   5.20360555  0.84775648]"
"[ 17.81487778  23.91321744  16.60660164  16.38542968  16.45333975
  21.52796294  22.75709308  13.2687926   21.98651321  20.10307321]","[ 10.15930549   9.00411591  -0.25347446   5.8193864    4.70181408
   3.38620967  10.15930549   9.00411591   0.6378694   -4.73253989]","[ 68.09271314  70.7090779   71.71043366  75.48872061  66.35987978
  68.22720886  62.49880588  70.24910863  69.06659671  72.38288722]","[ 45.81871433  41.0296659   50.0200665   38.93585902  45.29094278
  42.78762804  46.2432804   42.6339819   48.33245097  40.36441648]","[ 22.30223883  34.40742406  29.82562988  39.34078575  22.50024019
  30.98061365  22.50024019  32.28724293  36.06515322  36.63343109]","[ 35.75436896  31.36951922  38.98336479  36.76742168  30.93341485
  34.82498836  38.3763264   41.82396553  39.95545926  36.94806922]","[ 63.11087822  61.21441008  66.22088644  66.36884923  49.36330204
  61.1699676   71.73584474  64.76287867  62.47998443  65.8203683 ]","[ 53.36774688  64.37123483  49.85078503  65.77278417  53.95730484
  54.29049664  51.99200196  60.44109592  65.79847936  76.31620964]","[ 59.66314255  60.73627595  61.70683729  65.5539416   63.89402435
  68.12694943  66.97986435  67.59319594  68.9521436   62.26319714]","[-2.37424446  3.17899561  2.12063275  5.61569    -0.34973903  2.83814001
  2.09077173 -0.02179059  2.14515657  2.74454547]"
"[ 20.5931473   13.09000069  17.69384289  18.39373343  15.59627752
  14.71262655  16.37032974  12.9104562   16.21691598  20.32953367]","[ -3.75124894  10.22569903   4.77536057   3.53837716  -1.24002713
   4.61943052  -2.10277619   6.81606031  -1.1972733    0.83458474]","[ 72.89244279  61.36436586  68.21804839  69.72041434  71.14785604
  68.21804839  71.68578366  59.70863494  70.01331003  71.76996187]","[ 38.77125656  38.02355781  44.35196636  41.10199172  40.38517032
  43.26355552  45.19508195  38.49743857  47.11001594  46.57692005]","[ 39.32883037  26.87622588  29.44681473  33.32926191  23.3230287
  32.35231528  35.58785454  42.79782487  28.93867913  33.28105693]","[ 37.7213665   35.18808717  41.69568328  35.27031557  36.95367258
  43.54538008  35.48406978  35.29633051  41.58487256  35.48406978]","[ 63.95967049  49.8056583   69.80433474  68.63521555  48.98393656
  65.00019582  67.90176534  61.8639999   60.67746316  66.86789079]","[ 76.78337038  74.92858215  77.57922983  73.75606157  67.55773988
  69.7282992   69.24717432  70.6861289   59.00768607  77.57922983]","[ 58.77160824  65.99972728  70.64109058  65.10162313  70.02491642
  71.12528853  69.01565368  71.20002053  60.72730114  70.4727439 ]","[ 1.78355717  5.26815524  0.65579853  7.04266133  1.35373274  5.03849346
  1.38762101  4.95630609  2.07450689  2.41724193]"
"[ 15.52103769  12.45581057  18.47599337  12.29863596  15.5508468
  18.90801747  13.95168873  13.6817795   11.18582773  16.57851605]","[ 2.54554673  3.56956114  3.03530301  2.90051001  5.36504425  7.44951895
  3.75494579  0.52398439  9.231452    5.2933049 ]","[ 70.27733047  60.29756044  72.90622116  69.44162794  70.29340364
  70.9215648   70.47336973  67.81460272  70.14118075  72.90622116]","[ 41.86492129  48.79349106  40.01543208  42.93393065  46.38305174
  44.18647223  42.1755094   44.38941646  42.44888627  40.68882324]","[ 27.43080021  21.97647876  32.5053564   29.78240774  35.63269376
  41.39080932  35.28970867  41.35666336  35.86351206  30.68731102]","[ 34.47072848  36.0429407   36.05404701  33.23665002  35.74630112
  38.34109039  33.82078702  40.93845576  37.90245947  32.21651657]","[ 64.31843118  52.0301706   59.65052225  59.08058764  51.66042137
  61.32293178  61.3040309   40.80094194  57.27053739  70.0206113 ]","[ 77.31868468  66.05892446  71.03332874  55.64954308  64.75045805
  63.95460392  56.141909    62.41161373  69.59922903  73.92294681]","[ 66.19012623  61.83372971  57.38064518  65.23348707  65.87173185
  63.26028638  59.29329272  66.72574034  61.81531528  65.34154536]","[-2.33497033  3.17109448  5.91334719  0.23951612  5.92410093  0.3938965
  4.47160198  5.92316598 -0.9807115   0.57846322]"
"[ 15.24439885  15.38454638  13.12628207  15.24439885  22.05821534
  11.24887727  16.56682208  11.23419864  15.99322311  13.07664429]","[-0.6681554  -3.81939539 -0.50196949  6.4145259   3.74739229 -0.50537779
  3.25266565  4.96642056  4.48600679  3.46772533]","[ 69.08016475  69.43120553  63.67055905  67.14279749  66.77722993
  60.75878267  72.09874424  66.40714699  67.48155354  65.59117949]","[ 45.78592653  43.23488461  43.73396587  43.36621237  42.97787154
  41.50159617  40.17275911  42.85706847  39.14754291  51.48303402]","[ 30.47663566  42.35254718  24.01721547  37.39157653  32.73841569
  42.49434403  35.4056094   18.22942305  30.11908553  34.22172666]","[ 37.56150673  31.16661021  43.20543023  39.83546723  35.46412268
  35.00748096  41.45641259  33.17841309  41.51265686  34.21737961]","[ 66.33779362  57.24595463  67.10023208  59.26342586  61.76869064
  58.48115124  52.10571549  51.32980379  51.93949394  60.36679011]","[ 63.31210706  51.67611433  65.63604963  67.24423378  56.49487437
  61.92912322  73.01067669  66.26100501  70.14729782  67.92352048]","[ 67.66050174  66.20246608  65.78740233  69.91992157  63.66462513
  53.96176455  62.12093251  52.75405281  61.91768277  58.62659515]","[  4.81632171   3.04399046   5.20250896   4.00460158   3.04371695
  10.75764031   2.37516003   2.27078289   2.07885011   0.85696069]"
"[ 11.43313881  15.76020063  10.43091643  11.43313881  16.52786582
  11.2392952   12.80839428  13.07471029  17.16574734  14.4294602 ]","[ 1.14954732  3.8909299   4.80598697  3.63766535 -0.58927763  0.05052072
  0.86353113  2.47694793  6.29728076  5.59269173]","[ 63.62226402  73.81289674  64.5399976   68.22335088  69.69904963
  72.86623093  66.87243571  68.17821805  72.80069712  63.05742589]","[ 39.67068166  38.96626941  44.09859344  45.26011284  40.19371956
  36.27651065  40.06092455  42.63608201  48.15164351  39.2838445 ]","[ 36.61685381  31.59909143  35.26501628  35.57643553  48.27232279
  40.12551406  35.98088306  34.19351147  35.29899865  30.88498082]","[ 37.38412891  43.33046512  36.60353786  35.44798123  36.59115265
  37.65941672  34.66843808  36.30795825  31.49247884  38.44620789]","[ 59.56622663  62.8362719   59.716819    61.88137148  44.66621883
  49.91772912  45.52199273  64.36112527  59.60837905  55.72705034]","[ 73.43937046  65.0583115   74.27738736  82.34873124  62.92397926
  69.2766476   67.66368677  68.54076735  70.63858401  60.71816699]","[ 63.43777987  60.42915869  63.6211185   60.55199161  65.12133896
  67.7908117   62.82733068  62.43063064  70.0509974   58.76400609]","[  2.44458164   4.53988031  -3.15832399   0.20849502   7.33650988
  11.67743706   2.9076272    0.0378365    5.88647633  -1.61631248]"
"[ 14.18541163  10.11853232  18.33272897  12.47742847  16.36600256
  11.93449409  11.56434942  12.22192621   5.8696777   16.49866918]","[ 2.49048931  4.91546706 -0.6039407   5.26352137  4.28401185  5.72108102
  4.28401185  4.98369079  0.83360415  2.43941356]","[ 70.70757228  77.26507429  66.68367564  74.18489007  66.45550592
  69.19577275  69.5236165   72.391035    71.97873534  63.67492637]","[ 41.9167255   48.24268633  44.10604093  45.96327331  45.36799564
  40.4629303   30.0268301   46.51553002  39.52000287  42.5479671 ]","[ 31.39413278  33.61856374  32.73337092  32.1717638   27.6132709
  33.26780341  34.1104226   20.6724564   36.78479751  41.66127889]","[ 31.00591656  40.86434677  33.20173284  40.49646369  30.21879921
  29.44881166  38.72746858  38.27207244  40.12064999  41.16386427]","[ 70.05766654  62.80367477  56.71388169  62.78952073  53.1137686
  61.51934235  63.22161209  66.93098265  61.97756991  57.42180131]","[ 71.63057867  74.72125182  70.66968167  65.36580045  65.49035436
  73.26962739  60.86996377  46.90735441  60.40475141  70.08807064]","[ 55.88441011  57.73674273  66.19736224  66.66657027  61.08397693
  52.98841446  61.86401654  66.27640617  56.31316535  63.28932454]","[ 3.471402    1.23538595  2.5969612   2.69036251 -0.63485944  9.9479908
  0.08199044  5.76197326  4.23536324  4.12755875]"
"[ 10.51504762  13.04617753  14.21046157   6.4548204    6.4548204
  13.34817926  23.01877093  10.05041298  10.66800023   9.34983427]","[ 5.83843885  0.19364524  2.56742471  4.91574172  3.52636076  0.92333463
  3.30431821 -1.56914097  3.73792621 -0.27169755]","[ 66.1959495   69.35896233  63.09213666  72.48300412  66.55824834
  67.35945647  70.7645268   70.18976965  66.58778532  67.01460426]","[ 37.07369502  44.8381368   44.90144282  47.43561268  43.19163831
  43.08314286  37.08732375  44.39400983  43.46996539  41.60282573]","[ 36.41340161  28.93908227  32.57419851  27.90438868  26.97977551
  39.32418403  38.36639394  29.18617424  30.40446702  38.81511967]","[ 37.37544682  29.26370959  37.86228231  34.76793147  36.41901883
  28.02461046  33.85981055  36.70813165  41.75806139  39.49873622]","[ 65.9013586   60.68901709  67.38104397  61.73265172  60.52310028
  59.24695661  54.21121902  51.60098049  57.42934708  52.06634429]","[ 77.96010062  74.41923046  67.69837547  66.62818128  59.38664685
  74.83316039  62.83784905  73.73703934  73.29337984  68.44344321]","[ 57.73296512  62.81905711  61.63502478  62.43628713  58.33946321
  62.73002657  64.37846579  65.86906464  66.03162173  59.57714808]","[ 0.45609465 -2.57815219 -0.38490469  1.03861986 -3.58540427  4.79986986
 -0.18578833  2.54895143  1.79347468  2.58620982]"
"[ 10.89948092  11.4761461   14.05257816  12.36023177  10.9038402
  12.59938159   8.07462571  14.79320485  11.99098374  18.4334354 ]","[ 5.66013943 -0.84126643  3.4969663   0.94841947  0.67443448 -5.63544005
  6.78061287  3.79277116  6.34021711  5.69409562]","[ 65.70253715  64.64919052  71.06165145  66.82055349  67.45916373
  63.06331328  68.15923112  63.87863953  68.57802995  69.09177157]","[ 37.31502464  39.81570664  39.77155667  38.04119037  42.46208015
  38.37816662  40.03424236  44.77549764  40.36454798  40.78376733]","[ 30.5543704   27.72638482  44.26365912  32.79002247  40.17267307
  37.19376689  30.0812997   36.16662839  38.44511636  33.1204592 ]","[ 36.71453691  40.69572921  33.33682893  36.27807166  42.61716701
  33.7393455   36.16854469  32.38522171  36.77499175  39.41783664]","[ 49.65000768  59.0679729   52.21551147  59.01056352  59.26371622
  52.03779204  42.7555998   58.51413271  62.92108907  66.38355232]","[ 77.73489787  65.36509525  70.13063805  74.52865488  69.53740359
  65.97850281  71.72881796  68.3433846   73.50156047  64.26554528]","[ 62.54648188  54.34231993  65.13022304  66.4910726   62.05909938
  66.48879672  67.00205572  65.86244831  54.49415485  57.67676437]","[-1.83711885  2.28732905  3.06228718  5.54969288  3.43873505  3.2110258
  3.04375371  5.62680305  6.19610123  1.59157003]"
"[ 11.95504862  13.05432433  11.95504862  13.05432433  11.369299
   8.40130181  12.74497792   8.35960857  12.25175705  11.369299  ]","[ 1.03837718  3.94497542  4.92923675  2.1113291   0.61482133 -4.91122821
  3.71960104  0.61482133 -0.29075294  6.76053012]","[ 60.57933766  67.92151413  67.19847235  72.09017864  60.57933766
  67.92151413  65.85072548  66.78855231  69.75475287  66.99958172]","[ 40.80228697  47.48425279  45.15588049  48.27917143  45.14818764
  42.2618477   37.6258751   37.91697304  39.60603853  40.52550865]","[ 42.70682772  31.43630052  33.53389755  28.44169531  32.58835148
  40.63519999  27.13788996  41.88948893  33.73158542  29.67211669]","[ 32.23593401  30.40468996  36.2782623   35.16362102  36.1610936
  28.75960704  39.22205776  28.46501437  32.24080623  35.10531541]","[ 58.52280255  64.19629612  47.64508835  59.99674844  53.40551427
  62.39380963  57.91403964  69.44126021  59.96994084  49.27993108]","[ 74.25795506  68.44852792  58.00210697  59.94584078  66.11143343
  73.48389691  72.6952381   66.64365906  68.75109434  55.97127674]","[ 64.14890864  57.90598108  69.32533952  57.37580327  66.64305688
  54.5189258   61.48698888  64.83803888  63.76021706  61.3003097 ]","[ 2.55330061  6.86947241  4.42114803  2.67541594  5.28192247  0.89709815
  0.18450594  4.75435519  6.27185657  5.94617973]"
"[ 12.64287274  15.9711567   12.53445437  14.42193399  11.79985114
  12.11826536  12.53445437  14.42193399  10.01857428  11.79985114]","[ 2.54028258  3.34905846 -0.97269325  4.89891679  3.46508801  3.7226429
  0.62327646  6.46609299  1.9833886   3.33075332]","[ 71.51132597  65.73879527  68.694052    68.98133635  64.4775603
  68.33413054  70.51947018  65.8320384   67.52047611  74.42050775]","[ 37.79033011  41.51841989  40.95831617  38.51360227  40.4348981
  44.42418397  40.7839116   43.45275694  39.39108782  44.88954745]","[ 31.8503312   36.19551385  41.00829602  29.46216021  43.89197252
  31.23502025  36.7148196   37.64178616  36.7148196   37.64178616]","[ 36.18974336  34.48136952  33.92020091  42.62577577  33.25838663
  31.60055168  37.41954954  35.76574943  36.70304586  32.87646514]","[ 64.36373135  61.31532057  65.55588713  59.6439668   67.30931997
  60.77843219  58.40979103  62.44490926  57.22584511  57.31991225]","[ 70.80434861  72.91053934  74.63479383  66.40760657  70.76653819
  58.82103914  66.15550554  74.72537352  64.74186787  65.26385686]","[ 59.07375898  60.06978536  63.32659488  61.01046129  61.12151769
  61.5861372   58.82720806  62.62998699  55.90025216  67.55150667]","[ 2.10213705 -3.24468934  2.62760642  5.10593642  2.14939222  0.55812537
  2.32914311  6.74286445  2.18889136  5.54932266]"
"[ 10.41417824  10.73652744  14.03107269   8.97001074  12.81258142
  15.42349316  10.73509656  12.72929273   7.4303385   13.49153896]","[ 0.10971888  7.31336851 -4.97924925  3.34559168  1.0396133   5.50266381
  3.69799372  0.6077029   3.84975066  3.1029394 ]","[ 69.24596587  63.87628784  70.50157264  65.56678427  64.34925816
  69.68014914  65.28025328  70.75979174  71.2358543   68.72777046]","[ 41.17649835  42.59860449  43.87978969  44.68669982  43.78057778
  37.69371083  37.53652579  41.1487138   44.27836895  44.36080329]","[ 37.49063129  27.86985015  27.68940588  31.49540319  39.84325635
  37.88982903  36.34455331  36.1297274   33.12472178  39.67752433]","[ 37.09070771  38.39784026  40.13329597  32.45322401  33.97521486
  38.89518082  30.35708291  34.26900074  36.37939999  32.64903854]","[ 62.77591285  63.04191785  44.7646761   57.0240408   54.81607527
  56.23394116  59.84228834  52.71311648  54.97853038  64.2745573 ]","[ 75.72778815  61.74311322  67.23903073  67.61248936  65.97983659
  66.63569845  75.5019014   74.0687526   59.97918437  73.84995752]","[ 64.34863874  66.59333838  59.54132397  57.45606294  63.21689153
  61.32862169  55.03263752  62.0547512   60.04276341  63.58571556]","[ 2.16065454  1.99265682  6.34866741  3.19989364  5.51902044  2.50101308
 -1.48871497  3.38824922 -3.01941895 -0.56145835]"
"[ 10.36286997  10.58416201   5.57000175  14.04123385   8.44466566
  13.02714064  13.64162426   7.23963803  13.64162426   7.23963803]","[-1.78639562 -0.52899871  0.73628656 -5.72064158  2.82857396  0.57867557
  3.65490496  0.60988394  2.47635493  3.78606907]","[ 70.63798649  71.84473481  73.14773744  68.06413603  71.04690227
  67.66324057  70.46853275  66.35062825  68.71921582  69.36553009]","[ 43.32906246  34.85174245  39.82687616  41.80987892  42.24718325
  43.78403623  45.0278713   42.83092481  36.1385219   43.12054185]","[ 40.21243122  36.67843352  37.02619993  43.0240885   37.40235054
  36.20112782  42.20895662  35.08835904  37.40235054  36.20112782]","[ 40.7657669   30.44493091  35.55651531  31.85951432  36.06952768
  36.67906983  33.486117    35.59356506  36.29166844  34.23949693]","[ 55.64688316  74.37806597  67.20197175  66.31096297  60.1621601
  56.43487723  68.42173238  62.6786919   41.39068712  62.21262168]","[ 73.37734775  75.83538414  61.68808204  70.28157196  65.73769336
  73.12760873  56.38402192  60.16818462  65.23935914  66.24537627]","[ 66.56362603  64.67322919  63.42053547  57.45969632  63.44737448
  62.21466953  60.39557817  63.27078126  71.20859694  66.12006285]","[ 0.89839446  2.05041123  3.60399538  3.92617095  3.67821787  5.77813551
  0.2081195   2.54976408  2.7473803  -0.15256762]"
"[ 10.35495202  12.91673339  14.86156444   7.36021226  14.86156444
   7.36021226  14.90308659   7.81621148  13.13721442   6.31357179]","[ 2.4771191   3.88193352  0.60741572  2.47596417  0.05303765 -4.68785333
  6.22707565 -0.57400036 -0.03690952  3.90171226]","[ 69.387205    52.12106164  68.24472245  71.75134901  68.94114428
  72.81880799  69.1740013   72.81880799  69.1740013   68.23260086]","[ 42.78300693  40.54106761  45.32163698  43.3881728   35.89659798
  43.51036588  45.33612222  37.73936682  41.95489606  44.28372584]","[ 30.44207431  37.61546672  28.87048026  40.34489584  30.92398458
  38.43652617  38.35794017  25.87675176  37.27765782  30.1993751 ]","[ 38.46337615  31.24197098  33.11962408  37.07850438  38.8674689
  34.78432027  39.31857564  34.11500931  38.54234519  36.35509352]","[ 63.63967924  63.90621889  68.01120251  67.98900788  68.83941449
  58.91948457  58.13338388  56.56831157  59.87229771  64.84010631]","[ 68.90970725  61.81276414  66.27513401  77.65657666  68.62031348
  74.33922492  63.44950847  62.80008952  52.94132716  70.73317455]","[ 60.46955065  54.2056143   58.83571142  57.05668135  70.23024985
  63.61753219  60.36404371  62.17853625  56.24373141  63.41414705]","[ 2.24542558  2.25356317  2.65512707 -0.11805641 -0.66987674  2.33060586
  0.1209329   4.0612126   2.62919987  5.04892269]"
"[ 12.40582829   6.99782086   9.81883506   4.62297089  14.62406807
   7.68380041   9.81883506   4.62297089   7.01873686  11.56914917]","[-5.03218363  3.32630432 -0.54744726 -0.55583539  5.66167113  4.63856417
  2.13846285  3.20423516 -0.52569124  3.28234297]","[ 67.29938689  69.25027964  65.28168413  64.37856227  62.5606601
  71.41345534  64.42136679  68.4100819   65.39734039  72.16643868]","[ 49.11601512  40.98365502  36.98816293  42.99792402  37.6490468
  45.50797827  39.55878269  38.45168158  42.99792402  42.60125801]","[ 43.18650703  29.49124257  30.20223846  32.83628807  38.51153485
  30.5738203   31.60107699  30.94530172  39.39651492  40.83950384]","[ 32.68969361  35.04184518  37.14810617  31.18759998  43.55857941
  30.31335092  33.20064584  36.93788945  41.30153839  32.34770581]","[ 62.3590176   61.56920701  66.61376388  68.41296351  62.22012033
  64.00422136  60.88114677  66.04579156  62.90949718  62.21140492]","[ 57.79699314  72.27617033  66.28821359  60.33471405  77.08156367
  63.10828388  70.64988935  70.55125954  66.56384254  62.68115752]","[ 64.20561016  63.63872924  63.15157107  64.80853379  68.09880313
  68.17567798  63.91022714  60.97689217  69.25608682  65.92653765]","[ 0.39556761  2.94474811 -2.56561422 -1.14759143  7.55133202  0.39215683
  5.39515482  7.63481705  0.28885787  1.76104523]"
"[  4.8678065   17.76380965  14.07194298   8.23027197   8.40523654
   8.79276289  17.76380965   9.6239836   10.47363429   6.45859836]","[-1.04312384  3.59650947 -0.54524598  2.29597014  5.26197327 -0.77688698
  3.1936034  -0.54524598  5.87739224  0.29272269]","[ 66.64871986  64.59763321  62.31775655  69.75265868  62.31775655
  69.75265868  70.95787829  69.39107811  70.28315596  69.74783572]","[ 43.31387011  43.74926534  43.30638868  40.82560237  39.86817799
  44.54517642  42.1037755   41.55472434  40.5111594   44.70542744]","[ 36.64865623  28.50164825  37.78071695  38.3996592   42.9734941
  34.19032171  25.39349951  35.76720261  31.84821568  35.24206208]","[ 29.39463067  35.866244    34.81232359  32.15432387  32.70854917
  35.58707311  29.75669974  38.24402304  37.62506974  27.96070439]","[ 62.63010789  70.87715332  63.2947826   68.53346873  65.46623304
  69.73797008  61.31725374  59.99427569  61.71018645  63.41936522]","[ 67.20864853  48.55171917  58.56262692  58.61328026  71.3556291
  63.6775965   53.62223194  62.36568957  66.25731484  74.5184963 ]","[ 68.37229861  50.91342859  64.5232097   58.50444652  65.01758102
  59.8669777   67.05763549  66.56921321  52.95905089  59.39339951]","[ 6.09912704 -1.90286248  1.27012454  6.98049924  0.77582163  8.97186267
  2.39986532  6.09912704  5.19195551  2.98667899]"
