rewardsSnapshot0
"[ -6.60742645 -10.15204107 -10.91347729 -15.13354218  -9.94718793
  -7.32900234 -16.06096926  -6.60742645 -10.15204107 -10.91347729
 -15.13354218  -9.94718793  -7.32900234 -16.06096926 -11.7067881
  -6.60742645 -10.15204107 -10.91347729 -15.13354218  -9.94718793
  -7.32900234 -16.06096926  -6.60742645 -10.15204107 -10.91347729
 -15.13354218  -9.94718793  -7.32900234 -16.06096926  -6.60742645
 -10.15204107 -10.91347729 -15.13354218  -9.94718793  -7.32900234
 -16.06096926  -6.60742645 -10.15204107 -10.91347729 -15.13354218
  -9.94718793  -7.32900234 -16.06096926  -6.60742645 -10.15204107
 -10.91347729 -15.13354218  -9.94718793  -7.32900234  -6.60742645
 -10.15204107 -10.91347729 -15.13354218  -9.94718793  -7.32900234
 -16.06096926 -11.7067881  -13.15755914  -5.78591603  -6.60742645
 -10.15204107 -10.91347729 -15.13354218  -9.94718793  -7.32900234
  -6.60742645 -10.15204107 -10.91347729 -15.13354218  -9.94718793
  -7.32900234  -6.60742645 -10.15204107 -10.91347729 -15.13354218
  -9.94718793  -7.32900234 -16.06096926  -6.60742645 -10.15204107
 -10.91347729 -15.13354218  -9.94718793  -7.32900234  -6.60742645
 -10.15204107 -10.91347729 -15.13354218  -9.94718793  -7.32900234
  -6.60742645 -10.15204107 -10.91347729 -15.13354218  -9.94718793
  -7.32900234  -6.60742645 -10.15204107 -10.91347729 -15.13354218]"
"[ -0.55844687  -4.85553117  -5.88134641 -12.74629662  -8.93998346
   2.65931308  -5.28581419  -8.93998346   2.65931308  -5.28581419
  -1.00218219  -5.5482688   -5.30383393  -0.55844687  -4.85553117
  -5.88134641 -12.74629662  -8.93998346   2.65931308  -5.88134641
 -12.74629662  -8.93998346   2.65931308  -5.28581419  -1.00218219
  -4.85553117  -5.88134641 -12.74629662  -8.93998346   2.65931308
  -5.28581419  -1.00218219  -5.5482688   -4.85553117  -5.88134641
 -12.74629662  -8.93998346   2.65931308  -5.28581419  -1.00218219
  -4.35183597  -9.84354671  -2.37697022  -5.03984894  -8.5138814
  -4.51759092  -4.85553117  -5.88134641 -12.74629662  -8.93998346
   2.65931308  -5.28581419  -1.00218219  -5.5482688   -5.30383393
  -4.35183597  -9.84354671  -2.37697022  -5.03984894  -8.5138814
  -5.28581419  -1.00218219  -5.5482688   -5.30383393  -4.35183597
  -9.84354671  -4.85553117  -5.88134641 -12.74629662  -8.93998346
   2.65931308  -5.28581419  -8.93998346   2.65931308  -5.28581419
  -1.00218219  -5.5482688   -5.30383393  -4.35183597  -9.84354671
  -0.55844687  -4.85553117  -5.88134641 -12.74629662  -8.93998346
   2.65931308  -5.28581419  -1.00218219 -12.74629662  -8.93998346
   2.65931308  -5.28581419  -1.00218219  -5.5482688   -5.30383393
  -4.35183597 -12.74629662  -8.93998346   2.65931308  -5.28581419]"
"[  1.22442026 -12.20260014  -2.96319428  -4.74655668  -0.64715023
   0.3908547    1.22442026 -12.20260014  -2.96319428  -4.74655668
  -0.64715023   0.3908547   -6.79724237  -6.38562977   1.22442026
 -12.20260014  -2.96319428  -4.74655668  -2.96319428  -4.74655668
  -0.64715023   0.3908547  -11.62422016  -1.44111294  -6.38562977
   1.22442026 -12.20260014  -2.96319428  -4.74655668  -0.64715023
  -4.74655668  -0.64715023   0.3908547  -11.62422016  -1.44111294
  -7.93130556 -12.20260014  -2.96319428  -4.74655668  -0.64715023
   0.3908547  -11.62422016 -12.20260014  -2.96319428  -4.74655668
  -0.64715023   0.3908547  -11.62422016  -9.67987447   5.33565235
  -5.92892461  -8.29756809  -1.0060584   -3.98734443  -6.92803156
   4.97975686  -8.88038977   1.9030566   -6.50910728  -7.19308939
  -0.78034102  -1.46089883  -1.09722799  -9.67987447   5.33565235
  -5.92892461  -8.29756809  -1.0060584    5.33565235  -5.92892461
  -8.29756809  -1.0060584   -3.98734443  -6.92803156   4.97975686
  -8.88038977   1.9030566   -0.64715023   0.3908547  -11.62422016
  -1.44111294  -7.93130556  -6.50910728  -4.74655668  -0.64715023
   0.3908547  -11.62422016  -1.44111294  -7.93130556  -7.93130556
  -6.50910728  -7.19308939  -0.78034102  -1.46089883  -1.09722799
  -9.67987447   5.33565235  -5.92892461 -12.20260014  -2.96319428]"
"[ -1.98020992  -8.08444054  -4.09444119 -11.95098592  -5.94047359
  -5.63678617  -1.81898839  -3.07008154  -3.5669558   -1.98020992
  -8.08444054  -4.09444119   0.48766991   0.03954743  -1.81898839
  -3.07008154  -3.5669558   -1.98020992   0.12242616   0.93146272
  -1.82529258  -3.31378245   0.48766991   0.03954743  -3.5669558
  -1.98020992  -8.08444054  -4.09444119 -11.95098592  -5.94047359
  -4.09444119 -11.95098592  -5.94047359  -5.63678617  -7.66813856
  -2.2281966    0.03954743  -1.81898839  -3.07008154  -3.5669558
  -1.98020992  -8.08444054  -1.82529258  -3.31378245   0.48766991
   0.03954743  -1.81898839  -3.07008154  -3.12511617  -6.85529869
  -2.91416486  -2.53375567  -3.42881866   2.57528044  -2.68427604
  -4.08488877  -5.8532481   -1.98020992  -8.08444054  -4.09444119
 -11.95098592  -5.94047359  -5.63678617  -7.66813856  -2.2281966
  -3.12511617  -6.85529869  -2.91416486  -2.53375567  -3.42881866
   2.57528044  -2.68427604  -4.08488877  -5.8532481   -3.5669558
  -1.98020992  -8.08444054  -4.09444119 -11.95098592  -5.94047359
  -5.8532481   -2.80047572 -14.80152792  -4.52034104  -1.01662611
  -1.33039423  -1.0364967    1.28852964  -6.28644619   0.93146272
  -1.82529258  -3.31378245   0.48766991   0.03954743  -1.81898839
  -3.07008154  -3.5669558   -1.98020992  -8.08444054  -4.09444119]"
"[  0.20968235   2.21225453   6.60143377  -5.11310019   2.5337031
  -2.72422367  -1.87136695   1.69080608  -4.35849957   1.50571977
  -0.205349    -2.02410023  -3.42141071  -1.92417991  -4.72422402
  -0.49082936   1.72362082  -5.45351519  -1.87136695  -5.45351519
  -1.87136695   1.69080608  -4.35849957   1.50571977  -0.205349    -0.205349
  -2.02410023  -2.24635452   0.67081124  -4.25434739  -1.82128256
  -1.26568958  -1.68226989  -1.87136695   1.69080608  -4.35849957
   1.50571977  -0.205349    -2.02410023  -2.24635452  -5.48753008
  -1.03881132   0.95762244  -1.21764939   1.49859439  -5.29442509
   1.50571977  -0.205349    -2.02410023  -2.24635452   0.67081124
  -4.25434739  -1.82128256  -1.26568958   0.83835125  -0.38170838
  -1.99906055   3.99632654  -5.48753008  -1.03881132   1.50571977
  -0.205349    -2.02410023  -2.24635452   0.67081124  -4.25434739
  -1.82128256  -1.26568958  -2.36849282   0.20968235   2.21225453
   6.60143377  -5.11310019   2.5337031   -4.25434739  -1.82128256
  -1.26568958  -1.68226989 -10.91089083  -3.88843987   1.72362082
  -5.45351519  -1.87136695   1.69080608  -4.35849957   1.50571977
  -0.205349    -2.02410023   0.67081124  -4.25434739  -1.82128256
  -1.26568958  -1.68226989 -10.91089083  -3.88843987  -1.82128256
  -1.26568958  -1.68226989 -10.91089083  -3.88843987]"
"[-0.34169314  2.1049281  -1.08070201  1.99684548 -6.0742526  -2.80492301
 -2.76403788 -0.27134133 -0.18885391  2.67662899  3.190291    0.14242467
 -1.98426757  1.96763693 -3.42641172 -4.35056174  3.81914171 -4.88924028
  2.0761823  -4.64816636 -4.06457227 -2.44517077 -1.08070201  1.99684548
 -6.0742526  -2.80492301 -0.55163636  0.71782695 -1.60375326  3.76896254
 -2.91007459 -0.34169314  2.1049281  -1.08070201 -1.08070201  1.99684548
 -6.0742526  -2.80492301 -0.55163636  0.71782695 -6.0742526  -2.80492301
 -0.55163636  0.71782695 -1.32733076 -1.56252294 -1.26368462 -1.60375326
  3.76896254 -2.91007459 -0.34169314  2.1049281  -1.08070201  1.99684548
 -3.73476667  1.13822164 -4.40060743  4.84507069 -0.86888307 -6.30374581
 -0.54155527 -0.80503784 -0.785132   -2.44517077 -2.3415778   0.02165628
