run0,run1,run2,run3,run4,run5,run6,run7,run8,run9
43.88196194353991,26.38673162824799,51.43735390451412,60.6454479963483,63.08109242099036,57.519754505360105,36.123357561014615,47.09884741862406,44.85538826771331,56.481227682195005
45.69831928903236,28.455232181133287,52.019761226141604,61.8802638687072,61.32408485421401,59.59348309183937,36.55947038940024,46.039216435147885,43.36235806632256,56.83754534215625
47.71612211501391,27.77627672693711,51.69551798666784,63.39380753461081,63.06293881968215,61.611051132324825,35.842676984099676,45.234053897693684,43.39121437237482,54.82310116747796
47.79086362994325,29.922403571564086,51.81427285796528,62.5091704320344,59.73436067632906,60.77888537142812,38.627073033261624,46.42530775423524,43.5485389589822,56.833014127667845
48.863004642072916,28.539594793009307,50.97085688335276,62.87213248026061,61.15871620929236,64.3061627236017,38.13042270912166,46.482718139154976,42.971767442981005,57.14787205379026
50.53600603505275,30.10910754779936,50.62507388573949,64.56937356592027,62.47887216762839,65.37954009790268,37.4413911090169,46.453391342356795,40.625707132923836,59.797727747462474
48.771029730131225,32.291698915290716,50.12342238637213,62.12834475799877,63.8195305157066,66.68023955574108,37.02437590983397,48.84341243607353,38.992300300777586,59.78846525755663
48.06191749004227,30.37878336351161,49.45812586478465,58.80550026723503,64.51342505769597,67.0352485982111,35.20830393832347,50.63471700108959,35.227298679381406,59.27146984935881
48.74399558609795,31.122726875051264,51.40313883732709,59.02496844910151,64.52959662676788,66.21108151380673,33.92149088632455,51.31643753512457,35.76490156005165,58.64912353367355
49.61891818705386,30.182111420570187,50.908600211314535,58.205475156883494,63.75150786580496,66.8339952390041,35.82050749074604,51.11779471798978,31.604982351672284,57.62689161439164
50.82109870610737,31.625129146494356,51.091497456931364,58.916518623117994,67.06034419613283,65.30249596905622,36.985838740002585,50.20326103368655,38.32183629567938,57.6936711905963
51.4483375713922,32.892963916383636,50.49982033851571,56.014876522978156,65.54830058499755,65.06793053304519,36.763280052377,48.590634464456464,41.04846831988647,56.45670794294597
51.132253654297614,32.756110563285844,48.741725671447945,53.847751857671625,67.43197377898144,62.04008717929413,37.97406560098171,48.59201027374111,45.544772646168745,55.122340301584586
