rewardsSubIter0
"[  1.56754318  -7.32327513  -8.31387075 -11.63344351  -5.79981035
  -7.32327513  -2.14382295  -1.39520747  -6.61579719  -5.79981035]"
"[-1.25203861 -1.25203861 -8.05125161  1.90145445 -7.52585945  1.90145445
 -7.52585945 -8.05125161  1.90145445 -7.33019763]"
"[ -7.43247866   0.94627766   0.94627766  -8.40003772  -7.43247866
   0.94627766  -9.17808293 -11.57606616  -7.70211194  -9.17808293]"
"[-9.95918766 -0.22105746 -9.16085104 -8.34947902 -2.53316164 -6.2904933
 -1.6170084  -2.53316164 -8.16429918 -9.16085104]"
"[-8.64920284 -9.92770035 -9.92770035 -0.28820544 -8.43905728 -8.64920284
 -2.53144412 -2.53144412 -8.43905728 -8.43905728]"
"[ -8.53357409  -9.09862214  -9.3846689   -3.38878917  -7.54454848
 -14.71901661  -9.09862214 -10.71132933 -14.71901661  -3.60033483]"
"[ -5.32383189  -8.55617781  -0.46955074  -7.18881797  -7.18881797
  -1.83049972  -9.80343531  -2.57418941 -11.0960519   -1.83049972]"
"[ -3.2612378   -7.71988917  -0.17524521  -9.66740824  -9.66740824
  -1.85863093  -7.71988917 -15.70597857  -0.17524521  -5.44088654]"
"[ -8.09228671  -8.84569699  -7.94803093 -16.10824382  -7.94803093
 -16.10824382  -8.09228671  -3.80123274  -7.94803093  -9.89430995]"
"[ -3.64290009  -7.83659117  -8.58298272  -7.62267314 -15.42801651
  -5.05052508 -10.39849313  -3.01082    -11.24013157  -5.64396614]"
"[  0.79092795  -8.14047205 -16.62556699  -8.14047205  -6.41653947
  -6.41653947  -9.41132979  -6.60974208  -0.04333858  -3.64809242]"
"[-10.36618423  -7.59594368   1.44261057  -6.08401915  -9.42303554
  -9.42303554  -7.65262158  -7.59594368   1.44261057  -7.65262158]"
"[-10.14273434  -1.33345544  -3.29441826   1.13416551   1.13416551
  -1.18244373  -5.50437664   1.52755234  -5.50437664   1.52755234]"
"[-7.70523763 -5.07547642 -6.47284215 -6.35378513 -6.35378513 -0.21449904
 -3.55754111 -6.37327598 -1.46060379 -6.18516116]"
"[ 2.10489585 -6.2460248  -6.2460248  -6.46724793 -9.69528816  2.10489585
  0.39035613  0.62899548 -5.77678822  0.35849285]"
"[ -5.44504067   0.41934617  -1.30009107 -10.78058775  -1.13862544
  -9.35994498   1.00188261  -6.31060222   0.41934617   0.44544436]"
"[ 0.54832868  1.20954005  1.42792145 -7.98347093 -4.86279806  1.43811793
 -6.13705832 -4.31162079 -6.13705832 -4.31162079]"
"[-1.09180654 -2.64997411 -3.2881752  -1.09180654 -7.47558505  0.36669805
 -6.2330147  -4.02511539 -4.71304846 -9.57140021]"
"[ -7.1260726   -1.06700536   0.42227265  -0.73683302 -11.45053863
   0.42227265 -11.45053863  -1.47993277  -2.78559224 -11.45053863]"
"[  0.55334989  -5.82625338   0.55334989  -5.82625338  -7.13570916
  -1.35188286 -11.02694888  -4.64173052   0.82603691  -7.13570916]"
"[ -1.26261862 -10.28014641  -0.89668896  -2.5368126   -7.3783766
  -0.89668896  -2.07132859  -3.00419359  -5.23437112   2.03750881]"
"[-7.10951488 -0.35348302 -5.49602768 -2.35855437 -9.53321591 -7.20067135
 -1.0747973  -0.86528605 -4.60317612 -5.16580206]"
"[-7.43012369 -4.90409833  1.78165793 -4.69413467 -5.37580193 -7.14882267
 -1.31888167 -0.85470176 -4.69413467 -7.14882267]"
"[ 1.55454943 -1.90877453 -2.46541397 -2.24630876 -7.3656852  -5.60608946
 -1.90877453 -4.76762365 -4.76762365 -2.24630876]"
"[-4.93203508 -2.35103153 -6.51174422 -8.45728723 -2.35103153 -7.24659472
 -2.35103153 -7.24659472 -6.51174422 -8.45728723]"
"[-8.81003309 -9.50906761  0.29056123  0.89671884  0.29056123  0.89671884
  0.08778071 -0.60821403  0.29056123 -1.16017522]"
"[-1.29235715 -4.76223872  2.03048685 -1.69356279 -0.89021883 -0.87192825
 -5.52518932 -4.76223872 -0.89021883 -4.76223872]"
"[-2.4537205  -7.02721619 -2.4537205   0.43790892  0.92803706 -4.46672553
  1.06653828 -7.81864493 -4.02324526 -0.71538398]"
"[-6.85311275 -1.40571493 -0.02137971  0.97592484 -0.91544816 -0.22115251
 -6.12624248 -8.95871599 -4.31991573  0.50114635]"
"[-8.43415094 -2.17231295 -5.84603817 -1.84816351 -6.82134107 -5.84603817
 -4.10083956  0.61783038  0.61783038  1.37468471]"
"[-1.56196623 -3.80616955 -0.47205887 -3.80616955  0.65250518 -0.34973041
  0.24635138 -3.63260264 -3.63260264 -1.93926107]"
"[-2.14055035 -7.98148674  0.16637099  0.16637099  0.22605564  0.10654697
 -2.0553989  -3.59340107 -4.09888136 -3.62152029]"
"[ -0.08378094   2.90346225  -1.51269174  -4.04412953 -12.36261812
 -12.30690222  -6.60530722  -3.14877746 -12.30690222  -1.4787818 ]"
"[ -0.38613015  -3.53929763  -0.10067302  -3.29552037 -13.02143164
  -4.15341837  -1.66660443  -4.21197788  -1.66660443  -1.64190756]"
"[-6.23539852 -1.38188508 -6.23539852 -1.38188508 -4.17434646 -4.9782089
  2.56517008 -1.95103621 -5.19135028 -6.23539852]"
"[-0.67419833  0.08548642 -1.94684479 -4.26545886 -3.69295745 -2.82267535
 -3.72073674 -5.08944787 -0.34613937  1.77933279]"
"[-6.32200767 -6.78651089 -5.15114381 -5.15003394 -3.66448706 -1.07953283
 -4.24720717 -5.15003394 -5.15003394 -3.66448706]"
"[-3.85139027 -6.88553273 -2.27111792 -2.33361589 -3.86771895 -4.21437168
 -5.22494756 -1.47681991  2.1100794  -1.47681991]"
"[ 1.86758114 -2.35010076 -1.4053779  -4.36215736 -5.30138119 -1.90618651
 -3.63020537 -4.48632464 -4.48632464 -3.79470665]"
"[-1.42882673 -5.15361512  1.6341691  -2.40529523 -2.19629284 -1.61476089
 -6.22749394 -1.33536726  2.67721019 -3.78411168]"
"[-1.79608547 -1.59338102 -5.11429364 -2.20915441  2.65454823 -2.66389066
 -3.73849429 -5.03049415 -2.84166291 -4.35167204]"
"[-2.80422397 -4.44836983 -3.39882907 -3.67871416 -2.80145038 -1.43119944
 -1.93897638 -4.82538403 -2.68291889 -4.20013399]"
"[-2.56111021 -4.36118441 -1.61967251 -1.02206335 -2.15366777 -4.31172079
 -3.46098216 -1.8073571  -3.47589702 -1.8073571 ]"
"[-0.3285379  -3.93248363  4.66572552 -0.46056077 -1.63158146 -1.95056741
 -2.60138516 -7.72814607 -2.60138516 -2.07432096]"
"[ -8.13089994  -3.13780807  -3.13780807 -10.5875235   -3.93275355
  -8.13089994  -3.13780807   4.91823385  -0.48830072  -2.21143307]"
"[ 2.17280893 -1.7112237  -4.18793588 -2.87079553 -2.55548032 -1.80433381
 -2.55548032 -3.76479144 -2.55958837 -2.17997095]"
"[-7.97038628 -3.12663546 -2.33479888 -2.45788314 -0.240372   -3.91608513
 -7.97038628 -3.12663546 -1.74318576 -2.33479888]"
"[-0.37363279  1.73327554 -3.96017123  1.55624625  1.61289582 -2.14162293
  1.8147018   1.73327554 -3.56120663 -2.45744624]"
"[-2.39160885 -3.72515897  1.36007044  1.36007044 -0.17673306 -2.39160885
 -3.90210409 -3.43192239  2.36268865 -3.33655916]"
"[ 3.86198209 -0.39414021 -1.60910356  0.17672831 -1.60910356  0.17672831
  0.17672831 -3.65815686 -3.89147888 -2.24833224]"
"[-1.9622629   5.00520146 -2.18047564  0.58493505 -2.15699758 -2.18047564
  0.58493505 -4.02477987 -3.96941079  1.496421  ]"
"[ 2.46414637 -1.994475    0.23121929 -1.39499252 -1.35626008 -1.39499252
 -9.53609659  0.11461142 -3.70792019 -3.49995319]"
"[-0.63357856  1.58234928 -8.37206013 -2.55039437  2.45314132 -1.69312933
 -1.74073032  0.20028637  0.20028637 -1.948956  ]"
"[-3.90859442 -2.14153746  1.10399664  0.43889909 -3.48498971 -1.25156462
 -3.90859442 -0.22147674 -1.62947146 -1.73194557]"
"[ 2.1943037  -1.62038714 -4.01671059 -2.33902009 -2.33902009 -4.01671059
  2.1943037  -1.62038714 -1.62038714 -1.95842112]"
"[-1.14306723 -1.91600327 -3.00277472  2.16177819 -3.00277472  2.16177819
 -1.14306723 -1.91600327 -0.220594   -3.00277472]"
"[-3.70075229 -3.55752667 -1.14469253  2.56783983 -1.7164439  -3.70075229
 -2.86611698  2.0241822  -3.70075229 -2.86611698]"
"[-2.38284229  1.75830727  1.74389517 -0.7560399  -5.77154663 -1.65886142
 -4.52090782 -1.65311977 -1.87701296  2.43829459]"
"[-5.08461296 -4.42290744 -5.71756499 -1.59340073 -5.46989488 -5.71756499
 -1.59340073 -1.6458309   2.25846476 -2.6113487 ]"
"[ 2.58940083  2.89813215 -2.72120994  2.58940083 -0.53910259 -0.9326503
 -3.49364678 -1.62005124 -2.20512313 -1.39603326]"
"[-3.04514375  1.45169804 -2.62927139  2.63304543  1.45169804 -0.17414151
 -3.47905348 -0.17414151 -3.47905348  3.05100188]"
"[-0.39229449 -0.75217373 -5.51615512 -1.28185168 -0.0154097  -3.39127145
  7.33983809 -3.72098796  7.33983809 -3.72098796]"
"[-0.59364422 -1.788436    1.08277291 -4.482305   -1.70640746 -5.23443947
 -2.68390265  2.79771377  1.41127285 -5.45499099]"
"[-3.34943482 -2.72858071  3.85593604 -3.34943482 -2.72858071 -2.72858071
  1.90302878  1.44839556 -5.2575926   0.1545879 ]"
"[-5.71976414 -3.21453147  0.99128725 -4.44981066 -3.4374706  -4.94866974
 -5.16437124 -2.78626843  1.70579889 -3.16707861]"
"[-0.57642765 -1.70693068 -5.19063979  2.7866501   2.42048154 -4.68087629
  8.44810656 -3.65376124 -0.57642765 -0.57642765]"
"[-2.90784733  2.92982787 -1.61063069 -0.09936017  3.87524999 -2.96696496
 -1.61063069  3.87524999 -0.92117449  2.82513908]"
"[ 2.77745429 -0.68731083 -0.76100394 -3.75068131 -2.11816168  3.86340437
 -2.91933083 -3.00177565 -4.3763111  -4.3763111 ]"
"[-1.54803272  3.8498249   3.8498249   3.20551394  0.45077882  2.05179785
 -0.86566919 -2.81437746 -0.09657227  4.41729183]"
"[-2.89857046  0.29158766 -3.90997906 -1.93471356 -0.65539716  2.3602528
 -0.48135652  2.17388741 -1.46415588  3.91332981]"
"[ 2.04344469 -3.10251263 -1.22581043 -1.24926197 -3.35227255 -2.88510774
 -1.06751695  1.16485674 -1.22581043 -1.24926197]"
"[-1.27388073 -1.23028518  0.66965188 -0.24113975  2.08900547 -1.10183358
  1.33506173 -4.73250438 -2.75490075 -2.24633346]"
"[-2.85370166 -1.25901782 -0.54523729 -0.79488419 -1.43288945 -0.04647673
 -4.42064043  0.41546797  4.02187201  0.61413861]"
"[ 6.09240193 -0.7820637  -2.93900157  0.57799762 -1.11521006 -1.25111658
 -4.18571416  2.41028447 -4.4210948   2.00335682]"
"[-4.4788838   6.81373475 -1.06147074  6.81373475 -0.79203861 -3.25848252
  2.16246631  0.6696927  -0.79203861 -6.14098226]"
"[-0.15526014  4.49338301  4.59451166  0.1834424  -0.88740931 -4.42659145
  0.49211596 -4.44530834 -6.24638484 -1.43045658]"
"[-1.91113591 -2.78984346 -2.03604035 -1.45849793 -0.67096531 -3.11845857
 -0.15132344 -0.67096531 -0.67096531  0.61152867]"
"[-0.80598211 -4.15247867  3.75574682  2.08065182 -0.09605626 -0.77248887
 -0.67059212 -2.57495888 -3.31823086 -2.04725543]"
"[-5.96186264  4.11246274 -3.76463761 -3.76463761 -5.96186264 -0.31249658
 -0.72657066 -3.76463761  0.58458339  0.27513827]"
"[-0.28997018 -0.6546571  -3.49281608  0.25233827  1.05541729  2.43646484
 -3.49281608 -2.57963694 -3.49281608 -0.35475367]"
"[ 0.70486474  0.67962855  1.0054322  -4.49364788 -1.74916918  0.36959918
  1.6438978   3.81377789 -3.14719095 -0.06827516]"
"[ 1.06740854  2.65536083 -3.40744737  0.70752949  0.70752949  1.06740854
 -1.76837068 -0.47661193 -2.97269734  1.06740854]"
"[ 2.65492399  4.78270179  0.74114162 -1.485917   -3.26972807  0.58739658
  0.74406113  1.98343162  2.2605796   0.62062723]"
"[ 2.64712193  4.41549969  0.99057119 -1.09675338 -0.16963509 -2.71153447
  0.04866647  3.33366814 -2.84994345  3.76585768]"
"[ 1.13944804 -1.14665223  0.38961939 -2.37304272  4.70605284  2.73233005
  4.83271992  0.75434144 -1.32159065 -3.93093553]"
"[ 0.65106607  0.03116634 -2.80550883 -4.00799625  1.74740641 -1.03891407
  2.41122137  2.41122137  3.78211727 -3.63079991]"
"[ 4.08464974 -4.06748188 -2.76118975 -4.12549409 -0.51897823  2.41796131
  0.07730889 -2.76118975 -4.12549409  2.62207837]"
"[-0.04761159 -2.452729    3.8170851   0.62984241  4.03074993 -4.73897756
 -4.73897756  2.5748619  -1.83635872 -3.73556963]"
"[-4.2611499   3.88825159 -1.86437601 -3.47589742 -1.31440844  2.56648361
 -0.63631193  0.05585126  1.08458266  0.89073169]"
"[-1.61819689  1.83663906 -2.55004098 -0.55731116  4.75607412  1.24784816
  0.71246525 -0.47633378 -1.78486781 -2.91799481]"
"[ 2.63880732  3.4747771  -1.6963989  -2.56869814 -0.22091     1.53092137
  4.00333177  0.6578576  -2.56869814  3.22910603]"
"[ 3.33686048 -1.71627935  0.56503261  0.41794701  0.18094776  1.86086493
 -1.09590734  2.9351223   1.13468921  4.09143883]"
"[-0.59045488 -4.7184331   3.53913477 -1.72625718  0.96278985  1.71541798
  0.43806314  3.87635812  3.53913477  0.33759978]"
"[ 0.66856813 -2.45314326 -0.92265846  4.64600715  0.43052989  1.77191009
  0.35741804 -0.92265846  0.07330284  1.4701367 ]"
"[ 2.36093482 -0.33177074  4.18362086  4.160489    3.52452066  0.03580221
  1.7022461   1.7022461   1.11782416 -0.33177074]"
"[ 1.12404267  1.15540597  1.66829166  0.66630314  0.85896577 -2.7465238
  1.29806506 -1.46400649  1.72904442  2.36650784]"
"[ 3.19073781 -1.67583749 -0.01393174  1.48635589  1.76492966  0.86831271
 -1.67583749 -0.22849523 -0.10081205  1.71981041]"
"[ 3.38653557  3.41085542  0.17500084  0.60649405  1.7920815  -1.24188095
  3.38653557 -1.75908052  1.16781879  2.94318119]"
"[-1.5233826   1.39115448  1.39115448 -1.22431834 -1.68994416  0.40394167
 -2.7070897  -1.49391629 -0.09456033  1.7009828 ]"
"[ 2.01541753  1.13616105 -1.97159871  3.65825885 -1.99994434  1.18038113
 -0.94604134 -0.92064343  1.63773248  0.3412438 ]"
"[  3.64695935e+00  -1.63928064e+00   7.83354035e-01   2.00013796e+00
  -2.41822265e+00  -2.14581146e+00  -2.88656819e-04  -1.63928064e+00
   1.58103464e+00  -6.53160889e+00]"
"[ 1.73183401  0.11015852 -2.23180659 -0.98785995  2.92653537  1.34259612
 -0.83148572  0.78257302  0.41768326  2.92653537]"
"[-0.92113436 -2.25465712  1.24615658 -0.52626762  1.76476961 -1.4513263
 -2.67153251  1.5655114   0.29648444 -0.92113436]"
"[ 1.12924657 -1.42342701 -0.58467793  0.94594232  1.83018744  1.12924657
 -0.09149773 -5.51712831 -2.11846957  2.08757803]"
"[-0.2205658  -1.80491231 -2.7543236   1.43755183  1.05808039  2.08408193
 -4.16850583 -2.48796774 -2.32391786 -2.06855424]"
"[-0.30123016  0.69934908  0.46709501 -5.64370638 -0.78298912  0.69934908
  0.69934908 -0.42462222 -0.42462222  2.16963909]"
"[ 2.08260675  1.192343   -0.42592345 -2.65549573 -0.10893054 -5.51815789
 -2.65549573 -0.38753401  0.59033349  1.4265595 ]"
"[-1.9241452  -1.63201465  2.07177797  2.72905161  0.93661294 -0.39196024
  2.07177797  0.64536206 -5.36384178 -1.63201465]"
"[ 1.84239969  0.98706162 -0.53207125 -0.47803503 -0.72574839  3.01585821
  4.02377891  3.55180895 -0.3133189  -2.86647949]"
"[-0.31083166 -1.14907928  1.05101009  1.12105259 -0.25776167  3.65438094
 -1.01287594  1.96404529 -3.32539529  1.39492356]"
"[ 1.30862018 -0.91769918  3.18168463 -0.91769918 -0.19133816 -0.31990841
  1.18338147 -1.13698013 -0.73282439 -2.68539232]"
"[-2.60102694 -4.67721855  0.80246885 -5.19803828  0.21548234 -2.06775458
  1.43549592 -3.1645559  -0.71072    -2.91834507]"
"[-2.04170973  0.30901041 -0.3471044  -0.92358203  1.14229787  0.53648456
 -1.20230582  1.40508439 -0.39839379  0.88589627]"
"[ 0.68523053  0.0054601   4.4183063  -4.26979578  1.21663601 -0.98915041
  0.90583711 -0.88679784 -5.30074761 -1.25427722]"
"[ 1.0937614   1.25849926 -0.15133618  0.66397821  0.66397821 -1.60658395
 -2.06837398 -0.33420958 -1.8004055  -0.64607624]"
"[-1.97584549  0.25863223 -0.31715102  3.18868075 -0.25274502 -0.44934914
 -1.22974941  3.81051726 -1.89488847 -0.34448936]"
"[ 0.76683396 -2.03387961 -0.59044048  4.17973739  0.76683396 -2.03387961
  1.07345852 -0.71021501 -2.11872115 -0.248382  ]"
"[ 1.5648234  -2.52282507  2.74191684 -4.10505841 -0.48399222 -0.48399222
 -0.2053427   3.97869534 -4.06485515  0.83010282]"
"[-4.62341986 -4.28810915  0.62413203 -4.9642157  -1.64770454  1.67752493
 -2.89132468  0.39112651  2.5525416   0.62413203]"
"[-0.95081132 -1.0812708  -3.61176421 -2.50889026 -2.12923193  2.40785326
  3.06135649 -0.7307997  -5.33747743 -1.33768545]"
"[ 3.3412639  -0.67691037 -0.74135565 -1.35636085 -1.44898907  0.87580841
  1.26664556  0.30173034 -2.92665468  1.62713001]"
"[ 0.76953762  3.30584759 -2.35643548 -0.76129114  0.13886316  3.27586395
  2.14718706  0.48911181 -0.82224565 -3.33979136]"
"[-0.63531298  3.5095281  -2.47821781 -3.4632344  -4.27699974 -4.0746195
  0.95027255  0.6748342  -1.14762745  0.56194721]"
"[-3.61962661 -1.55410594 -4.11843233 -3.97088319  3.33047186 -0.34995452
 -4.11843233 -3.97088319 -3.97057353  1.25718532]"
"[ 1.47939122 -2.23401429 -4.70991624 -2.5458164   3.27707211 -2.5458164
 -0.74567088 -0.59515912  3.93377483 -4.03713952]"
"[-3.8998785  -2.83890104  2.20963943  1.98892687 -2.23237765  0.69896869
 -0.17793168 -0.88486828 -2.40505911 -4.09829879]"
"[-1.54515735 -1.80899144 -3.75492483 -3.88167904  0.74560023 -3.29029131
 -0.05034643  3.6676629  -4.17012461 -1.54515735]"
"[-1.6063703  -3.26240013 -0.13614654 -3.31066248  3.83388068  0.56413421
  0.80673367 -1.6063703  -3.91903289  0.80673367]"
"[ 0.80927254  1.98266332 -0.32674588  2.96094813  2.29834501 -3.45023973
 -1.76453335 -0.79329053  0.17617643 -2.60474166]"
"[ 3.18155742 -2.80150709 -2.97118421 -1.6321626   2.15059078  1.93332816
 -1.6321626  -0.89493584 -2.08990916 -0.89493584]"
"[ 2.0248434  -4.58042161 -1.93655613 -0.15231781 -0.89922675 -0.2346685
  2.6835217   1.05203203 -2.91456208 -1.61774354]"
"[ 1.3364671   1.78497157 -0.63670784  1.3364671   0.85837056  3.5481409
  1.04241017  0.20968752 -0.69445145  1.35877695]"
"[ 3.3564924   2.05842245 -1.61035063 -3.06660261 -0.11837321 -3.78249535
  3.67825354  1.31813669  0.60800692  2.35395664]"
"[-1.7166915  -0.72704533 -1.62191353  0.82345578  0.14615792 -3.74404869
 -4.13814279 -0.38047752  3.35170144 -0.72023051]"
"[ 0.52113418 -3.26439594  0.80750956 -4.59173457 -1.73346205  1.12108295
  4.92176537 -3.97758634  3.34210238  2.09719886]"
"[ 3.53717515 -4.00440579  0.48447124 -0.15615046  0.68870891 -4.783972
 -1.77698854 -0.12243228  1.85708105 -0.62962149]"
"[ 2.86499475  3.67914726 -1.24754347  0.95852528  4.06530832  2.56063029
 -0.61685433  2.56063029  3.56862573  1.01058703]"
"[-0.37810825 -3.6738051  -0.2474744   3.38026245  1.05187351 -1.08857414
 -2.2516077   4.33201556  2.60198948  3.27032113]"
"[ 3.6052549   3.66662959  3.16960002  1.0589561   3.12167264 -2.44039267
 -2.06066742  2.10798017  3.2577141   1.40255601]"
"[ 3.27611949 -2.36207813  3.08617641  1.67382931  5.7045001   3.27611949
 -2.36207813  4.17434953  3.21552131  4.44070398]"
"[ 3.42489034 -2.00209524 -1.45419064  2.04238055  1.96839424 -1.92217755
 -2.14269783  3.29012278  2.33487749 -3.00011975]"
"[-0.11012421 -3.77524447  0.65463861 -1.65272861  3.25257217  1.88576469
 -0.48644019 -0.68289674  2.04212006  2.73692328]"
"[ 1.11139632  2.54956019  6.12436326  3.14634105  0.37565382 -0.98171222
  2.20735858 -3.72722622  2.02039189 -0.18016474]"
"[ 2.28049104  0.20353572  2.15387923  1.14898033  2.47984902  5.80039269
  5.24768258  2.68936685  4.01690937 -2.17039491]"
"[ 4.52948452  1.78155895  3.02008077  2.54989522  6.41490269 -0.78230912
  3.45216572  5.76827474  1.01209186  4.52438618]"
"[ 0.55166396  3.47571895  4.25837062 -3.88258153  4.81284772 -1.64095561
  3.47571895  2.47487381  1.92511384 -0.7369114 ]"
"[ 1.40174878  5.03099261  0.74404759 -0.18247973  0.14618672  3.5868504
  1.87915579 -3.56609569  2.95048625  0.14618672]"
"[ 3.88232937  0.70793844  3.70463012 -3.57767794 -2.12641523  4.16732799
 -2.12641523  4.16732799  2.79242063  5.85045432]"
"[ 4.73941123 -0.97562692  3.38305783  0.93773182 -1.86990026  3.38305783
  1.40906562  1.98765466  1.20235886  4.38584125]"
"[-0.6241309  -2.10250245  2.91674892  3.77496274 -1.43748298  1.60482756
  3.57371659  6.3116315   2.39993937  3.74152479]"
"[-0.59411235  2.63313009  6.55406713  2.9778302  -2.63295699  3.89834385
  0.77052662  2.41718268 -0.93721135  0.77052662]"
"[ 2.77414249  3.0519665   5.94084824  6.67220762  3.21273187  5.94084824
  1.66929935  1.90977508  0.82065886  2.69924898]"
"[-1.78636861  3.06581514 -4.10149579  2.6100341   0.73981039 -1.22305212
 -2.28894985  2.63399174  0.08388995 -1.22305212]"
"[ 1.67391342  0.01382143 -1.08336229  5.05663023 -0.94496448 -0.02488678
 -2.26934745 -2.26934745 -2.13154535  3.33609002]"
"[ 2.73655123  2.71821751 -1.629828    2.30591681  2.98230399  0.75441224
 -2.1149562   3.5405105   1.86894574 -1.57096211]"
"[ 2.02721184 -1.1702319   1.43355742 -1.15587731  1.18251661  2.70249752
 -0.68282187  1.26399371 -0.98698297 -3.29126564]"
"[-3.28290545  2.01271469  7.26081882  0.71312095  0.04613299 -1.31824866
  0.40592001  0.65717099 -1.37274241  6.84876558]"
"[ 6.90598921 -0.89496436 -3.04492457 -0.61166388  0.28418872 -0.35508379
 -1.42676867  2.01654351 -1.42676867  2.41255918]"
"[ 2.53024453  2.93065407 -1.47375721  0.05444104  2.93065407  1.36282531
  5.01091092 -1.48736355  1.23799544  3.83844297]"
"[ 0.462704    0.41903874 -0.18651513  3.77731901  1.70057077  3.23736357
  7.34834839 -1.3626201  -1.91725276  1.70057077]"
"[ 2.13873628  3.37680408 -1.57394973 -1.73622097  0.80067024  4.99043196
  1.29979628 -1.14014509 -1.12000499  2.01104284]"
"[ 1.89961014  7.36685668  3.3102008  -1.45867071  2.94126585  0.87457799
  3.53017142  5.99906382  2.02135505  3.18718   ]"
"[ 3.75110747 -2.73285432  6.75135794  2.11102831  1.2643255   3.5707975
  5.50535743  4.92662957  1.50575916  0.91960261]"
"[-3.06596124 -0.69252741  1.14708788  1.24909132  6.01170145  1.2363762
  5.34083177  4.70673832  0.68362118  7.42935286]"
"[-1.88255451  1.4684429   4.11585093  3.17970997 -1.04865647  5.8092618
  3.46637683  3.91938384 -1.88255451  1.4684429 ]"
"[ 3.78644506  1.35583271  0.9118328   2.93490256  0.57437715  0.96778125
 -0.96541504 -4.2254641   0.96778125  1.81042263]"
"[-1.81214746  4.49542085 -1.06608247 -1.94396573  2.2232645  -0.17084881
  1.54593098 -5.78403679 -0.98532036  2.2232645 ]"
