,diffLr0,diffLr1,diffLr2,diffLr3,diffLr4,diffLr5,diffLr6,diffLr7,diffLr8,diffLr9
0,9.137667381052308e-05,4.825148245857707e-05,0.00012095153754763455,0.0001851428018788932,0.00019294535848380848,8.646412747408082e-05,0.00022575131563636018,2.143127275596993e-05,0.000159916765916146,0.00041533736016880624
1,5.653968367191638e-05,2.7804504077021098e-05,5.502784667341755e-05,0.0001725886280044137,0.0003337160596979533,0.00011507513431038285,0.0001216915123467963,0.00023735480391025044,0.00025901263267126497,0.0003511665361175996
2,8.941584060120588e-05,0.00011249259195268471,0.00013593647417056414,0.00020398895255367336,0.00011627047696259347,0.00016060593263862903,0.00011286324626039231,0.0003011393701178136,0.00020887431597814806,0.00030133431557684336
3,0.0001107729435442023,9.845747429239893e-05,6.692999543135938e-05,0.0003956505042900639,0.0001701496934462689,0.0001095956958404806,0.00029182127276489915,8.13115614329174e-05,0.0002863984505967077,0.00040085159506070007
4,0.00011831011729262705,0.00011660720569896951,1.4695607323843445e-05,0.0001940306261790939,0.00020514296373458146,0.00021536734853637394,0.00012951858058740675,0.00023433303785924653,0.00021913422690614682,0.00021847881667237364
5,0.00015002184080260424,5.062657011056615e-05,0.00011211355250076666,0.00017131361054872814,0.0002357080031994005,0.00013816369201285762,0.00017396983792125801,0.00022573123053870397,0.00024309180412940902,0.00022711314940968995
6,0.000131485765137775,0.00010072364491572544,7.328299911133946e-05,0.0001747938143714704,0.0001846911271890687,0.00011581128033277146,0.0001745878252184454,0.00010796976651899545,0.00023832058015212744,0.00021755690617285896
7,0.00011015984614910933,0.0001062602748656073,8.786636614155038e-05,0.00039012618299759036,0.0005246509419437016,7.065258170796919e-05,0.0001776309691030595,0.0003025245623293174,0.0001680357313101468,0.00022786260221275797
8,0.00010966005732663769,0.00012594093661529552,4.8822468460453034e-05,0.0003402579092663495,0.00034923545928937757,9.164149306961205e-05,0.00036655881618237484,9.091629601347996e-05,0.0002253820744514548,0.00016519218839451986
9,0.00012201841889123346,0.00011630619143131868,3.677407836360044e-05,0.00024871173768011175,0.00025033645674519444,5.0649136952282274e-05,0.00018718629505043837,0.00011139524784509066,0.000393563919831116,0.00015323679578484834
10,9.696973343054058e-05,7.73844464949534e-05,7.234621934826995e-05,0.00026676909239873903,0.00023984608582094117,0.00012257218507798906,0.00017067127589471629,0.00017404231307292052,0.00029239585254254327,9.081622116164089e-05
11,0.00011604556741356121,9.158733334069889e-05,6.370600794669261e-05,7.998180396156829e-05,0.0002132438774992734,8.479570786730435e-05,0.00017632896694347194,0.0001536913775230126,0.0004052783011071235,0.00013214373882742473
12,0.00018730672086608532,8.665987850472692e-05,8.731752302343094e-05,0.00047553203825741305,0.0004342249384325807,0.00011541687496288393,7.868340599597167e-05,6.26348135070432e-05,0.0003300480075599135,0.0005607641118991225
13,0.0001435893623219521,0.00011586733466345105,1.822702294345211e-05,0.00023512489523417663,0.000166168068262016,0.0001023634705264534,0.00022086486935231323,0.00010926525859533409,0.0003971096938960722,0.0002600872576935722
14,8.427377301864475e-05,7.593078840842436e-05,2.1392506893236764e-05,0.00019595869738903957,0.0007658708027224006,7.75918720489489e-05,6.70314972789422e-05,0.00010398424018993601,0.00022010280645914335,0.00034320834099724716
15,0.00010696010275839201,0.00011494982960139722,2.269417176809306e-05,0.00025830059595524863,0.0003643394908066934,0.00010158005548290409,0.00014098544622029468,0.00013894574827537652,0.0002780668461223719,0.00041773376485408663
16,0.00011166560954200863,0.00011676751983047683,4.850825447417679e-05,0.00014783818246924145,0.00024404883465333404,8.056864808011e-05,8.383712342956278e-05,0.00014534010455055852,0.0002608147166812529,0.00022194606339912215
17,0.000103656964146668,0.00011493353414823403,7.446294967160074e-05,0.00022296578167879883,0.0004246040240446685,0.00011589747678662516,5.553478735653147e-05,5.947890117791341e-05,0.00041468193649172637,0.0001463751412152073
