rewardsSubIter0,rewardsSubIter1,rewardsSubIter2
"[ 211.10551943  198.21906393  184.91240288  225.10738883  198.21906393
  184.91240288  225.10738883  160.12173408  184.91240288  225.10738883
  160.12173408  148.56879719]","[  99.38824588  107.3440132   129.94329793  127.7233825   162.00325033
  134.5135477   137.54505285   99.38824588  144.44541055  136.11084261
  116.42898719  162.00325033]","[ 276.22558655  213.04402466  198.35912616  259.38425136  259.38425136
  268.4493427   186.09737599  261.07105121  261.07105121  254.88493508
  204.83324252  229.15554109]"
"[ 160.02289761  225.42319938  232.81272875  204.02817331  183.51963798
  160.02289761  225.42319938  232.81272875  189.17155025  183.51963798
  160.02289761  225.42319938]","[ 109.95571327  145.81909217  112.1205008   131.8520483   100.42134142
  127.25682192  110.30166473  109.95571327  122.82304151  123.02093316
  107.14323418  100.42134142]","[ 254.87591692  248.02662813  271.35046225  276.87793383  251.54833293
  185.7210065   247.45298368  238.7623479   238.7623479   268.73947641
  219.0030694   254.87591692]"
"[ 217.94266267  162.55256799  259.46170762  221.08592394  259.46170762
  221.08592394  195.60785458  258.08779131  162.55256799  259.46170762
  221.08592394  195.60785458]","[ 139.4548145   121.78495169  118.68657061   99.4949174   125.50088078
  133.18102865  119.09654067  139.4548145    99.4949174   109.26725248
  131.21208372   95.3154158 ]","[ 209.41106698  179.30504761  209.11308533  242.56167481  239.46806778
  252.53268306  266.61892915  291.74831641  291.74831641  247.38805136
  245.12133557  209.41106698]"
"[ 244.63629385  258.19859696  259.79050325  228.1717636   258.19859696
  259.79050325  228.1717636   277.70239493  235.56281452  244.63629385
  258.19859696  259.79050325]","[ 122.87459281  116.00639239   26.73488424  127.51955728  127.51955728
  139.51780101   92.19377551  136.81551247  136.81551247  143.25803136
  125.93773675  109.45689645]","[ 187.82040925  232.24680021  248.55733894  259.45945726  259.45945726
  210.86023573  235.25098207  249.32539128  244.43507504  253.47673032
  217.20875794  187.82040925]"
"[ 257.02937652  217.04836925  223.06404212  268.19300881  217.04836925
  223.06404212  268.19300881  228.77292285  210.81854806  257.02937652
  217.04836925  223.06404212]","[ 129.62250544   88.11603339  142.25713138  109.35166797  109.35166797
   88.45117066  123.12242595  103.09748943  135.07766769   93.7313748
  129.55758156  129.62250544]","[ 203.82080302  181.36671981  247.83507124  178.34299625  194.43200172
  213.78629895  253.09871584  184.58843874  178.34299625  179.37675432
  218.31556767  194.43200172]"
"[ 247.37544661  222.39068527  250.93531297  258.36140032  250.93531297
  258.36140032  248.54661191  220.6499367   222.39068527  250.93531297
  258.36140032  248.54661191]","[ 104.14271525  120.59244944   78.78123724  131.3859087   100.56602142
  142.06217683  134.24719619  104.14271525  131.3859087   113.29359698
  141.718309    122.31325674]","[ 264.36225448  262.08675285  230.52377699  220.1698307   222.20848835
  211.62586457  209.56108952  202.71722199  202.71722199  250.05749309
  237.10613082  264.36225448]"
"[ 235.50053006  201.72580316  213.4324391   256.30660701  213.4324391
  256.30660701  267.15276688  199.93054174  201.72580316  213.4324391
  256.30660701  267.15276688]","[ 103.00503899  141.55217744  123.49225548   80.31118303   80.31118303
  115.67274041  125.28906032  118.58044774  112.80094677   97.92387807
  126.05035395  103.00503899]","[ 210.4979303   230.3675444   199.3461751   184.84168323  237.02599295
  235.03681394  242.90936551  210.4979303   243.18915126  197.14635222
  244.81047577  237.02599295]"
"[ 255.32186359  258.08398352  260.02861596  280.71119144  260.02861596
  280.71119144  274.5561541   248.02141016  258.08398352  260.02861596
  280.71119144  274.5561541 ]","[ 123.08239866  126.95991987  130.81151916  110.94147403  143.46701646
  137.10604217  119.77978933  125.4900055   125.4900055   112.895195
   79.47298548  123.08239866]","[ 220.71875558  157.96237098  180.7383337   233.13779509  254.14700179
  213.31066646  200.02664534  220.71875558  233.13779509  248.55427977
  211.82923139  262.85486052]"
"[ 260.31138509  205.69548289  264.72465051  246.84364574  266.5185536
  286.96190887  260.31138509  205.69548289  286.96190887  260.31138509
  205.69548289  264.72465051]","[ 108.00107876   86.70291433  118.39183654  105.28856706  105.28856706
  141.33758077   78.89602278   48.91606646   48.91606646  136.8170601
  115.10478925   55.68764383]","[ 252.16338758  227.89190654  270.6977033   260.95322732  260.95322732
  219.21738058  283.72902026  221.71101383  176.27858481  230.40875302
  191.99135278  252.16338758]"
"[ 253.62601877  263.64123631  213.11381918  264.48597191  299.65227336
  253.62601877  263.64123631  213.11381918  263.64123631  213.11381918
  264.48597191  228.88821504]","[ 136.32569801  107.86989073   58.54477153   88.98711271   88.98711271
  113.14543117   78.04243667   97.95131962  111.93027221  115.63547196
   47.63699393  136.32569801]","[ 239.97490469  291.67317843  267.50946798  227.60958238  236.00990024
  287.36227219  238.54454356  239.97490469  231.99697734  286.98060179
  254.85912518  236.00990024]"
"[ 237.66522723  310.8360888   201.65292768  211.70527677  200.49269724
  237.66522723  310.8360888   201.65292768  310.8360888   201.65292768
  211.70527677  230.75746176]","[ 130.72100603   89.15793952  121.08004769  105.48999814  116.29735951
   94.37713324  102.89101851   93.87944721  105.48999814   62.52300576
   49.18167069  116.29735951]","[ 291.83299301  260.36328115  240.00578555  258.92860346  262.83442108
  226.9319549   261.45248739  291.83299301  258.92860346  233.44776869
  217.51404082  239.77624649]"
"[ 245.7856256   261.35264356  241.99702456  237.02993642  260.84050008
  245.7856256   261.35264356  241.99702456  236.95585082  260.84050008
  245.7856256   261.35264356]","[  84.8819181    90.88988614   58.0740044   105.04410961   48.94033135
   33.4706682   121.78929122   84.8819181   105.04410961   92.92251601
  106.05402413  112.24710028]","[ 231.7803771   233.65091818  256.39897073  225.49838957  225.49838957
  252.06613635  208.39556698  238.48263555  268.31515532  249.02456765
  270.09545409  231.7803771 ]"
"[ 244.1083739   225.28024454  272.74905659  273.10306875  249.30779289
  244.1083739   225.28024454  272.74905659  233.46759033  249.30779289
  244.1083739   225.28024454]","[  70.91300797   99.3250589    88.79263269   65.44241645   65.44241645
   99.83099546   75.17762214  119.79965015   78.2297442    84.81466662
  138.10528587   70.91300797]","[ 272.59105599  233.27531062  241.86516441  217.70834398  217.70834398
  224.89675171  243.5329149   241.76952399  259.20573949  222.04344369
  253.25028564  272.59105599]"
"[ 278.141762    227.70160696  272.52170216  279.92791711  276.49949624
  282.77600345  278.141762    227.70160696  282.77600345  278.141762
  227.70160696  272.52170216]","[  74.93980501   53.02145246  100.83003957  129.77356045   90.51181802
   91.39661309   58.16531611   74.93980501  129.77356045  103.8927778
   84.82794913  109.46788601]","[ 250.71108789  248.3746258   221.66956002  233.51787634  233.51787634
  231.47226323  252.45728031  177.94935479  177.94935479  226.04763363
  270.41136712  239.78852505]"
"[ 255.76088562  271.02558398  272.44345847  305.13696926  294.36879876
  255.76088562  271.02558398  272.44345847  270.76977808  294.36879876
  255.76088562  271.02558398]","[  15.43520212  105.0441703   125.33113611   99.47096344   88.12423412
   46.1473829   132.19614259   49.84713644   99.47096344  101.49666693
   96.38015663   88.12423412]","[ 249.37779266  245.02676659  214.26830758  239.45545561  239.45545561
  256.53395927  236.0579285   254.74568663  254.74568663  269.76129191
  203.99384047  264.72742807]"
"[ 248.62460847  282.00982338  297.28775741  232.33882485  282.00982338
  297.28775741  232.33882485  278.9626472   297.28775741  232.33882485
  278.9626472   272.1722308 ]","[ 109.17359412   84.81453038   74.66442239  116.63048778  116.63048778
   94.14991896   45.17578033  126.63108383  126.63108383   87.54734472
   87.783633    129.15727022]","[ 270.70471782  214.79961817  242.8235523   245.78173526  245.91758592
  280.81388963  255.0270258   270.70471782  245.78173526  286.19099818
  251.56193541  271.55439738]"
"[ 281.55502994  275.8806116   260.97101539  259.81194173  320.9461245
  286.98080232  281.55502994  275.8806116   286.98080232  281.55502994
  275.8806116   260.97101539]","[ 131.3055159   115.71276813  111.31966347  111.96494559  111.96494559
  134.32861312  121.76644893  129.63030846  129.63030846   84.58711009
  136.36000796  111.95487609]","[ 247.46333522  262.71940736  276.94498298  248.71862742  251.17394366
  258.37803906  252.48551376  257.76060462  257.76060462  255.61010627
  262.25223368  247.46333522]"
"[ 250.93344528  222.1711286   144.27135867  260.06828627  222.1711286
  144.27135867  260.06828627  215.23168232  144.27135867  260.06828627
  215.23168232  276.61167183]","[ 114.27622804  113.46637337   95.72191557  107.76653253  107.76653253
  125.08330442  101.6043851   103.08584165   94.11137375  112.59814974
  132.99651891  114.27622804]","[ 244.91218936  254.71065443  267.88441354  270.21553935  222.91252705
  244.19092944  244.58826907  269.82337445  269.82337445  286.26249931
  284.31844729  244.91218936]"
"[ 221.33677533  264.00867967  219.95888859  289.18122971  219.95888859
  289.18122971  243.14375473  281.84366528  264.00867967  219.95888859
  289.18122971  243.14375473]","[ 101.16537357   97.38551546   97.70517103  130.96246447  122.89676477
  139.25928228  129.33102607   82.68478845   82.68478845  113.2216058
  100.42500032  101.16537357]","[ 259.62788762  244.93937005  247.7473621   250.75802783  271.17204538
  262.41796574  239.7603105   259.62788762  250.75802783  291.57678053
  252.75595349  210.21751214]"
"[ 243.50934421  255.05778263  292.15841151  268.86170927  232.63369873
  292.50742947  243.50934421  255.05778263  292.50742947  243.50934421
  255.05778263  292.15841151]","[  89.99565058  146.8905671   104.23468186  112.96305445  113.62464808
  135.75473362   58.94277413   89.99565058  117.0585617   108.60224448
   85.43680469  113.62464808]","[ 269.75525098  256.79803907  283.69758441  264.05026405  273.63865125
  263.08233055  212.21016386  269.75525098  239.13919246  256.6063679
  242.51264088  273.63865125]"
"[ 284.39471909  212.26306995  258.25293528  283.06072966  208.7464404
  284.39471909  212.26306995  258.25293528  303.24232932  208.7464404
  284.39471909  212.26306995]","[  93.73105306  109.43022144  107.88211864  140.43254299  140.43254299
  115.84297823  138.67872478  111.644722    129.34595455  135.55509196
  135.4369778    93.73105306]","[ 275.02305886  259.47300637  245.11487824  249.12394965  244.55124627
  213.51936151  265.51972321  223.30125132  223.30125132  290.99465663
  279.67709067  275.02305886]"
"[ 185.76214714  248.64858621  243.77232631  250.17240348  228.22232372
  203.73418319  185.76214714  248.64858621  203.73418319  185.76214714
  248.64858621  243.77232631]","[ 157.00614041  123.30640364   97.86650864  107.63476067  128.94359923
  112.10139651  136.78779142  129.230915    129.230915    125.76950093
  110.27589207  157.00614041]","[ 277.77738696  291.00741413  240.99169862  269.85692784  269.44386981
  265.9679469   261.83909257  277.77738696  301.1640652   245.61783137
  289.15202832  269.44386981]"
"[ 286.51848991  209.5086707   249.56833323  257.21975645  290.94508937
  286.51848991  209.5086707   249.56833323  209.5086707   249.56833323
  257.21975645  267.23888522]","[ 132.02842746   99.35047822  104.35051218  128.92953899  135.10128862
   70.55631354  149.42342118  132.02842746  128.92953899  137.89679558
  144.10689188   94.64042686]","[ 261.27425829  294.09339428  263.98072699  270.85831825  250.23707966
  243.31215443  296.37071488  261.27425829  273.2992749   267.11275028
  275.96598131  250.23707966]"
"[ 292.42426726  226.94023002  228.86718889  257.25947731  226.94023002
  228.86718889  257.25947731  230.10998053  260.72104083  292.42426726
  226.94023002  228.86718889]","[ 136.40206878  132.81624489  103.48668268  104.19646773  104.19646773
  100.78433667  120.40266272  132.83627831   97.8896737   118.0363322
  129.59223409  136.40206878]","[ 268.51221244  293.06774002  272.12600907  244.906173    261.0034864
  293.16095997  267.57698818  268.51221244  244.906173    290.77157209
  267.32943134  262.48037732]"
"[ 246.05682921  262.43073503  285.38569043  210.34717311  240.8735068
  246.05682921  262.43073503  285.38569043  262.43073503  285.38569043
  210.34717311  240.83735121]","[ 137.91011877   87.41646882  108.31165221  111.42168339  111.42168339
  116.73172135  111.47928979  157.30362184  157.30362184  100.5349885
  113.615275    147.84545466]","[ 265.46242528  299.66690102  214.33272146  237.05379909  253.49471247
  282.90791017  222.21512656  265.46242528  237.05379909  279.07032719
  258.9588162   262.41710916]"
"[ 236.44517898  236.42062559  226.66877597  273.24079342  226.66877597
  273.24079342  276.88389453  228.83600639  236.42062559  226.66877597
  273.24079342  276.88389453]","[ 111.24899655   99.88658034   63.83109554  131.46058056  107.8091401
  139.36069423  143.14378851  111.24899655  150.32592886  134.9003097
  137.60587823  107.8091401 ]","[ 250.62152572  272.17915515  274.95956424  250.24030256  261.66765943
  268.37252143  277.48134611  250.62152572  250.24030256  272.85520279
  244.61209786  287.42993171]"
"[ 242.19224064  167.17240004  213.60076134  221.47904376  167.17240004
  213.60076134  221.47904376  284.05624732  213.60076134  221.47904376
  284.05624732  227.13727756]","[ 149.54597112  139.06079463  126.55509214   92.03105234   92.03105234
   50.09478327  135.54410448   98.91921839   98.91921839  150.77895691
  138.2234493   120.75754401]","[ 265.83683444  267.11473373  287.74947677  292.80605095  292.80605095
  250.3293939   291.7623929   268.85619254  268.85619254  256.50873936
  271.05051842  249.50277547]"
"[ 262.61075688  281.95540168  223.21602987  271.27341958  226.10852273
  262.61075688  281.95540168  223.21602987  303.85482117  226.10852273
  262.61075688  281.95540168]","[  24.94454501  135.71246139   99.35903294  141.36974294  105.64576287
  149.76080817   92.45099367  134.64519033  141.36974294  150.30788635
  116.19804292  105.64576287]","[ 257.71185575  258.04980294  286.13749009  261.2374556   261.45562963
  293.89880975  254.47178833  257.71185575  261.2374556   281.35236485
  295.86433739  244.30252004]"
"[ 253.50854977  218.64214961  270.75969399  253.20533979  250.7607336
  253.50854977  218.64214961  270.75969399  218.64214961  270.75969399
  253.20533979  263.07631723]","[ 148.36256259  129.09879985  155.36382646  111.94353831  135.81095939
  135.29611419  100.28660544  148.36256259  111.94353831  116.9880992
  131.52642261  121.45433524]","[ 275.09268644  281.74797428  270.61232437  263.73098848  255.84070246
  273.0598905   259.59492558  275.09268644  263.73098848  277.81544154
  236.93366834  242.70989648]"
"[ 259.99754791  255.33511561  260.14267292  212.09193983  237.35601798
  259.99754791  255.33511561  260.14267292  255.33511561  260.14267292
  212.09193983  242.27110999]","[ 119.42915137  142.56774972  132.45406968  117.58995659  113.85104969
  126.20280115  137.00722025  119.42915137  146.86339628  138.84640921
  121.50234513  113.85104969]","[ 284.65804355  243.95578902  255.22844265  231.14326183  231.14326183
  230.91488908  266.12990297  281.19264786  261.80453781  245.01724172
  261.21283742  284.65804355]"
"[ 297.81601337  277.34424027  277.8177815   265.1722867   195.75848493
  212.45530074  297.81601337  277.34424027  212.45530074  297.81601337
  277.34424027  277.8177815 ]","[ 122.90016523  133.44747814  101.8070663   127.0048843   135.45275329
  144.94709056  124.36171957  143.00430455  143.00430455  111.01656254
  136.27774876  122.90016523]","[ 285.44203621  254.03492658  233.66675971  239.5267051   248.55908561
  242.95779933  244.41307171  271.29191429  239.5267051   262.36939117
  270.83020671  248.55908561]"
"[ 276.17644755  216.80027825  217.33652137  126.79749485  216.80027825
  217.33652137  126.79749485  310.36395009  217.33652137  126.79749485
  310.36395009  213.81688139]","[ 120.7397624   123.08045224   97.77527789  113.95330491  129.13589031
  103.78087939  129.74567509  120.7397624   106.64893231  140.28815608
  126.87863795  129.13589031]","[ 263.24878427  261.65448848  273.64551744  264.75953142  256.47496278
  287.90420809  237.05163839  263.24878427  241.75480602  268.85770464
  257.02465457  256.47496278]"
"[ 241.1865816   266.08991083  276.15332417  227.78165401  266.08991083
  276.15332417  227.78165401  254.21678834  276.15332417  227.78165401
  254.21678834  210.49703621]","[ 124.96659803  100.3285533   109.65612202  144.89318783  105.06169592
  128.37581706  119.56984063  122.27315623  122.27315623  101.67203931
  116.37510763  124.96659803]","[ 270.76063394  266.26411701  263.55742648  277.23277056  255.02651728
  262.96737372  265.06684135  270.76063394  277.23277056  206.7955195
  257.44645951  270.90388291]"
"[ 248.40952124  262.47337006  273.0117217   255.81164126  255.51196545
  248.40952124  262.47337006  273.0117217   262.47337006  273.0117217
  255.81164126  188.21986355]","[ 103.5533868   108.41275843  112.36539699  132.95253644  132.95253644
  116.44737328  133.61022967  118.93175503  113.90433472  114.95682681
  120.39332341  103.5533868 ]","[ 255.4456484   283.86400025  243.4528466   247.34162497  292.11691244
  269.37456128  266.34588836  255.4456484   247.34162497  212.98634717
  294.35365742  292.96223664]"
"[ 246.16489032  227.44554074  206.43126777  264.41835924  245.16917609
  217.73854537  246.16489032  227.44554074  217.73854537  246.16489032
  227.44554074  206.43126777]","[ 102.07564479  129.28359791  135.39127333  138.19966872  110.98472881
  126.48538574  135.5114104   102.07564479  120.64085157  101.40279584
  116.84460132  110.98472881]","[ 261.74151669  249.19704447  227.48039567  252.89962835  252.89962835
  276.73765881  286.19069162  254.54040142  254.54040142  267.0241503
  310.97153094  245.31664044]"
"[ 265.1263992   279.86934119  269.86903578  244.82865087  192.86882335
  280.65231071  265.1263992   279.86934119  280.65231071  265.1263992
  279.86934119  269.86903578]","[ 121.86478551  115.86009148  100.01227829  130.10826674  130.10826674
  118.86773736  135.80212634  102.27647422  138.19226101  103.22252671
  114.59426187  121.86478551]","[ 224.97696661  247.28395066  275.63822607  226.36289432  225.28586462
  284.15423602  280.96284401  224.97696661  287.91000257  300.60677389
  234.5506747   225.28586462]"
"[ 239.54713586  224.72652426  266.22518842  186.86748653  224.72652426
  266.22518842  186.86748653  186.33867613  252.0237239   239.54713586
  224.72652426  266.22518842]","[ 117.79251324  106.5977298   120.06463617  115.17525877  119.17632085
  109.4977533   136.48186148  122.16749619  122.16749619  132.41740672
  123.87919564  117.79251324]","[ 267.25429498  241.45594712  268.42587212  287.0388236   252.99777842
  265.11786447  241.51364865  267.25429498  280.3956175   261.53698185
  226.27104067  252.99777842]"
"[ 228.29961027  256.17959183  257.50928485  266.20583651  256.06018006
  228.29961027  256.17959183  257.50928485  256.17959183  257.50928485
  266.20583651  237.52166046]","[ 130.65840678   92.19060918  121.22463292  120.30060458  147.14119514
  127.84722806  109.51909431  125.22887562  120.30060458   81.71055434
  109.73034387  147.14119514]","[ 245.93696288  279.84695996  283.5069441   283.46888671  283.46888671
  271.37541258  237.17532472  258.73968018  257.03740257  278.94719175
  264.93041739  245.93696288]"
"[ 230.38017221  275.69988045  293.47336987  253.23148784  293.47336987
  253.23148784  258.27777146  229.27427062  275.69988045  293.47336987
  253.23148784  258.27777146]","[ 133.51547131  133.48716628  103.1251966   128.16799239  126.50706805
  110.5305824   112.73105149  133.51547131   93.05160377  108.97182358
  145.80508503  126.50706805]","[ 278.51935976  280.41524621  290.86792253  251.83765411  251.83765411
  257.10912665  270.12735833  264.05179349  264.05179349  296.52663823
  272.08050365  263.60557413]"
"[ 248.58412849  252.38962843  251.64580615  245.43860947  258.61644364
  248.58412849  252.38962843  251.64580615  252.38962843  251.64580615
  245.43860947  268.98238947]","[ 107.49589033  130.85284181  105.87844013  139.50810434  119.60913541
  113.51560691  127.48086508  127.61469235  127.61469235  107.52083197
  130.94875564  107.49589033]","[ 255.41474643  257.50756572  251.16647447  271.59376475  264.91033085
  244.64883915  244.26404628  255.41474643  284.85513046  270.65403607
  241.26199453  264.91033085]"
"[ 249.01782298  286.25974191  260.86478161  216.53167637  286.25974191
  260.86478161  216.53167637  277.33156987  260.86478161  216.53167637
  277.33156987  270.40827605]","[ 107.02784111  121.2847837   126.67465414  126.29151614  113.47023488
   96.84417764  123.73365408  110.52347774  126.29151614  116.86821225
  132.89653268  113.47023488]","[ 249.66988421  243.92782009  270.4500009   286.91128015  286.91128015
  278.55966762  272.96533062  245.80108104  224.62806932  255.06154047
  257.02575913  249.66988421]"
"[ 246.56493512  277.7536772   239.62549568  206.46067133  254.62290462
  280.51589337  246.56493512  277.7536772   280.51589337  246.56493512
  277.7536772   239.62549568]","[ 116.04857237  130.84862738  114.71530531  115.8117122    89.84401363
  105.8432919   107.15595522  100.13393872  115.8117122   105.50223034
  112.03064169   89.84401363]","[ 225.37812834  269.28296483  287.29398763  263.12204785  263.12204785
  277.68210351  263.72330279  261.15428181  261.15428181  243.22037412
  274.8406511   238.23667749]"
"[ 253.77843539  263.7836347   280.07032997  237.50327431  263.7836347
  280.07032997  237.50327431  257.6324363   239.45292094  253.77843539
  263.7836347   280.07032997]","[ 123.46844813   96.09550107  102.29891753  105.05277044  103.65770513
  112.22432252   81.0177335   114.18329353  114.18329353  109.62517864
   98.82590803  123.46844813]","[ 272.04317968  265.67273141  284.61115998  225.21736244  241.77788183
  274.92757866  269.9548188   272.04317968  266.8254588   252.81635865
  254.55177778  241.77788183]"
"[ 275.77518548  237.93074164  268.50158621  272.06782524  268.50158621
  272.06782524  256.64232005  228.51753094  237.93074164  268.50158621
  272.06782524  256.64232005]","[  70.85509064  100.54375553  113.30028711   93.84297248  114.99967023
   91.45078207  120.72278397   98.28565226   98.28565226  106.00814559
  100.91015102   70.85509064]","[ 254.70795713  278.34426492  262.30497397  256.17256865  272.79820099
  254.82664936  218.43501648  254.70795713  256.17256865  254.70277481
  275.80052787  250.52346645]"
"[ 271.31793605  278.42086377  279.77813689  247.55396891  224.57193079
  178.8873207   271.31793605  278.42086377  178.8873207   271.31793605
  278.42086377  279.77813689]","[ 106.37777647   87.2562083    96.39133566  101.5755552   101.5755552
   99.11051977   91.52381308   94.58347608   94.58347608   95.63678418
   90.15191974  116.82900849]","[ 237.42166003  237.07741172  240.58993315  220.99140092  220.99140092
  283.78276932  249.23428961  280.4308277   280.4308277   247.90754912
  262.48575318  283.10452423]"
"[ 184.7349901   225.02690786  205.06110316  252.71449667  254.86094854
  275.78752166  184.7349901   225.02690786  275.78752166  184.7349901
  225.02690786  205.06110316]","[ 101.63214511   87.44266586  120.16395757  115.58456707   90.07455509
   96.97374537  118.36119429  101.63214511   92.43739655   87.66630892
  111.90725844   90.07455509]","[ 271.99127087  255.39186553  251.25215471  251.17196331  251.17196331
  261.49002544  241.67572434  205.07066362  205.07066362  272.25582854
  235.86777879  267.76758439]"
"[ 212.94835537  276.28503367  241.23608993  279.25083408  241.23608993
  279.25083408  268.71722792  271.95418029  276.28503367  241.23608993
  279.25083408  268.71722792]","[  85.92853404   82.71899448   94.89124028  112.81950954  106.15114585
  117.00377745  104.20591998   85.67318457   85.67318457  121.04504394
  103.24966033   85.92853404]","[ 216.17523634  244.09478069  257.3542182   280.37155194  281.15143108
  276.31753241  277.35947807  216.17523634  265.91565968  270.98824747
  253.94343651  281.15143108]"
"[ 257.55797121  197.95771914  270.61511444  272.12657853  197.95771914
  270.61511444  272.12657853  207.55686856  284.70761531  257.55797121
  197.95771914  270.61511444]","[  83.58664084   89.96704178   95.43006606   74.34595286   80.97794407
  109.19096191  104.16372045   83.58664084  118.80609406   82.0130447
   74.56782015   80.97794407]","[ 273.43031721  239.17162766  251.57522188  249.35389419  254.07095174
  267.58031057  222.13953121  273.43031721  249.35389419  274.44637034
  268.77473113  273.47291001]"
"[ 274.18755023  200.97934529  280.9946634   200.17201158  262.85770266
  274.18755023  200.97934529  280.9946634   233.57936203  262.85770266
  274.18755023  200.97934529]","[ 103.47671506  104.42793049   80.03918315  105.00933342   80.69616466
   98.68662187   85.68327274  103.47671506  104.3201815   101.15394393
   71.26077127   80.69616466]","[ 266.55986299  254.93121765  253.18541064  237.79858183  271.75708811
  265.14478687  265.70931132  260.86506146  237.79858183  264.72463458
  249.81095216  271.75708811]"
"[ 270.63101779  191.97397465  240.04131981  262.89704217  240.04131981
  262.89704217  284.5398703   242.64921043  191.97397465  240.04131981
  262.89704217  284.5398703 ]","[  92.87677633   89.39981275   95.65742046   87.24380468  102.33995448
   78.29642806   67.64148333   81.13595153   81.13595153   78.24623839
  102.47620148   92.87677633]","[ 260.47902946  236.60477759  273.57069691  262.4116184   262.4116184
  282.57494492  282.22403183  268.60927951  268.60927951  193.47773903
  236.13169235  250.67303894]"
"[ 270.30780487  236.11586422  235.18566019  287.91533236  236.11586422
  235.18566019  287.91533236  297.21635334  288.26011236  270.30780487
  236.11586422  235.18566019]","[  85.47863044   87.51239415   71.19671403   87.94573308   85.7925912
   84.12929658  114.54824558  110.4288237    87.94573308   90.39930731
  100.9797569    85.7925912 ]","[ 242.34943696  247.5201078   242.90403428  255.81445256  253.90072757
  267.51130633  254.10807533  233.0680539   233.0680539   257.66250744
  222.00814761  242.34943696]"
"[ 224.14018346  276.36882613  190.28472411  274.65495101  217.22266237
  224.14018346  276.36882613  190.28472411  276.36882613  190.28472411
  274.65495101  213.35201214]","[  76.83859457  115.20331608   91.52202932  100.16555993  100.16555993
   99.02808492   91.2587883   113.20701004   98.72497094   83.59774497
   98.38404993   76.83859457]","[ 269.8307119   238.86976575  256.60767744  240.71627805  240.71627805
  259.62662313  260.14151521  246.43668801  286.27536528  242.70123224
  246.42496652  269.8307119 ]"
"[ 230.09085316  225.42596551  250.12938144  260.07997603  250.12938144
  260.07997603  272.41567304  236.56148785  225.42596551  250.12938144
  260.07997603  272.41567304]","[ 104.68625297   83.953822    111.46796376   72.65954097  111.39603815
   93.0629633    98.3415232   104.68625297   72.65954097  109.11148295
   97.64665754   86.73545243]","[ 268.29100239  257.2956772   240.84706809  273.83479826  273.83479826
  258.39413256  250.63254169  227.37174449  246.62999441  255.74740013
  264.2110577   268.29100239]"
"[ 273.8202279   224.75623686  267.52545048  212.01366933  241.16385227
  273.8202279   224.75623686  267.52545048  204.47730332  241.16385227
  273.8202279   224.75623686]","[  85.20313893   80.07235225   95.10963734   79.82568382   81.90295327
  112.68617579   88.11125348  110.5092027   110.5092027    98.89039899
   70.09185033   85.20313893]","[ 245.25116559  254.4620976   251.84467449  248.40961004  242.92286867
  240.10453925  231.98697171  245.25116559  237.60047886  224.57329008
  274.62126378  242.92286867]"
"[ 231.41904237  261.24726864  253.05439025  251.16256024  253.05439025
  251.16256024  175.26680985  270.65890803  261.24726864  253.05439025
  251.16256024  175.26680985]","[ 109.23470655  102.35372519   94.52230434   71.39275996  104.27019181
   84.46579509   89.11442992   66.41544621   71.39275996   52.05592997
   67.57664809  104.27019181]","[ 238.83214685  258.98840988  253.06677991  239.85855971  239.85855971
  230.69034061  208.66545294  244.54425056  258.64473777  246.94356054
  242.41076376  238.83214685]"
"[ 263.11552794  235.28054672  251.49786893  272.14080281  235.28054672
  251.49786893  272.14080281  251.31816371  255.72379275  263.11552794
  235.28054672  251.49786893]","[  45.50583948   74.20326975  105.60944128   74.51298752   74.51298752
   68.19408606  104.05730361   83.5821925    83.5821925    94.60321164
  105.88499825   70.30652614]","[ 248.89934824  295.62307241  266.20989689  226.19866378  261.58053506
  270.38781974  262.26295996  238.86861843  238.86861843  221.7423789
  241.01183201  248.89934824]"
"[ 279.03224737  285.1332355   229.64627123  237.57422038  282.15718394
  187.41858153  279.03224737  285.1332355   187.41858153  279.03224737
  285.1332355   229.64627123]","[  69.70651717   63.6150669    84.44327882   82.70066567   87.73932365
  100.03763179   70.21264261   83.73629434   82.70066567   59.2870114
   81.12234162   87.73932365]","[ 292.77848801  267.86761975  226.05616395  244.81353     221.45710097
  240.87913561  224.09914238  292.77848801  244.81353     251.38129593
  233.6687039   242.38683518]"
"[ 277.18008643  219.34230348  261.98175321  226.90848825  277.85874002
  277.18008643  219.34230348  261.98175321  219.34230348  261.98175321
  226.90848825  278.06825919]","[ 117.68282438   64.96126969  109.23942488   79.2590538    69.15240768
   79.16743351   83.19318312   63.67359375   63.67359375   69.22798263
   85.80327652  117.68282438]","[ 258.54122037  248.11052133  247.76233659  236.07158737  236.07158737
  228.75109117  258.28875999  282.36505322  261.79217759  274.19311042
  258.49314058  258.54122037]"
"[ 285.52763243  241.32639137  302.82221366  276.15455469  241.32639137
  302.82221366  276.15455469  299.25472974  302.82221366  276.15455469
  299.25472974  277.46466562]","[  71.56333519   81.0061135   100.70697207   87.61674282   83.44698715
   96.10016728   73.94934063   86.63018065   87.61674282   78.15134639
   82.71195429   83.44698715]","[ 261.60774824  304.18888467  253.06225191  246.90115969  224.43006612
  261.79905441  236.12247675  261.60774824  222.05517386  242.8199114
  254.93773784  224.43006612]"
