,alfaT0,alfaT1,alfaT2,alfaT3,alfaT4,alfaT5,alfaT6,alfaT7,alfaT8,alfaT9
0,0.00020532301208365936,0.0002939187470361401,0.00027610641121563633,0.00031019271699169533,0.0003916420981618549,0.00037715913441646213,0.00032341849968972326,0.00037580074766535647,0.0003469584517484731,0.00034181074225913123
1,0.0002714137415717109,0.0004841801060948577,0.000429642467164169,0.0004112193741776573,0.0003259017201020868,0.0003503500939035081,0.0003134386469253214,0.0006174485482273215,0.0003228105465626909,0.00034404905964632463
2,0.00028682775297517854,0.0005204217571820732,0.00033456322300575326,0.0003757293124768813,0.00030526450545657,0.0003454282784968856,0.0002573391188643513,0.00032306369292465484,0.00045328552606559126,0.00036041602135077164
3,0.00022701771484464145,0.00026926224021707175,0.0002582262149970955,0.0003809753335864976,0.00022629525385736758,0.00030599663961610244,0.00027052351560325323,0.00044433286682043946,0.0004314452973003187,0.0006297831326466238
4,0.0002739454034159023,0.00044029933690973975,0.00030844476520148925,0.0003123296389519422,0.00030879220215144284,0.0003865546876310674,0.00024029305387780238,0.0002826933054811737,0.0002917705853627108,0.000356825695197129
5,0.00025110372561015754,0.0003727879403565917,0.0003464188236620525,0.0002969113282385996,0.00032019657941668176,0.00031933070869494766,0.0002640502200609815,0.00046965871667892787,0.00034938121155674956,0.0002846499132915327
6,0.0001315179060645503,0.00048490004096857057,0.0003185525704725485,0.00030928411085773846,0.0004134165411871537,0.00039953640291391206,0.000347205633123488,0.00044345316030691175,0.000353840049559451,0.00032656207354320616
7,0.00019037502667866333,0.00037638881604391085,0.00041929734468628094,0.00020767830959500262,0.00033357891226210105,0.0002604383966444551,0.00025349769783956997,0.0005258866264178382,0.00031324534452324476,0.00032925982964706225
8,0.00015083074499854418,0.00035034180464863266,0.0005895270662143068,0.0004841272804634702,0.00036759611909152655,0.00019297240771676415,0.0002908889994092998,0.00025723084501269366,0.0005760249258895179,0.00025444169847653724
9,0.0001725553371740018,0.0005134449823862903,0.0003233642627697964,0.00019368034792097445,0.00032196875344154706,0.00041160711484990083,0.00023583180041872196,0.00034016463563382526,0.00035859677196583645,0.00031492374814120767
10,0.00015480778834372897,0.0005163029070902648,0.0004128466599699228,0.0002410311474260268,0.00028022118730913775,0.0002537577090304147,0.00027295853337791384,0.00033369329257196734,0.00041366160518006314,0.0002396636277359787
11,0.0002510006400118081,0.00032732505385907996,0.0005394276451738927,0.00025791437833321365,0.00027474042559016976,0.0002249564142898353,0.000216427895750432,0.0003196280928004116,0.00044798304214014586,0.00029048918509925017
12,0.0002137538966889369,0.00035143703659198716,0.0007088050430807135,0.0003978285116058909,0.0003611092522270468,0.00037226193845455916,0.00037045803791928874,0.00033413290004557415,0.0003160744072394286,0.0002877810604790207
13,0.00029357708532715116,0.0003092094821915677,0.00037541138653034986,0.00018643568447494746,0.00024324054539588704,0.0003026968529091727,0.000229806510601603,0.00029799706715250994,0.00039857384267141306,0.0003214516794109383
14,0.00028637997282186247,0.00037612389094118516,0.0002878768776653091,0.0001590382496069544,0.0003083423996585382,0.0002109035403708841,0.00029845781155815793,0.00022944804220247815,0.0002913860943319685,0.00030059300688293746
15,0.00023044958276683905,0.0005126990365683808,0.0002624805786644058,0.0002048921119301151,0.00042779405842520554,0.000230478632608493,0.0003287338756646802,0.000500627288429979,0.0005054568746085984,0.000265619779065368
16,0.00017597033376713867,0.0004561017882656515,0.0003389174328666684,0.0002715904815029988,0.00023934983259717475,0.00024495386950855447,0.00031993635791944847,0.00024614781873378135,0.00021317258315760955,0.00014375214262515802
