nSubIter0,nSubIter1,nSubIter2,nSubIter3,nSubIter4,nSubIter5,nSubIter6,nSubIter7,nSubIter8,nSubIter9
19.0,10.0,19.0,19.0,13,19.0,19.0,19,19.0,12.0
19.0,14.0,18.0,13.0,19,18.0,16.0,14,14.0,7.0
14.0,17.0,11.0,9.0,19,19.0,19.0,14,8.0,6.0
16.0,19.0,13.0,19.0,8,18.0,13.0,11,19.0,10.0
6.0,19.0,18.0,19.0,15,19.0,19.0,5,11.0,5.0
19.0,19.0,19.0,19.0,19,19.0,19.0,19,19.0,19.0
9.0,15.0,7.0,5.0,14,3.0,19.0,19,19.0,11.0
19.0,19.0,16.0,7.0,19,17.0,19.0,19,13.0,19.0
19.0,9.0,4.0,6.0,1,3.0,5.0,19,19.0,11.0
19.0,19.0,19.0,1.0,11,5.0,1.0,19,19.0,10.0
18.0,3.0,19.0,5.0,19,10.0,19.0,19,11.0,6.0
19.0,10.0,19.0,17.0,11,19.0,19.0,18,11.0,19.0
1.0,19.0,19.0,8.0,5,19.0,19.0,15,19.0,9.0
3.0,5.0,19.0,9.0,7,15.0,10.0,10,19.0,19.0
19.0,17.0,12.0,19.0,6,9.0,19.0,3,5.0,1.0
19.0,7.0,19.0,19.0,19,3.0,17.0,5,4.0,14.0
19.0,13.0,19.0,4.0,19,19.0,7.0,4,8.0,2.0
19.0,19.0,19.0,1.0,9,19.0,9.0,2,10.0,19.0
18.0,12.0,11.0,6.0,1,19.0,19.0,5,2.0,19.0
7.0,18.0,19.0,19.0,1,5.0,19.0,8,4.0,19.0
17.0,5.0,19.0,19.0,8,19.0,2.0,2,4.0,19.0
19.0,19.0,19.0,8.0,1,2.0,1.0,6,4.0,7.0
19.0,17.0,19.0,16.0,12,7.0,19.0,9,19.0,19.0
19.0,14.0,19.0,14.0,5,14.0,12.0,8,19.0,7.0
19.0,19.0,19.0,12.0,5,19.0,16.0,4,19.0,12.0
12.0,14.0,2.0,1.0,4,8.0,4.0,12,8.0,8.0
18.0,6.0,19.0,1.0,19,7.0,6.0,3,4.0,9.0
19.0,3.0,19.0,2.0,19,1.0,19.0,1,11.0,1.0
19.0,19.0,4.0,13.0,3,13.0,19.0,2,19.0,4.0
19.0,15.0,3.0,11.0,3,4.0,3.0,9,12.0,8.0
19.0,12.0,19.0,16.0,4,2.0,5.0,9,1.0,4.0
13.0,19.0,3.0,1.0,1,7.0,8.0,5,19.0,2.0
19.0,12.0,5.0,3.0,7,6.0,9.0,7,19.0,11.0
13.0,13.0,19.0,4.0,19,10.0,19.0,12,6.0,3.0
12.0,5.0,5.0,19.0,13,4.0,1.0,13,4.0,19.0
19.0,19.0,4.0,2.0,12,6.0,19.0,19,1.0,13.0
3.0,19.0,19.0,7.0,4,3.0,1.0,19,13.0,6.0
10.0,19.0,1.0,9.0,19,11.0,15.0,11,19.0,19.0
11.0,10.0,19.0,19.0,2,19.0,15.0,6,14.0,19.0
,19.0,16.0,6.0,19,4.0,3.0,6,4.0,3.0
,7.0,18.0,16.0,6,19.0,2.0,2,19.0,4.0
,2.0,,5.0,2,2.0,2.0,2,19.0,16.0
,,,12.0,16,19.0,19.0,2,19.0,19.0
,,,9.0,2,4.0,13.0,10,6.0,11.0
,,,19.0,18,4.0,4.0,6,14.0,2.0
,,,19.0,14,7.0,,3,,7.0
,,,3.0,1,19.0,,19,,3.0
,,,14.0,6,2.0,,7,,16.0
,,,5.0,6,,,19,,1.0
,,,,8,,,19,,
