trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4,trajReturn5,trajReturn6,trajReturn7,trajReturn8,trajReturn9
"[  29.96966096   39.98167942   39.98883079   49.97160388   49.96774706
  159.95212381   19.97069403   49.98664552   19.97038456    9.98630587]","[ 19.97881475  19.97868866  29.96316216  19.96676876  49.92860716
  29.99102839  99.96378733   9.98417259  19.9828979   79.95823081]","[   9.98479421   79.96962121   39.97595974   89.95646559  129.9616055
    9.98637982   49.95116343   19.98629374   19.96963673   79.9551432 ]","[ 39.96852591  29.96370264  29.97211702  59.97671856  29.9586666
   9.98803236  29.98108134  19.98222353  19.97850643  29.99325099]","[ 29.96284454  49.98255529  49.96865734  19.97894157  39.97997283
  19.98836489  19.96905296   9.99079744  29.968128    69.96667639]","[ 79.96604101  39.95053843  49.97225112  39.96469095  29.98744157
  39.95993244  59.97967007  49.97277043  99.96114941  29.95488341]","[  29.99217765   29.98886164   99.91811638   19.98977227   29.98205791
  109.93871966   69.97369563    9.98421729   49.9830495    49.97333395]","[ 69.94840697  79.96986582  19.96578984  69.96077221  69.96767631
  49.96540556  19.97547085   9.98415329  39.96770128  89.98196964]","[ 69.96583002  19.9845849    9.98386539  59.96286977   9.98625286
  19.98885881  79.97865467  29.98151004  59.9727735   39.9755256 ]","[  9.98742578  59.95699143  29.98760418  19.97594889   0.          99.96817573
  69.96657463   9.98002326  49.98407374  19.97870178]"
"[ 59.9631308   49.98286699  59.96070362  29.98508616  29.97699205
  19.97166389  19.98449571  39.9516232   39.974882    89.94597766]","[  19.96748734    9.98417989   59.97067516  109.87277786   89.96081979
   39.98472961   59.96597815   99.96848643   19.98228446   59.97075758]","[ 19.98676777  39.98826536  39.96659042  19.97082504  99.94843308
  29.98147463  29.96959141  49.98449147  49.97606601   9.98217251]","[  19.98837517   39.94864963   29.97181758    9.98862525    9.98573299
  119.96660193   19.98055375   59.97273509   19.96563314    9.97931231]","[ 59.95039965   9.98619195  29.97891684  49.97475682  29.97280857
  19.97168814  29.9862273    0.          19.9674472   79.91018935]","[   9.97956442    9.98163117   39.9701533    69.96269286  119.96743449
   89.91475033   29.97532327    9.98848051   29.98532488    9.98562564]","[  39.97499822    9.98828044  109.91611475   39.98752351   39.9888842
   39.9653136    59.97209678   49.97173764    9.98377682   19.98256049]","[ 39.98340235  39.95129513   9.98711683   0.          39.98228567
  19.97527597   9.98207241  49.98081289  39.97893378  29.98974604]","[ 49.97993632  39.98543337  19.97389361  69.97021984  19.97128569
   9.98668461  39.97982502   9.98404282  39.97176596   9.98854546]","[ 99.95545408  39.98522484  19.97937133  49.98193114  19.97356376
  39.97235948  99.95819939  19.97400867  19.98490756  29.96839308]"
"[   9.98718659   69.96461499   79.92676181   29.99018296   29.97744173
    0.          119.95442858   49.96672432   19.98299959   29.97824272]","[ 79.95046743  29.98424395  19.97349622  19.97389503  19.97945067
  39.98081064  49.96881231   9.98978514  39.97663142   9.98783368]","[ 19.97422683  59.98543858  19.97790068  49.98013921  29.98598162
  39.98688935  29.97668698  59.96392272  49.9820221   49.97213962]","[ 39.97807175  49.98303791  59.97237126   9.98712921  19.97015169
  29.97814829  19.97210491  49.98327768  39.98299172  49.95586611]","[ 19.97885811  49.98630967  39.97889572  49.98299538  49.95937419
  39.98589165  59.96015769  19.97264228   9.97930556  59.95083033]","[ 29.97905399  49.98623105  19.98432169  69.97708331  39.9632109
  29.98034593  39.98363791  19.97932032  59.96959037  59.98178472]","[ 69.98229424  39.98068815  49.98936993  49.97304887  29.98622091
  29.97731341  29.99278126  39.97529718   9.98764992  49.95750893]","[ 39.9849032   39.9922204   29.9863093   69.95720394  29.96445535
  39.97610788  69.96288594  49.93254144  89.93282226  59.95074913]","[ 39.97463877  39.96158941  69.98505325  19.97852658  69.98073822
  39.98774622  69.97259737  29.9817886   29.97228512  19.98189408]","[ 19.97126322   9.97912958  79.89801432  39.97792741  29.969482
  49.93862733  29.96596339   0.          39.98064222  29.97890033]"
"[  49.97694962   19.9856648    49.93202108  119.95075999   29.98593555
   29.98982476   69.9845143    39.98371708   29.97667851   49.96802077]","[  9.9800744   39.98455767  29.97553592  29.96773227   9.98619179
  49.97848165  29.98228259   9.98495338   9.97908044  19.98151691]","[ 39.985277    19.98051735  19.99150355  69.96405004  19.97856784
  39.97284317  59.96474201  39.96276794  19.97329925  19.9799178 ]","[ 29.98982746  19.99159844  39.97744565  29.98992467  19.97989602
  49.97816995  29.99057583  19.97224641  39.97483939  39.96582903]","[ 49.97720346  39.98066993  39.96077584  49.97188184  39.98297847
  19.97426496  99.96295219  79.95897657  59.93225124  59.96621813]","[  79.97338291   49.98330077  109.96954069    9.98624227   19.97120172
   19.97486964   29.97321826   69.98116404   69.95325084   19.97274898]","[ 19.98451684   9.98777153  49.98035327  59.98375112  19.96750128
  79.96813884  79.96009135   9.99048932  19.97176453  79.94855997]","[  39.97395146   19.98470156   79.98801247   29.95988472   29.98637509
   19.96480285   39.9826561    39.97113956  109.94597965   39.98821206]","[  49.94177509    9.97937865   19.98305599   69.96817195   79.89303497
    9.98670308  119.98318759    9.98005907   39.98861049    9.98733693]","[ 59.97632819   9.98304952  89.95234581  29.98292997   9.98816722
   9.98162839  39.96345302  19.98732842  49.96068623  59.98333983]"
"[  39.96267554    9.9837293    59.97706879   39.94985083   49.97997336
    9.98030746   39.97965481   29.98958756  129.92519608    9.98947752]","[ 149.91888244    0.           29.98448939   39.9800184    69.97981859
   59.96913508   39.97601325   19.97440838   19.97523862   19.97297028]","[  49.97237014  109.96973179   39.98883353   69.98395827   29.97002318
   59.945946     29.967658     49.98536342   39.98410344   49.9795746 ]","[  29.97758917   49.98678829   29.98486926   39.98369776   19.99331499
   39.94441883  189.95070816   29.95381111   39.98719671   49.96259031]","[ 99.94877365  29.98494762  39.97210433  19.98792241  29.97547826
  29.96921917  79.96434031  19.96789017  49.94070453  69.95380704]","[  39.97588949  119.94526857   49.95743054   19.9791997    29.98644922
   69.96783934   79.98595117   49.96825604    9.9815213    39.99148889]","[ 59.96106854  39.97488562  19.97617923  19.98990251  19.96675129
  39.97574965  19.96760165  59.98586434  29.9707451   19.97614033]","[ 29.97268173   9.9798629   19.96932079  49.97989257  99.8921142
  59.97279907  19.97337058  59.98564858  29.9782867    9.99112415]","[ 79.95925938  19.98189459   9.98657038  39.98246935   9.98212251
   9.98182573  19.97393821  29.99302771  39.97040124  59.96642851]","[ 39.95630371  19.97874058  49.97246208   9.98495488  39.97635101
   9.99186164   9.98732321  39.9778124    9.9865322   29.97848726]"
"[  29.98720334   19.97243567   39.98261029   59.97734697   29.99050509
   49.96022307   59.98615641   49.9618704   109.97207631   49.96860928]","[ 19.97910846  69.9723645    9.98032157  39.98179286  29.98913897
  59.97235248  79.975442    19.97022104  99.93821263  59.98974351]","[ 39.96224252  29.9908795   49.9846721   39.97585437  49.97369625
  29.97756024  69.97617829  29.98457317  19.9714301   49.98860907]","[  49.97573797   19.96677422   29.98106286   19.97903908  159.94952244
   39.97302167   49.98278829   29.98870962   19.96862007   39.98370767]","[ 59.97196731  19.97748194  49.97520401   9.9871412   39.96873169
  39.98593488  79.96468795  29.97598471  19.96723738  79.98749601]","[ 79.96294406  69.98214339  69.96955452  39.97982466  29.97242764
   9.98722983  29.96408615  29.96172234   0.          59.98216023]","[  69.98407972    9.97934264  109.96648692   29.97044959   49.97190431
   89.92885979   19.99070949   39.99121134   29.97056905   49.97533392]","[  49.97173383   69.95286891   59.91890017   39.94135625   19.97478861
   29.98085896    9.98579243  119.94975377   19.9676491    29.98501364]","[ 39.98764464  69.98411602  29.98667535  59.96722072  79.9539886
  79.97531798  59.97674953  29.99028245  59.96163265  89.97111623]","[  29.96224419    9.98341014   29.98963873   59.94339869   49.98448987
   29.96566177   29.97598862  109.96738044   29.9766168    19.98252139]"
"[  9.98388935  29.98405362  39.97350269  69.96924302  49.9590994
  69.9653246   69.97000014   9.98294454   9.98229236  49.95499555]","[ 19.98240294  19.98005293  59.98336949  19.98051922  19.9775591
  29.98562812  69.96580909  49.98070656  19.96938029  49.97853006]","[  9.98607812  39.98347724  29.98200564  49.97441228   9.98595341
  19.97928751  59.9616019   39.97090178   0.          69.96904076]","[  9.98831352  39.95773998  79.96636581   9.98818998  19.96511504
  29.9839798    9.99112461  39.99234041  59.97347937  89.96206919]","[ 109.95092904   49.98333132   29.98549032   29.97379576   29.98971519
   59.95222717   79.96642073   39.98255895   29.99384418   49.9849213 ]","[ 49.97737597  99.96056958  29.97006979  49.9671782   49.97207025
  39.97540042  19.98645754  29.97983672  19.98378978  29.98716998]","[  9.98671171  69.95611525  29.97627185   9.97989237  49.98339699
  19.98124401  29.97819724  39.97841488  49.98478407  49.96898039]","[ 29.99217956  39.96919124  29.97410197  39.97823044   9.98391693
   9.98472096   9.98799436  39.98072167  39.9925279   19.9875164 ]","[ 99.95803472  19.96861533  59.97093708  19.97635215  89.95231475
   9.99054288  19.97185467   9.98787763  19.97305001  19.97656699]","[   9.98047182   39.97871133   19.99272682    0.           29.96332
   59.95975268    9.98280024   59.96746041  189.92676208   59.9717712 ]"
"[ 19.98354543  49.97950115  79.97268249  99.93063446   9.98376531
  19.9679464   19.97805759  49.97873023  39.96908038  39.96588299]","[ 29.99028461  19.98516854  49.9889256   19.98637374  99.95671246
  29.97943664  39.98279479  29.99257361  29.99119578   9.97988578]","[ 49.96920289  39.98975626  29.95991458  29.9886278   29.96740322
  59.98624571  59.97702205  19.99067542  29.98225627   9.98226964]","[ 49.97164054  19.97877472  99.88490929   9.98125142  19.97883896
   9.98203757   9.98098125  19.98123952  49.9592391    0.        ]","[  39.98206998   19.98628139   89.97197626   49.9726598    79.95943369
   19.98270405   29.96622755   49.98794049  169.87508752   19.98342133]","[ 69.95132134  29.97681815  39.96664409  19.96925589   9.98197021
  29.99128537  49.98003308  49.97703665  59.97980512  29.98460639]","[ 19.97384502  19.97867133  39.97972424  49.98284547  19.98078462
  59.97094173   9.98788165  29.97978415  29.96220614  19.9667233 ]","[ 69.9673548   19.9842637   49.96074632   9.98565113  19.96892962
  19.98093558  69.95354     79.97306263  39.98093442  89.9692069 ]","[ 39.98088735  29.98568915  19.9722316   19.9778649   19.98950139
  59.97488319  39.9852681   49.98326897  29.98999444   9.98200232]","[  0.          39.97729995  19.97593712  49.97913092  39.9744149
  19.97595169  29.98328617  19.98571     19.98507294  89.96943575]"
"[  99.9419206    29.98641265   39.97938596   49.96122     139.90091723
   59.95344756   19.97449363   49.97830339   59.98176761   69.95999712]","[ 19.973817    69.96021587  39.97788413  19.98219286  19.98081894
  19.9897984   19.98527647  19.9808878   79.96671835  39.96868733]","[ 39.97504616  39.98776883  29.98533402  39.97345157  19.99077563
  19.9875889   29.97063062  29.97238644  19.96773378  59.95849796]","[  0.          79.94758672  29.98803312  69.96778071  69.96897197
  29.99015161   9.99087976  19.98227306  29.96083797  89.96244759]","[ 19.98063662   9.98464152  19.97271459  19.97122204  69.94638536
   9.97914512  39.95299551  29.97593791  39.98237239  69.96899097]","[  49.96748218   19.97108832   19.97953163   39.94759143   99.8747565
  109.93370227   59.98302652    9.98269914   39.96825313   89.94901349]","[  59.98535816    9.98130433   79.96647569   39.97181638   39.97920362
    9.99024481  129.9265264    29.98435563   39.97516269   19.96706091]","[ 19.96931182  89.97670278  49.97301128  39.98957614  59.96215697
  39.97509108  29.96498003  49.94294631  39.9733572   19.9835973 ]","[ 29.99344033  29.97718686  39.97873652  39.93518143  39.96702328
  39.98518042  19.98312398  49.97319777  19.97950997  49.98098287]","[ 19.96899563  39.98263036  59.96794447  29.98921725  49.96604551
   9.98707096  19.98501121  49.94960357  29.95890702  49.98444535]"
"[  59.97020995   29.94925482   29.96250899   29.96406016   49.97730064
  159.77425563   89.89158023   29.95912253   19.96723203   19.97632537]","[  79.90282709  109.95802298   49.96664617   39.97156879   49.98897611
   29.98926231    9.98532463   39.97203976   19.97187926   19.98829754]","[ 29.96744078  59.98416735  39.98132092  69.94153223  49.95641035
  69.96158275  39.98822023  29.95536446  29.95902778  39.98155353]","[ 29.98751127  39.96536581  19.98212664  19.98381034   9.98187362
   9.98794831  59.9444205   19.98687477  39.98267842  39.94680417]","[  59.98264692   29.97104076   39.97589489   29.99098916   39.97778543
  109.95025994   59.96615277  189.91873212   49.97093934   19.98962666]","[ 89.9454382   79.96576452  19.9708562   39.96908338  29.98542839
  29.99044695  49.9683635   59.97672337  99.93035797  99.98314977]","[ 19.96733225  29.96575331  39.97354856  19.99037315  19.98015995
  29.98058568  69.96331135   9.9852675   29.9869377   29.98907851]","[ 109.9675205    39.98050472   29.97848016   29.99043087   19.99018228
  109.96028559   29.98992906   29.99061088   59.98521497   49.96684556]","[  29.9915364    19.99075175  129.97220928   49.97798098   39.98547921
   39.9801583     9.9857342    39.98360179   19.98677342   39.98064954]","[ 29.95829229  29.98476927  39.98056021  49.97465162  39.97359131
  39.99035728  49.94477433  29.98402095  29.98778995   0.        ]"
