trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4,trajReturn5,trajReturn6,trajReturn7,trajReturn8,trajReturn9
"[  29.97986499   39.96819527    0.           59.97688909   29.95626553
  119.94210227   19.98213369   79.94825533   89.93865053   29.96011858]","[ 79.96881261  29.98850695  69.97317166  49.96242601  49.97683944
  29.98898107  49.95335552  39.97856637  49.97928787   0.        ]","[  9.98902437  29.97936743   9.98532658  39.98349084  29.98573175
   9.98490357   0.          29.97212474  49.98235989   9.98528911]","[ 129.92275401   19.97218243   49.91680275   29.98249307   19.97849436
   29.99238584   19.98429678   39.98345343   59.95639701   39.94502312]","[ 29.99359958  19.99110507  39.98624732   9.98581548  19.97715101
  89.97788843  19.98477681  29.98462788  59.97186454  29.95936678]","[   0.          109.94751186   19.98522124   39.97446638   49.97043279
   39.96305517   49.97033821   39.98000958   29.96183654   49.9470324 ]","[ 49.97000658   9.98122516  79.88859084  29.96181653  79.97242379
  99.96174476  29.99000085  29.97572149  49.96919163  99.97376484]","[ 79.97094044  39.95971918  29.94981739  19.9850828   49.98332514
  19.96668587  29.98749052  59.95636501   9.98802408  39.96174596]","[ 29.98325948   9.98464185  19.97644639  49.98177261  59.97636921
  59.97717815  39.97800507  19.97854581  19.97046411  49.98817435]","[  29.98954198   49.97488912   19.97090059   39.96882436   19.96994006
   19.98614606   39.97791682   39.97903876  119.91411703   29.97857942]"
"[ 119.93513457   89.95671502   69.94054895   29.96866937  169.9554783
   19.96978831   49.97030092    9.9859235    19.96898584   49.95855497]","[  29.98691848    9.98729351   69.97314196   29.98110532   79.97140086
   39.96383203   49.97273559   99.95554202  119.91451648   49.96532078]","[ 49.95138693  99.93842223  29.97258595  49.94006642  39.97607842
  29.97176772  19.9623285   19.98247471  39.9719891   19.96321505]","[  19.98847243   49.98229353    9.98608757    9.9896413   109.96583439
   19.96929375   29.9610148    19.97758588   29.99179053   29.9777797 ]","[ 49.97989424  59.94401231  99.94545574  39.9832395   49.97367881
  79.96478889  29.98924028  19.99402267  29.95758696  79.95145538]","[ 29.98780017  29.98517166  49.98275704  19.97270565  49.97950803
  59.98782442  79.96636947  29.9756033    9.98279967  29.96740811]","[ 29.9780143   19.9762877   69.95716074  89.97204957   9.98704427
  29.98023579  29.9705883   19.97673008  19.97004549  29.98748698]","[ 49.97543436  59.97002151  79.95779463  29.98826558  19.96922662
  29.98729233  39.96651655  69.97042336  19.98835284  39.96336651]","[  19.97436934   19.9718502    29.97316953   29.98008771   49.97657053
   29.98604699    9.98409373   19.96699277   39.98315403  109.97690388]","[  19.98966538   29.98408393   39.95529417   19.98122474   19.99135128
   19.98934118  119.89198418    9.9882272    49.9793926     0.        ]"
"[  49.98576848  149.96197336   39.96807848   49.96638646   89.89957622
   99.95735855   39.94605505   39.98716518  129.91125592  219.95424289]","[ 39.96807176  49.95321212  49.95560732  19.98626961  19.9802082
  39.98045743   9.9896586   29.99023958  49.94825217  19.98994559]","[ 39.96351216  39.98511219   9.98033147  59.98953713  99.91039577
  19.99272686  29.98276957   9.98487868  29.98653054  49.97210142]","[  39.96749895   49.97639259  119.9496991     9.97995687   49.97875382
   29.99116263   29.98983029   79.95941443   19.96658504   29.99097789]","[ 39.97807534  19.98125879  49.95925131  59.9827527    9.98275242
  49.96255438  19.97020972   9.98580309  19.9888893   59.96043045]","[  59.97430427  149.94874098   39.97380677   89.95433838   19.9723797
   19.97355535   59.97557616   49.97420102    9.98031558   39.96244107]","[  39.98644346  129.92566835   29.98834738   29.98550086   29.9848639
   19.98294768   49.97593006   19.97595489   19.97737448    9.98483219]","[ 69.96843716   9.97998705   9.98550792  49.98061666  69.97692278
  39.97813016  19.97169708  19.96518417  19.98117729  19.97271984]","[ 29.98227773  39.96243007  59.9748187    9.9840885   29.98794069
  39.97840771   9.98701842  69.97218511  29.98744224  39.97717734]","[ 49.98588416   9.99026953  19.9788018   29.96828214  19.97002714
   9.98018226  39.98568234   9.98759092   9.9888352   29.98511675]"
"[ 199.92974626   49.98559768   19.97539423   89.9312746    89.92441829
  129.97656404  129.89745301   79.97253669   69.97348324   39.97287808]","[ 29.99102314  49.97219078  49.97776466  39.97926974  29.98918683
  49.98818902  59.96225554  39.9765681   49.98453186  39.98303013]","[ 29.97629743  69.9629754   69.98988287  39.97587243  49.942853
  99.97688951  59.97499582   9.98802421  39.97942811  39.96116112]","[ 59.97646785  29.97198086  39.9743718   49.97684115  79.96089902
  59.96734186  49.98008546  19.98484735  29.99084644  39.98864304]","[ 19.98237918  39.97771076  79.95009019  39.97897409  39.99010426
  39.9780722    9.97998626   9.9894269   19.98794547  29.99229198]","[ 89.95237392  59.94797714  49.95312136  49.98321438  79.94410008
  49.981481    29.97185149  59.96166111  19.98146394  39.97280763]","[ 19.97592428  29.96620899  39.97912499  39.97072797  19.9627556
   9.9816273   49.98583224  59.97013024  29.98493522  39.98355914]","[ 59.98113068   9.98982189  59.96109025  59.97945358   9.97998305
  49.98206644  49.9772718   69.98295553  59.96996184  29.960263  ]","[ 39.98320371  29.96684623  89.9470373   19.9779393   19.98802735
  39.97929746   9.98553616   9.98490355  39.97267759   9.98944356]","[ 29.97333119  19.96807013  99.96790849  29.98486037  39.9648453
   9.98067602  29.99019863  69.95630444  29.98884721  19.97321045]"
"[  29.95985011  119.85929355  259.85643585   99.95292831   19.96547693
   19.98564786   49.96043752  109.89857602   89.92285547   49.96252408]","[ 69.96972269  49.98016288  69.97708141  19.99215734   9.98495222
  29.9881805   59.97748304  39.98785359  49.98679361   9.98555967]","[ 29.96715191  39.95119411  59.9734473   39.98508078   9.9893312
  29.99115526  29.96235965  79.9629801   59.95621697  19.98069712]","[ 29.98840109  79.96623982  49.95371075  49.98106701  29.98552229
  19.98072372  59.97092092  29.98593095  39.98295066  19.97212187]","[ 49.95138112   9.98230849  49.98120448  19.96973317  19.97121709
  29.98325696  59.95043168  19.98356362  59.94271479   9.98508953]","[  69.98818676  119.9616323    49.95748141   19.98919903   49.9840182
  139.9594988    19.97799061   59.9642352    99.91455825   59.97827424]","[ 39.98131781  19.99290417  39.97605409  49.97743871   0.          29.96588856
   9.9797323    9.98093248  39.97141591  19.97825759]","[ 19.98258442   0.           9.98908077  29.98182578  29.98848422
  69.94204205  29.95068829  59.95845968  19.96964695  49.97621139]","[  99.87052893    9.98644581   29.97172842   39.97630177   59.96996563
  109.96170124   19.98256642   29.987051     29.97277901   49.96886125]","[ 29.98357302  49.97313348  39.97258957  79.93502097  59.98372509
  29.97059876   9.98000002  39.97762485  59.96975613  39.97629095]"
"[  19.98307204    9.98239989   19.96410669   29.96162138   29.98513277
   49.93159123   39.93853184   89.96500291   39.94696497  259.89731749]","[ 89.93840209  29.96650904   9.98649975  39.97932506  39.97442071
  19.97839573  29.99017959  39.98581341   9.983437    29.98446077]","[ 59.96849421  19.97136101   9.98965027  69.91580835  49.96046965
  89.94356153  89.9819577   29.99333215  19.97075609   0.        ]","[ 59.96367838  49.97809829  39.97425264  39.95665823  29.96357754
  19.97675386   9.98717809   9.98529317  29.97882646  29.9840908 ]","[  49.95626972    9.98200038   79.9828425    19.97375995   29.98449474
    9.9875497    39.97657932   59.96741371  109.84663072   39.97367966]","[ 19.97881758  79.96276806  99.92902364  49.97376835  19.97637328
  69.95376003  59.96446182  19.98013523  19.97448222  59.97332954]","[  19.98828931  139.96106128   19.97189925   39.97922016   49.98438111
   19.97100749   29.97947113   29.97055133   29.98069232   19.98840844]","[ 59.96353808  19.98440811  19.97914689   9.98766133  29.97613151
  59.95468375  69.96179142  29.97885873  49.97742772  39.97776327]","[ 69.97028011  39.97907422  49.97674552  89.97720589  69.9703238
  69.95738703  59.97318078  29.98107647  19.97088717  39.96875753]","[  9.99014818  29.98774242  39.98498869  29.98508504  29.96950781
  69.95994435  29.98287494  19.97361984  29.98589581  19.97047936]"
"[ 149.9583481    89.96113872  119.94474496   99.88070235   59.98047151
   69.91059089   99.96119393   79.96041447   89.90174489   69.91176857]","[ 99.96096491  59.97270661  29.9871782   39.98213543  69.97208947
  29.96000401  69.97240408  29.9910514   19.98288083  29.98198264]","[ 19.97382121  39.96760375  99.97151536  59.97824042   9.98447823
   9.98259664  39.989266    49.93992433  19.99195168  89.97821277]","[ 19.98074835  19.97591914  19.98470871  59.98105351  19.99002026
  29.98193999  29.99109398   0.          39.98536172  79.98162652]","[ 109.94640721   19.96710247    9.98080732    9.98992812  129.93151112
   19.9859061    59.98310362   29.98387989   49.96147593   19.97449248]","[ 49.9632864   79.95516286  89.9537371    9.98327299  49.9713141
  29.98308959  49.98841195  29.97984893  39.97625275  19.9846734 ]","[ 39.98751385  39.98931892  19.98103412  19.99235288  49.97510218
  39.95356804  19.9886013   19.98602251  99.91342883  19.98336162]","[ 19.97120148  49.95476441  59.95340301  39.98778238   9.98385574
  19.98558844  29.97370946  49.98081665  49.98247169  59.96919952]","[ 19.97781957  29.99201672  29.97736871  39.97529491  39.9884861    0.
  39.97922521  79.96473268  29.99094157  39.97377901]","[ 19.97024189  29.97386868  29.98475127  49.96823052  29.96491465
   9.98979583  29.98334926  39.96836826  29.97218435  39.98642159]"
"[  69.93528029  119.92541802   19.98440544  329.89779822   89.94537872
  139.95702743   69.93688504   29.96209021  109.94232095   49.94654262]","[ 19.97535974   9.98805262  69.94134669  29.99019987  29.98129829
  79.95821837  19.97059943  29.97491425  39.9752912   49.9811606 ]","[ 59.97155323   9.98756204  29.99236766  29.97847642  19.98807604
  49.93881553  29.97059434  19.97633172  39.98265169  29.97220131]","[  9.98078388   9.97908365  29.96138521  19.97094404   9.98459766
  69.96700146  49.98067548  69.92344722  59.95606365   9.98866346]","[ 39.98545841  49.97394979   9.98595698  19.98343401  39.9502325
  59.97935565  29.98990229  99.97689297   9.98765377  29.97568721]","[  39.9596816    69.96169156   19.97649864  149.82187762   99.95297559
   39.9884589    59.97449437   19.96970506   49.97250246   19.96862526]","[  0.          49.97867832  29.9892515   59.97889202  29.96599289
  49.97648071  39.97728345   0.           9.99151785  99.96825298]","[ 59.96208691  39.97210407  49.98325313   9.98322827  59.9910064
  49.98001662  39.98189886  59.95055863  19.972283    39.96723455]","[ 39.97583189  29.97140064  19.97799629  39.96920548  19.97969387
  19.99376062   9.98370185  29.96196553  79.98032575  19.96911818]","[   9.98783039   19.96876783   49.9689168     9.98493579   39.96238419
  119.96692434   49.97383189   59.97878544   19.9800485    19.99060245]"
"[ 109.93352912   59.94165553   19.97148002   49.94485484  139.9348805
   19.98319362  379.89603371  169.91533238  239.91021222  149.90715965]","[ 99.97990509   9.98710531   9.98327983  19.97145334  49.97076739
  29.98552773  29.97217454  39.98220391  19.97337626  29.98929212]","[ 19.9845417   29.9702466   29.98291172   9.98256012  89.95343519
  29.97872893  29.98593464   9.9861408   29.99119554   9.98179093]","[ 19.96851116  59.9499446   89.97529257  39.96170897  29.97770701
  29.96242771  49.96905879  29.97407628  19.97062749  29.99252854]","[ 19.9798142   59.97569324  99.90951871  79.97709341  39.97004641
  49.95969924  39.98772339  59.96320858   9.98352248  39.97345433]","[ 19.96896107   9.98066081  79.94582412  49.97193871   9.983693
  39.97395508  19.98495882  29.9561029   39.97534171  39.95957567]","[  9.98613555  39.98097474  49.98775841  29.97673916  29.97981696
  49.98159501  29.95841448  39.98961761  89.97321034   9.98436864]","[  59.94848282   59.97166844   39.96372047   19.97014082   49.96465496
   29.97757743   39.95985882   59.980907    139.94250978   39.97946777]","[ 29.9740088    9.98565147  49.97393697  19.96859094  29.97727673
  49.96697823  39.99123679  29.95366271  39.98528712  19.97543378]","[  9.98652708  59.96705523  29.98591952  49.98373018  29.97047002
  39.95911073   9.98243712  49.98000667  19.97346713  49.98095901]"
"[  89.94911624  199.9498155    69.93203031    0.           39.97735702
   39.94941511   79.9036303    19.97170738  109.95084241  149.92351919]","[  39.97448171  149.91270737   49.97258138   49.969205     39.9831525
   19.9832417    19.9858848    49.97595892   29.96052031   29.98354768]","[ 39.98832545  39.98688278  79.96494881  59.99252076  29.97039832
  29.98294728  79.9600578   49.98052709  49.98663687  49.97802922]","[ 19.97197498   9.98756432  89.95146438  49.97642801  29.96883572
  29.96161426  49.95954644  49.98527     89.9445952   39.96633726]","[  9.98104249  49.98366117  19.98547127  29.96398516  19.9811899
  99.87486333   0.          79.92743748  19.99404921  69.90624097]","[  19.97294772  179.91767185   29.98572475   19.99121633    9.98882587
   19.9704096    49.98690109   29.97212033    0.          119.9168256 ]","[ 69.95893163  39.98111959  39.95440083  29.97652421  39.97956379
  29.99208052  39.98236914  19.98365945  19.98787783  39.96961718]","[ 59.9883473   49.98002988  29.96608794  29.98373936  29.98328886
  79.96404516  49.97771894  39.97960862  59.96774512   9.98355163]","[ 19.9829555   29.98354236  29.99307754  29.98671757  19.98358699
  39.9809377   49.95596306  59.97988636  29.97001371  19.98690596]","[  9.98725517  39.97068602  19.98837327  59.96553854  19.98288527
   9.98464766  39.98998835  29.99141438  29.97927391  39.98147173]"
"[  69.90948388   49.94460222   79.9340252   129.93021752   39.95628361
   69.97562845  209.886135    199.93558273  159.95826357   89.96009473]","[ 19.97495954   9.98269725  29.97455969  69.97368685  59.95308112
   9.98788285  39.97284832  39.98756794   9.98045299   9.98197226]","[ 29.97470354  69.96583672  39.97764863  39.98215964  69.95887313
  59.98302602  79.96098223  39.9622225   59.95787533  29.97255615]","[ 79.97254412   9.98224241  39.97251988  39.97408565  59.96769738
  89.96981583  29.98702915  29.99344315  79.94994885  29.98633874]","[ 39.9766339   49.97130037  59.97744162  39.98054862  59.91966745
  49.96676023  29.9709767   69.9661788   29.96167798  29.96865047]","[  9.98902915  29.98203197  49.989778    49.97309091  29.96654215
  59.98229256  49.95227328  59.94613539  39.9702309   19.97687145]","[  39.9825393    59.95295335   69.96852981  149.98126263   39.95944972
    9.9796026    19.99110198   29.98345818   59.97704932   29.96832972]","[ 39.97454872  29.97851003  69.92929638  29.94636656  59.98335616
   9.98937414  29.98580627  49.98550179  49.9676333   29.9878827 ]","[ 29.9830807   29.972782    29.98095126  19.98978923  29.99135239
  19.97109792  19.98125672   0.          19.97308634  39.97250672]","[   9.98871207   49.98581187   39.97965806  109.9525053    29.9922741
    9.98815464    9.98426302   49.96810099   29.98656906   49.97273462]"
