rewardsSubIter0,rewardsSubIter1,rewardsSubIter2
"[ 31.48337049  60.52328132  31.78380691  62.56539192  55.90283317
  50.45241567  73.64218153  43.21029402  50.45241567  62.41114566
  50.45241567  62.41114566  45.91690194  62.41114566  45.91690194
  52.07054433  55.90283317  31.78380691  62.56539192]","[ 225.96319887  271.55675775  211.71643455  240.67540557  274.17777744
  276.26974514  253.9136899   254.04344656  244.37765638  250.00217268
  233.53104247  281.1993988   272.48118589  252.08715602  242.9508234
  271.98901644  252.08715602  249.57117751  227.34364506]","[ 97.43526879  54.46596681  27.90257938  57.20820777  62.6146878
  23.70518742  58.73154521  -1.24776615   9.99946958  21.61982992
  60.90999097  54.1269989   35.15211499  16.32226734  44.2894543
  33.42416554  89.33107264  34.99555691  51.40776215]"
"[ 63.14592453  70.38155245  69.40318387  52.16072309  56.6061999
  54.98585073  77.73327786  65.53887286  45.99639432  63.14592453
  65.53887286  45.99639432  49.83663218  55.01716226  63.14592453
  70.38155245  45.99639432  63.14592453  56.6061999 ]","[ 262.9895391   244.87721724  278.42964816  267.96718014  252.80422238
  279.43042285  253.01462321  277.99042925  263.01677512  269.82125652
  242.56137342  250.44189171  258.08979705  241.83882876  272.06144457
  269.82125652  264.03297049  279.53348681  289.40619949]","[ 20.5390871   62.24613118  59.74560265  45.73015263  43.67571382
  40.7504454   13.55616269   9.19627183  -2.72337679  41.1919132
  -4.20454454  24.92052004  18.38590149  24.0254775   40.82885145
   0.84165011  10.70580841  24.19230426  59.85338983]"
"[ 50.17350396  65.98505016  44.97581267  45.7502406   65.98505016
  84.52098439  68.93109372  47.95002354  49.8342659   71.88595378
  41.68718127  69.14099142  44.97581267  45.7502406   47.95002354
  44.97581267  46.23567014  47.95002354  44.97581267]","[ 271.92740003  235.83110118  263.79602274  273.97748751  271.7749395
  281.3969242   268.18278922  277.90142212  241.85434854  266.26866658
  273.93057258  217.16232826  250.68669896  221.81097543  250.69913754
  281.57498735  282.59095486  277.90142212  267.05041378]","[ 12.19085462  37.69774461  33.40475869  35.96407613  53.39863788
  27.42188272  24.25919077  34.56759035  27.73471527  61.39060816
  63.82872444  56.48706496  57.12347096  35.47295739  58.2060509
  36.68218798   8.55580704  44.12239064  22.82528012]"
"[ 61.84518288  44.7488219   57.80841058  62.39440766  74.88091074
  35.85449291  41.36224631  15.60300976  67.74830619  41.36224631
  15.60300976  41.13100219  61.84518288  87.45449807  41.13100219
  15.60300976  67.74830619  41.36224631  15.60300976]","[ 258.79933297  234.4763616   252.61666844  258.38219448  239.659375
  268.91520252  233.42902907  230.07825084  240.33159405  241.9210029
  220.39486875  275.64026245  290.05496612  268.91520252  233.42902907
  257.77453689  282.46184671  246.88100412  260.74277843]","[ 23.19265888  29.31151232  30.84377009  60.73516659  28.93191061
  28.27982747  15.35130331   9.66336289  42.66035443  41.71866341
  41.64295139  45.80376757  59.13250118  70.05955603  67.07547011
   1.6170089   68.81625214  60.30321426  23.40471307]"
"[ 50.57076319  72.12556245  47.99413171  71.13651762  82.44598235
  76.02307264  60.56275193  63.16449115  50.57076319  72.12556245
  71.13651762  71.13651762  60.56275193  79.58208167  50.57076319
  60.56275193  63.16449115  74.80249766  79.96800129]","[ 280.57760795  277.02480625  254.95784507  272.87985594  256.68105781
  236.36785401  230.65700671  271.79264053  269.18235082  279.73303778
  274.41686384  232.77021428  284.87267297  258.08742152  262.7294716
  237.33544862  256.13542316  237.33544862  256.13542316]","[ 24.64575816  52.43345994   3.83259878  34.35826404  17.95252018
  55.58890111  18.04789986  49.26084088  13.68543759  52.63038267
  37.0440797   36.88740415  41.2356956   -0.37279215  12.92962065
  27.17284265  61.3655954   60.0996919   42.86863437]"
"[ 77.66822705  20.30727319  57.25777481  40.77978214  57.25777481
  40.77978214  42.0906046   49.66713573  40.77978214  50.37250285
  48.05916137  42.0906046   50.37250285  74.27341649  50.37250285
  60.1077221   50.89388076  42.0906046   49.66713573]","[ 251.05555141  220.19691146  259.03432699  269.17766031  274.53515555
  261.48917737  279.15442338  247.69440391  279.50320736  237.38135083
  265.42040514  262.25797101  253.23163455  274.28539556  221.31590298
  189.6745592   215.5644394   265.42040514  262.25797101]","[ 17.96862195 -13.71831416  10.6615886    6.20810832  70.78883113
  83.17789718  39.01729441  37.57822196  43.18207046  18.20874443
  20.94640512  36.98884345  32.57066461  48.70096783  -2.75271723
  33.01493946  24.82078223  19.88950375  54.38547105]"
"[ 66.20079569  55.20324679  70.56319097  57.02704279  53.07007467
  65.34775284  69.45851699  47.92234523  66.20079569  66.20079569
  55.20324679  47.92234523  66.20079569   1.38537723  70.56319097
  70.56319097  57.02704279  55.20324679  62.995007  ]","[ 214.52614093  289.03617382  289.49929281  225.28054222  223.82037297
  262.85032553  251.09820734  224.273882    254.96253585  209.47840798
  217.37656119  257.30157253  209.44713396  215.9438872   227.41198834
  271.79535615  217.37656119  257.30157253  238.31236778]","[ 62.52030615  54.16975823  28.51595061  57.01560707  60.97155818
  58.78769542  47.86094417  15.66766173  22.23311677  46.99938577
  -2.82049098  47.05535408  47.34684865  21.57042559  22.10555253
  34.50466707  -8.60830176   8.80501311  39.06895007]"
"[ 39.51949415  64.41698521  34.28779687  74.40060134  69.61413945
  62.90816597  64.41698521  69.61413945  34.28779687  74.40060134
  39.51949415  72.23163862  34.28779687  64.41698521  69.61413945
  82.47609813  38.90475269  52.21377205  51.01767905]","[ 228.24792885  276.52035418  266.47919855  260.17747383  290.42439942
  267.75232159  221.55142212  281.818328    181.56947473  262.69936152
  214.53947395  235.38241731  271.71671052  272.86311477  251.38152064
  286.82052221  228.24792885  276.52035418  260.99684818]","[ 50.65446967  25.23632609  46.22661556  39.98339781  71.60225083
  46.23359943  40.22349356  37.78118517  -5.33307615  12.7626715
  14.98186341  35.73133776  40.75116985  54.14976133   5.94729874
  26.51941912  57.92136516  33.55222368  86.38766746]"
"[  57.53733063   69.92984821   64.37400306   61.88068936   53.04348486
   72.97765824   71.41123527   42.4906142    69.92984821   64.37400306
   61.88068936  112.80516571   65.58168248   71.41123527   64.37400306
   71.41123527   42.4906142    68.63688241   49.18498218]","[ 226.90926906  269.15689825  237.95321638  186.22192303  265.19328739
  292.63791526  218.18072478  239.47103381  247.81524676  270.87411555
  265.29859328  249.95036645  254.46193906  253.1998299   218.18072478
  282.29488909  208.83511665  234.64714375  277.31712169]","[ 26.77487716  47.36033187  23.48770076  24.38441444  63.51160666
 -16.06636434   7.24264389  17.23258726 -10.36712698  10.08126507
  41.5938077   59.19765258  24.86763528   8.80810919  24.91867468
  52.69280754  11.85798254  38.64289911   1.07541017]"
"[  42.29000291  111.98045348   52.71286715   88.2749416    69.46212159
   42.29000291   50.05043381   42.26244422   67.04609675   75.35922632
   67.14910465   82.6837953   111.98045348   67.04609675   60.14834152
   67.14910465   67.14910465   42.29000291  111.98045348]","[ 271.32122922  199.38976926  229.05995379  213.84223589  254.26343313
  226.97908861  252.21137007  229.05995379  242.69157977  216.0016333
  269.15645014  227.28502395  259.43253916  212.10350766  222.6444854
  299.2279844   252.98417842  278.86519687  228.59123845]","[  -6.40069501   41.46904003   61.05706465   49.1330115    63.34345034
   15.08156955   10.87902897   22.86488636   36.29184433   15.62071895
   24.95656183   16.89791272    8.31318476  111.32083302   35.43798436
   47.69513259   50.26551325   33.49809682   49.21051336]"
"[  69.79061085   71.83320056   93.68046616   67.07136471   71.83320056
   66.29964309   75.85972431   74.43601264   56.45657497   70.94113508
   69.79679454   78.05655088   78.05655088  101.02745095   69.79061085
   67.07136471   69.79679454   67.07136471   69.79679454]","[ 190.35078003  265.87828706  241.42317335  301.65521326  269.82701821
  233.96532093  273.81706373  225.40895412  272.96189814  286.44846316
  232.70722355  270.85734683  249.74527001  179.0547462   216.8065771
  284.11809006  282.48602559  216.8065771   258.72659643]","[  8.9506214   36.98570848  49.85608287   7.34501094  26.2148631
  71.71155625  -1.77348065  19.85608853  16.26261107  44.21385573
  35.14041198  45.40010329  -5.56876869  23.21218971  43.25474628
  17.17650452  77.36725199  38.04316921  42.86282428]"
"[ 74.47282514  63.87548655  79.59132809  95.35283895  75.9270488
  65.32080443  79.05728125  57.8686186   75.32017171  79.59132809
  88.47972637  73.77150654  88.11095413  72.30112895  79.59132809
  95.35283895  95.35283895  88.11095413  63.87548655]","[ 297.6705835   217.0486532   274.06366758  285.25199273  248.1449498
  275.0142377   213.85741969  250.48189826  179.83141713  266.70018537
  167.30685014  295.75723693  281.92215678  242.03333729  203.08823497
  257.56532804  268.5259922   292.3006287   231.43019894]","[ 45.024898    32.64612331  35.69250699  62.9464827   13.53660602
  23.86859551  -5.14759009  25.08476976  20.9324631   44.63104574
  16.03608655  56.88585084  36.6665386    3.38781768  40.51180031
  48.21720693  10.80042958  92.66224752  51.83588632]"
"[ 96.80196071  75.8482662   80.49134568  85.7248044   83.64083715
  42.50980298  96.80196071  75.8482662   86.76961277  88.57184699
  49.54526022  56.39024109  67.89405299  86.76961277  86.76961277
  88.57184699  88.57184699  83.17695909  52.62730661]","[ 260.74113884  266.65373392  225.30116021  256.51680804  182.60937426
  220.36332078  230.55746251  276.75401764  231.31389853  264.65515882
  308.94615327  168.3740887   159.18781142  272.03301546  269.08501161
  216.43139462  197.14603142  250.61303364  221.03614367]","[  1.82099884e+01   2.34171679e+01   2.60043405e+01   5.91142994e+01
  -6.58893839e-03   3.95388849e+01   1.37298815e+01   5.48089826e+01
  -2.08737444e+00   1.13127958e+01   5.51303594e+00   2.89827516e+01
   5.71819994e+01   5.48839234e+01   1.13525689e+02   4.94998425e+01
   4.24000845e+01   5.56790437e+01   5.83256597e+01]"
"[  48.81139308   42.60975607   57.71529477   43.86096856   73.14248551
   46.40684236   72.99826238   87.66056859   48.81139308   42.60975607
   48.81139308   42.60975607   68.36826849   48.81139308  100.53563115
   73.1491573    72.99826238   87.66056859   53.75453247]","[ 279.07353775  160.16116271  193.41826511  250.36101893  173.76254174
  191.35362034  250.26001272  280.74528483  277.04287406  240.97649445
  262.18717802  205.12630594  255.85744091  228.83549835  217.37558033
  240.55234106  238.75152876  251.11659232  256.15723107]","[  54.42350162   35.9917403    -3.62227785   53.78896747   45.93105403
   38.35500314   16.93824467   57.66217699   41.57653702  105.46407061
   62.97876488   34.73003876   68.82881206   74.95317945   35.01485748
   30.75948473   51.46169016   61.744087    123.81483265]"
"[ 113.70714756   84.00254409   66.51876503   51.12004578   70.48597418
   86.54193504  113.70714756   84.00254409   57.71599376   70.48597418
   57.71599376   70.48597418   57.71599376   70.48597418    3.00845227
   76.04864068   68.94349735   57.71599376   83.13631064]","[ 231.31927607  248.61812234  265.70839966  263.58012947  226.8141284
  291.28256372  255.29892354  248.5842559   316.2571043   234.32728419
  263.66108146  261.29699441  261.78337263  244.80525025  171.43728458
  254.37446647  225.75855079  234.86777546  282.73890043]","[  2.12841013e+01   1.81975684e+01   2.18306543e+01   2.74936784e+01
   5.05381174e-03   5.47303875e+01   3.54802861e+01   3.02327406e+01
   5.92891105e+01   9.64210016e+01   3.76030979e+01   5.15602259e+01
   4.97975522e+01   1.24983112e+01   8.19451315e-02   9.19448445e+01
   3.54439815e+01   1.01296406e+02   5.61291312e+01]"
"[ 52.14402997  72.20599357  60.57501691  76.26160662  46.91226734
  46.78494433  67.77586835  60.57501691  82.06736508  52.14402997
  67.77586835  60.57501691  50.17459734  67.79965201  67.77586835
  59.57382087  67.77586835  82.06736508  52.14402997]","[ 269.0854076   206.76530252  246.89911257  256.14708629  269.67135851
  186.93012231  267.93997684  215.81594177  210.23416263  235.77402657
  225.93242918  280.35028784  225.1914394   230.99441291  254.5778102
  243.98920578  214.54893556  266.27995233  279.5164744 ]","[  72.42910185   38.42279238   71.55511392   34.81734256   45.72641301
  113.5792184    30.38279007  148.15979878   34.97221283   62.44068856
   54.650278     70.0616394    29.015333     -2.18396647   77.56925597
   35.28937762   96.40469492   36.02149486   18.50064899]"
"[ 61.35832372  77.76673053  52.39214167  65.25326954  48.19384269
  45.92477867  83.02751716  53.05473988  73.90513329  67.15626251
  77.76673053  83.02751716  77.76673053  83.02751716  73.90513329
  67.15626251  67.15626251  68.25704167  61.35832372]","[ 236.79152941  176.44915183  281.83708273  194.27409349  270.5579928
  202.79716621  195.27366926  248.94816745  240.71104563  268.83066922
  225.11293007  249.5697349   219.07558018  260.04750818  241.07354332
  206.02945798  218.37325137  272.73880567  245.27437202]","[  25.70274638   70.6423915    74.45645611   45.77250774   61.93807523
    2.39805219   64.79593838   46.15996376   77.35446842   74.00073153
   46.85507391   17.57778884   35.14594891   21.75270166   64.80937627
   55.40910905  150.6004658    64.12094552   31.18531393]"
"[ 74.42868659  85.11504218  66.93754164  77.05875251  54.21612073
  72.81635516  85.11504218  54.21612073  81.26577006  57.79528464
  72.81635516  81.26738278  54.21612073  72.81635516  27.00210865
  57.46852575  77.05875251  59.98620418  66.93754164]","[ 239.49095336  240.41423529  269.63992708  225.45500068  235.42977979
  208.4934151   279.35107407  212.47207475  272.21764301  165.34936963
  286.25751465  235.57039965  300.90641403  277.98528112  258.78630957
  259.26738382  241.33042861  269.52280022  215.77672212]","[  29.29318397   45.46541227   97.61688219   26.63018165   30.65678937
   33.43845106   92.05728383   18.12297483  136.66192894   14.913383
   40.36999586   76.43840826   58.72670679   83.143692     62.61280728
   61.44920639   79.44782684   61.70457978   46.05455153]"
"[  57.0822       37.53337621   34.87342675  106.87727499   40.78075081
   53.35770241   73.61642484   76.83121791   73.61642484   76.83121791
   52.9218294    67.65041892   78.27585894   52.9218294   106.87727499
   73.61642484   67.65041892   76.83121791   22.19088232]","[ 288.73780369  232.70570916  241.41975544  214.05367767  267.09634256
  272.53021973  275.24861372  196.43787849  319.67530512  183.25358118
  227.65160868  229.4577931   184.84292713  293.26713263  234.77931853
  228.83236997  242.45475281  159.43937182  234.82737552]","[  45.20905228   80.18923743   54.42491194   66.19722228   67.62225809
  109.61284803   57.26727409   61.24343584   70.39706712   88.86081155
   26.53551442  131.78185694    9.79032781   69.3472266    93.42479488
   57.05507147   45.24361836   78.0229427   127.2790263 ]"
"[ 57.78951537  72.47705483  24.02824592  34.00672365  65.89127943
  40.61236905  55.04328964  39.25861222  40.98166455  61.35882264
  61.35882264  56.06578865  24.02824592  34.00672365  40.98166455
  40.61236905  40.98166455  85.14293043  24.02824592]","[ 248.73819743  207.86214889  245.33973825  170.31093365  247.52107571
  170.86905946  211.78058344  225.12473957  260.29786382  246.54109012
  227.85349177  240.24715796  195.47256026  272.54525079  221.12442236
  222.38725936  225.54441717  247.92385462  258.17696696]","[  40.31288154  119.56183959   59.0552117    74.43651239   96.07320592
  105.39425899   65.91732941   88.27765564  156.18731495  107.885622
   74.29312084  101.93565222   52.05111126  108.50141371  112.37337827
   59.25784741  123.31437443   61.62432594  120.40092903]"
"[ 66.586119    62.86079068  38.46487732  55.01686369  55.01686369
  57.46501449  88.46197278  70.43273812  24.72171361  57.32999938
  38.46487732  55.01686369  88.46197278  55.01686369  57.46501449
  70.43273812  19.74283502  81.01643701  33.51668211]","[ 185.34596983  195.39335673  224.79733838  158.6209369   250.81903152
  321.56100124  273.38978862  236.46391977  274.80445783  168.46951521
  244.18769242  287.12397387  151.22214495  286.4740607   267.81401767
  275.09351385  250.90002795  282.6706565   279.13631412]","[  76.77714219   83.64086985  105.20712382  122.38542093   84.28198003
  119.00495347   82.52671424  129.40727437   81.73832727  107.89337107
   91.11510261  102.14638942  101.5723477    10.11951837   87.16744648
   76.62361011   98.67642323  106.820283     78.85762767]"
"[ 27.38033015  47.07140923  47.2357016   36.0539852   59.86203194
  76.97817249  49.98956609  84.77626707  76.97817249  99.29122958
  36.0539852   59.58764435  76.97817249  99.29122958  66.09974411
  72.84596312  59.58764435  46.82831606  59.86203194]","[ 243.46333227  257.76466803  208.94418396  251.81189559  180.05919326
  169.99946949  313.93810888  288.99385414  247.62310031  261.48957768
  207.93812049  265.42684504  239.07804495  247.12675055  265.20161299
  229.08276137  171.93597028  247.86183782]","[  94.51229411  130.1769416    42.87411309   47.62115698   36.88181302
  107.86904556  108.64334839  111.42062925  132.14647519  113.94452456
   99.56636482   62.61131547  136.56787413   60.05420441  134.69365719
   65.63342688  127.09911711  151.83886176  133.42588691]"
"[ 70.29730297  76.67751652  55.27827748  93.55297221  71.8595054
  63.83362247  55.24234676  71.00880774  71.25369171  66.52696324
  71.00880774  52.53307986  57.16985835  71.00880774  71.25369171
  55.24234676  52.53307986  53.44407616  69.43710599]","[ 234.63765751  274.60856794  241.88349827  224.11696379  226.03246294
  196.41741494  203.57946463  171.80817698  264.31712737  180.2593514
  256.66247429  233.12781618  246.09119036  303.23708919  198.53787047
  246.98282746  198.78383716  285.43945204  241.94081067]","[ 134.59382401  171.60354754   96.04112707  103.80293178  121.11684072
  126.89764928   71.7200444   111.07195558  149.74511874  167.19730786
  146.69522167  142.98538238  114.7723021   105.37332406  116.71349163
   44.77487599   71.77229083   99.12054888  140.95944185]"
"[  67.49175168   43.31686093   74.84482456   78.64550367   67.49175168
   78.64550367   67.49175168   85.52377505   17.2859593   108.24541319
   73.70173226   43.31686093   47.16690706  112.01512245   80.74269838
   54.48656269   41.71729064   74.84482456   85.52377505]","[ 162.78316508  232.26008691  262.00523512  234.4373236   241.22395055
  277.4355927   223.08632517  183.19022874  257.63101275  225.03114635
  204.11920946  204.37883688  249.20240325  251.12261675  234.70733168
  252.12091841  236.83543815  286.55734811  206.27058518]","[ 130.5705361   121.13031249  148.41619375  101.63062318  108.61387672
  132.2964657   137.89082124  126.35963077  104.0994339   103.78084698
   87.1632649    99.33676302  128.61119379  159.4735765   128.72607861
  117.42524906   98.87990067   98.46308697  100.7501515 ]"
"[  82.58833976   56.29226794   92.70522215   70.04016389   79.4793031
  129.56009823   32.39343533   63.98769875   69.7790062    92.70522215
   56.29226794   69.7064131    69.7790062    93.37731312   62.54145879
  106.43396575   68.76351611   69.7064131    69.7790062 ]","[ 287.41599687  187.49335226  198.63054928  229.33277179  231.29696891
  195.05732749  249.38214342  206.07771524  173.85405212  231.32580811
  209.87121497  224.9748244   240.23043696  189.13511251  202.18071653
  228.80634595  223.51093629  216.92808036  179.05479024]","[ 117.32678242  135.96594389  123.60305504  133.0671469   117.70306992
   94.28377209  107.07224043  145.7876673    85.2184897   133.29285229
  159.82880018   86.38185035  119.13038731  151.29903308  167.98482772
   71.93669748  138.3949028   124.34324068  108.18560356]"
"[ 23.34903862  51.46347648  62.53355714  45.20651468  94.2941519
  91.14634952  34.00631264  75.9774326   75.8338757   84.90124797
  94.22596764  48.69392259  48.69392259  72.34354467  71.45101152
  62.53355714  45.20651468  94.22596764  48.69392259]","[ 246.03251427  244.28680402  262.37475453  213.05908109  165.2662376
  254.7258226   277.74633571  232.22942146  249.19735458  227.03529487
  198.45631804  247.66189041  246.61214862  181.37556318  213.40490565
  230.44692486  267.9911087   185.0611257   262.72960531]","[ 127.9514152   138.67393355  129.72233953  135.25198016   98.61553971
  134.34067506  114.81281052  127.44925412  113.8165444   124.76126905
  163.19713063  154.82683771  105.27082327   92.64486229   91.20899734
  129.10503884  105.60202669  136.17010079  127.4686573 ]"
"[  85.09587893   78.41350764   63.23013742   85.09587893   80.98251172
   79.13302294   61.50024365   90.18859103   55.00438865  122.36645814
   70.20778189   82.88683131   10.84718668   85.09587893   80.98251172
  122.36645814   70.20778189   39.81794395   68.28707515]","[ 248.33697539  255.03876063  246.76650383  256.25934704  290.2161937
  261.2976673   215.83091869  213.23297637  251.5722838   242.97967696
  217.00403411  182.98973942  292.79267575  234.1843327   209.75202365
  263.5763927   207.62038043  260.39122636  242.79426358]","[ 121.02004399  139.19626377   74.56897014  133.1508554   157.23609712
  136.56971151  121.02854379   99.54865425  117.19495853  112.8878718
  112.25278433  128.36619974  131.05749667  137.71095551  147.23186907
  132.09553184  157.81936264  145.84384239   97.46330505]"
"[  96.55153292   71.02759367   37.20632671  124.12666654   71.02759367
  125.30602139   80.21920798   96.55153292   71.02759367  125.30602139
   73.61714634   42.88278188   51.07557292   67.43906984   94.90668995
   61.56717667   67.91001406   84.72481327   51.07557292]","[ 185.34319189  213.96347161  229.24727794  276.10792824  210.06921066
  248.36933882  194.58164152  203.49991314  255.9479142   239.20465074
  215.49594262  247.35455732  228.03615006  282.17618828  259.62723174
  188.36865391  210.72519601  239.53743544  264.93645489]","[ 153.78608564  136.4568934   146.49690347  164.18871648  135.3835322
  109.99715499  144.54921282  137.44442718  106.77447054  136.5368725
  139.73552865  165.07126859  107.34610525  116.48937506  141.94181113
  100.43962966  153.13407852  140.19768522  112.80746961]"
"[  99.71962722   89.66561616   71.52331519   73.1566598    39.19517906
   75.31120039   39.19517906   75.31120039  105.14091612   55.75610152
   89.66561616   80.22301792   64.69882346   73.1566598    99.71962722
   56.77399495   80.50661469   56.77399495   80.50661469]","[ 233.68014316  231.05066939  229.68000018  270.6373559   236.87441498
  211.82346394  262.59966673  260.27369331  265.65874041  220.09584961
  188.05517082  221.91250563  235.38592322  271.37472264  273.28769052
  227.41597535  243.10443353  229.24318973  189.55178363]","[  99.08874219   84.60565367   91.30083736  113.83122091  130.5517658
  107.94627917  123.94253894  142.55300575  141.22325982  162.41329126
  126.15749375  126.92827851  154.68108302  125.00752716   96.57421208
  150.00903862  123.46314133  129.59923283  126.2915364 ]"
"[ 28.98204192  36.40017685  83.64534245  83.40934085  70.56010731
  33.9490693   74.8085067   71.28979989  18.03245167  71.28979989
  18.03245167  77.34470641  90.60500042  28.98204192  23.75044931
  23.75044931  61.09158374  28.98204192  36.40017685]","[ 276.02909599  187.64244775  224.93905344  256.97812221  221.90761961
  215.32871798  203.90637001  246.99922363  261.4159513   300.41872015
  249.16211177  256.45111267  228.17570739  244.6808814   246.54408318
  298.02973395  254.98670062  177.19488387  249.53600435]","[ 149.96154332  126.21107612  116.81306892   95.75263362  152.08477399
  156.45217534  153.84421171  144.28332706  150.67870025  124.16152082
  115.79201001  145.35071427  179.60424606  139.66565322   94.06275314
  108.01107591  106.45723455   94.22432567  116.14315155]"
"[  47.81196357   81.72728082   83.38273414  107.70057879  106.35237089
   43.30748404   23.66816719   74.3495931    52.94512624   50.78314616
   40.53854008   52.94512624   52.94512624   50.78314616   65.00334992
   79.56329978   81.72728082  106.35237089   43.30748404]","[ 233.68907977  226.44866861  225.19449459  271.64811627  283.4124751
  276.37993063  212.9008416   278.62257963  249.66866351  239.34593359
  260.32532529  273.78593342  234.95739044  223.73167209  278.19329453
  208.81503622  242.51790774  261.98688214  239.64219558]","[ 142.94253658  126.46672749  119.02587437  126.65748178   99.23530957
  159.07019234   96.10370947  131.97359222  111.06388052  131.42137456
  150.17457223  152.29622473  154.97543131  146.81075679  128.46420571
  159.40844385  131.99720761  128.92516146  160.74397935]"
"[ 111.68616807  110.25487172   61.38230429   91.25699345   58.74876098
   12.86356845   56.55382145  118.20652138   71.34490925   58.74876098
   56.55382145  118.20652138  106.39443028   75.67199919   58.74876098
   12.86356845  111.68616807   23.92444162   38.16670934]","[ 268.5087266   280.5517977   303.4144551   236.69643628  205.2636799
  277.5536694   227.91601896  280.1511954   192.72765193  247.34393499
  229.74469753  294.4397404   243.53186201  228.52525699  263.26405615
  216.07993506  262.31436365  263.53998544]","[ 144.43992365  140.60730375  171.3742174   145.41763486  138.21611887
  125.62707644  166.99737137  132.31830094  148.52429153  123.85307759
  117.63655803  181.17995343  120.05550394  152.96942411  151.27348287
  163.41626153  142.20407883  112.18997922  168.23921301]"
"[  93.18515465   54.7683293    52.52552962   85.28452102   43.65018072
   29.20404085   43.65018072   29.20404085  107.00247433   62.55142696
   80.13900564   84.06500968   50.00508517   54.7683293    24.65703828
  107.00247433   49.76676103   14.78896675  107.00247433]","[ 226.86354855  267.35546159  245.12403082  313.58694429  273.09389085
  278.36179941  245.94706862  231.30421982  224.98902913  159.80229293
  247.09200725  259.29692275  237.16868867  234.97504527  257.84119658
  268.52964199  242.00880546  252.82282504  310.29498522]","[ 144.60344005  179.47969083  139.44317152  132.7068995   129.60269927
  157.68540701  136.56600601  171.4049061   174.70431797  146.48348815
  129.7557215   128.9336688   115.15245865  170.17607311  112.10451348
  126.30166276  129.67379371  133.13767056  185.12691844]"
"[  60.64132238   86.00331112   52.99335885   81.23244146    8.93966427
   59.49818876   63.6805075   127.13011762   59.49818876  108.57971901
   34.05125753   63.6805075   127.13011762   81.23244146   63.53812063
   52.99335885   81.23244146   38.20998516   83.62581067]","[ 269.01892778  271.42671853  279.95223573  287.01260041  250.00712898
  235.23293839  266.40518143  224.72988487  265.41478462  226.87132235
  272.93888347  230.59053281  261.36732561  165.41950435  234.04820405
  238.90608676  296.8496488   240.69264395  175.83848356]","[ 132.95923514  112.29790805  135.17508594  163.42199874  172.62582848
  144.54930057   99.05152842  169.42528704  150.29958313  185.5719318
  193.72891156  172.14197747  114.95198703  120.22606918  106.12289142
  160.58336931  157.27329567  124.12869052  148.77696388]"
"[ 104.14433732   55.26832488   82.60579646   28.47824824   43.52652107
   48.18847437   64.74903896   48.41233491   43.52652107   48.18847437
   48.18847437   19.43706399   68.28686449   66.62933029   55.39383108
   87.46973006  104.14433732   55.39383108   87.46973006]","[ 225.33964388  230.01495227  246.17227124  286.45503012  287.10951585
  215.57185753  259.32706476  258.79588184  288.42315961  246.39070962
  199.2757333   224.66181396  292.77470889  210.74713777  248.53313301
  245.80241613  280.67079647  220.92749866  257.91275926]","[ 141.67437821  139.75961752  176.85963409  154.23846219  118.68638777
  107.04083047  167.04759189  166.77339661  140.34017146  123.54894105
  122.13175385  143.93242126  136.15369116  170.91952741  122.81527219
  123.20102066  152.70622398  151.6776574   175.40963143]"
"[  37.8835005    69.41733397   56.97010379   71.302643     97.17884807
   37.99788251   31.14552761  119.24831469   59.10325462   92.39959488
   37.79698084   59.10325462   31.14552761  119.24831469   58.33576858
   37.79698084   59.10325462   71.302643    108.47833288]","[ 261.46348992  222.50033503  278.67386946  283.74025097  271.8791093
  255.07338472  281.90432961  235.94563549  208.3170155   232.32435453
  279.78952364  226.61428229  231.77442927  244.62214319  212.56150033
  256.67983296  285.22452304  251.01631947  194.55214676]","[ 161.14271522  142.23884589  135.43751501  176.92220515  155.78449796
  120.90587187  134.310892    151.25970301  124.50438335  150.90709627
  161.9265994   219.38357594  171.96304739  171.80771348  169.9422221
  153.78196073  141.68723178  167.49920882  160.60616419]"
"[  70.46456954   10.67277363   57.15084396   60.76691363  109.12921694
   44.74952919   60.34321976   71.73896594  140.33582556   -0.26863784
   44.74952919   70.78137749   91.71298562   96.03518221   96.03518221
   91.71298562   96.03518221  140.33582556   -0.26863784]","[ 271.41583401  199.49901135  257.48157799  245.8625466   211.11721202
  260.32952331  209.226646    235.52613581  237.49683983  200.91207175
  290.84636298  294.33992131  257.51832755  232.68084131  230.77208982
  261.07062577  218.8376601   273.40264971  247.00749175]","[ 140.03851872  170.43791783  148.95598131  130.22071642  121.5407756
  141.09003573  162.02854487  160.56307376  148.99086405  150.03875568
  169.30215776  161.98638294  140.22514882  136.02824497  176.48558194
  127.90035271  179.63145531  158.33015628  169.87806332]"
"[  14.06533527   86.71350696   39.83392128  146.34310512  146.34310512
   64.86156969  114.83189856   48.39754793   17.02422985   85.23805675
  112.91104406   10.6688386    56.55559701   65.19861539   39.83392128
   79.9069719    71.57867574   64.86156969  108.42184467]","[ 266.78572941  230.41056472  255.34767862  284.99627777  266.83911466
  258.0814715   295.57142422  231.72072844  188.72541838  260.70497379
  300.1586117   267.64985459  254.88567748  199.52602243  230.72894089
  270.49786465  255.17329039  251.54120164  252.95447159]","[ 189.33838024  155.38386012  133.21285798  151.87875005  137.0338011
  167.63962606  118.31259387  137.8903159   173.91833422  172.28217009
  179.26416629  185.70787262  189.57736214  144.89694848  108.05964613
  158.65833084  161.01031179  138.31671349  175.33278269]"
