trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4
"[ 49.97615866  39.98000292   9.98572929   9.98346603  49.98175286
  19.97182688  29.984951    49.9713528   59.96568606   9.98628378
   9.98040379   9.98486388  19.98693814  99.91307293  69.99154702
   9.98654648  89.96794126  19.97273197  29.98903122  49.92909162
  69.95985401  19.97610603  29.97356247  49.95135374  29.98493227
  39.97904858  89.97333286  49.97615866  39.98000292   9.98572929
   9.98346603  49.98175286  19.97182688  29.984951    49.9713528
  59.96568606   9.98628378   9.98040379   9.98486388  19.98693814
  99.91307293  69.99154702   9.98654648  89.96794126  19.97273197
  29.98903122  49.92909162  69.95985401  19.97610603  29.97356247
  49.95135374  29.98493227  39.97904858  89.97333286  49.97615866
  39.98000292   9.98572929   9.98346603  49.98175286  19.97182688
  29.984951    49.9713528   59.96568606   9.98628378   9.98040379
   9.98486388  19.98693814  99.91307293  69.99154702   9.98654648
  89.96794126  19.97273197  29.98903122  49.92909162  69.95985401
  19.97610603  29.97356247  49.97615866  39.98000292   9.98572929
   9.98346603  49.98175286  19.97182688  29.984951    49.9713528
  59.96568606   9.98628378   9.98040379   9.98486388  19.98693814
  99.91307293  69.99154702   9.98654648  89.96794126  19.97273197
  29.98903122  49.92909162  69.95985401  19.97610603  29.97356247]","[  19.97192774   69.91726249   29.97411742    9.9790676    19.96609366
    9.9817945    59.93420814   49.96400399   29.97835705   39.98570143
   49.9761031    79.94816946   39.98236294   49.96266906    9.98426996
   79.96356427   29.9750737    59.98622099   19.97522499   29.99227017
   29.9872517    49.97142805    9.98000519   79.93011099  129.89930378
  199.89747258   29.99043905   29.9881303    59.95744413    9.98840556
   29.96768308  109.88335919   79.97483964   99.93075417  109.95671714
   69.97126425   39.96158537   59.96950648   39.96734459   59.97498508
   69.95199066   49.96002149   29.98951333   79.94240014   49.94170947
   39.96871964   19.98169308    9.98518423   69.9631149    89.93522865
   29.98073988   99.96513199   39.98350006   59.93818542  109.94650402
   49.97655937   99.98296011   19.97180278   39.98848723   49.97705136
   19.98559557   39.97749502   39.97921904    9.99059691   59.97924876
   49.96335329   59.95443328   59.97032083   49.98347312   19.96778814
   29.97135418    9.98241296   39.98322988   59.97827585   59.95657044
   79.97201847   99.94005893   79.96706494   49.97229534   39.96364803
   89.94302756    9.98256767   19.97420361   69.97001945    9.98044033
    9.98271494  129.94281675   79.96410001   49.97119534    9.988025
   19.98510471   49.97512716   19.97168761   29.97970753   49.9810083
   79.96588334   39.97985129   99.93600923   29.98135333   69.9608425 ]","[  99.93602118   39.98047594   19.97403971  159.91674739   59.97481841
   89.95370821   29.98283642   69.96292462   69.95957723  159.95087863
   69.91883776  109.95646732   79.95576843   49.94637387  159.86011066
   89.9489978    69.95272152   69.96265616   89.85905226  169.95283262
   29.97760871   59.96057278  149.91976997   89.97575763  149.872055
   59.96816704  119.89322636   79.92737945   49.98500757   49.9859079
   99.97692707   49.9726413    89.92640794   59.97616776   49.97560185
  129.9720645    39.97306272   39.94793026    9.9838066    89.93965562
   49.95733036   59.97687231   59.93446591   49.98639201   29.96910942
   79.95757005   89.95556736   49.97111415   19.97284584    9.98041482
   59.98259016   29.97281534   39.96907983   59.96108934   29.96244938
   19.96742793   49.95973275  129.95809587   69.96745501   69.9323481
    9.98528972   49.98492091    9.98269126   39.98406251   79.97154436
   19.9891185    69.94379965  209.79976718  139.93872435   69.96652786
   29.98412437   19.97480724   49.96060417   49.97169372   49.98086482
   19.98814149   49.97222792  109.96340774  109.96001956   39.98511821
    9.98694287   99.95504479    9.97956891   29.95813832   19.96871875
   19.97489348   29.98375339   19.97472013   29.9884948   199.88323147
   19.99018176  169.86564413   19.96921445   49.97654914   59.95078498
   59.97766832   29.97793119  149.92082273  139.93944822   19.97982783]","[  59.97661621   59.96532143    9.9798137    49.98426653   19.980752
   39.98838123   39.98021132   49.94235263   19.98306554   49.98540395
   99.9557063    29.98820227   99.96556526   49.95409165   39.97033726
   29.98186972    9.98186359   29.94515758   19.97774341   89.9568884
   29.95906896   59.94723134    9.98633586   49.9780812    29.97880991
   79.92788559   29.97659032    0.           69.94395155    9.98520221
    9.98699124   39.96839185   19.9778874    79.94184947   29.97441277
   19.97082808  109.96639117   99.92250297   59.98343626   19.98204374
   39.97442849   29.98103739   79.95955565   69.95977749   19.96959737
   39.97844286    9.99026137   69.96034797   29.99083804  109.965658
    9.98364831   19.97410306   59.97559892   39.98145734   29.98732623
   19.9877524    19.98386591  119.95220857   29.98760276   19.98791303
   59.97557638   69.96533827  159.91502467   19.99076646   69.95949875
    9.98081267    9.99004183   19.98175683   49.9853509    29.97392055
   59.96376025   29.95869136   29.98392007   49.96774444   79.93799861
   99.91062752   39.96687214   49.97094288   29.96742874   29.9762434
   39.9478421    39.97222534   39.95887519   59.97479612    9.98694326
   29.96621441   29.95610911   69.9755573     9.97942546   49.9910255
   19.991588     39.98466487   29.9602388    49.95182639   39.97589286
   29.99285413   19.97562735   59.9358169    19.9786442    19.97545818]","[   9.98481869   59.97727409   59.94055498   39.96759154   69.96641602
  199.93273446   29.98519654   19.9932212    59.94385312   59.91079859
   39.95693282   89.94351719   49.96378796   49.98579279   29.95256165
  159.95257674   19.97770883   39.9708293    29.98258393   39.98015878
   19.97019354   39.9722551   149.8687912    49.97653508   19.98468564
   19.97154596   69.93714222   49.97311183   59.97057932   49.96878801
   39.97686276    9.98808943  239.83899414   19.9715865    29.97056116
  179.93259854   39.9733593     9.97944888   49.96946896   99.97642316
   39.97654551   79.96294818   69.97113392   29.94829615   19.97319993
  129.88323937   19.98192897  139.91087588   89.95728521  109.95655629
   49.95317535   39.98324594    9.98144652   19.98508484   59.95408783
   89.97402374   59.9715603    79.9537072    29.97295282  109.95144338
   49.9859979   109.91076628  139.92968347   29.95451806   49.97515257
    9.98461649   49.94632239   29.99181072   59.98221781   69.97322316
   79.96269052  109.88433381   19.96981517   39.96633371   99.97192507
   99.93049812   39.95100581  299.77116221  119.91884482   49.97762741
    9.98645062   59.94967344  139.859789     19.97357238   39.97019489
   19.97208262    9.98150039   49.97193945   79.92186046   99.94715905
   29.9831238    79.96561776  149.94850838   79.95893531   19.97698506
  159.927522     29.97331057  159.94408379   39.95646472   79.97257488]"
"[  49.94905293   39.96810403   19.97781084   69.94218701   39.99051071
    9.98518498   29.97388579   29.98802644   59.9706912    39.98528965
    9.98679707    9.98639115    9.98299366   69.96304185   29.98440703
   29.98851757   79.98124155   39.98134086   69.96597055   69.93933089
  109.94438455   69.97554396   39.96818632   29.96274127   19.96783378
   49.97844694   69.98670109   29.9771774    49.97125481    9.98203649
   29.97835339  129.95215454   89.93951934   29.98802644   59.9706912
   39.98528965    9.98679707    9.98639115    9.98299366   69.96304185
   29.98440703   29.98851757   79.98124155   39.98134086   69.96597055
   69.93933089  109.94438455   69.97554396   39.96818632   29.96274127
   19.96783378   49.97844694   69.98670109   29.9771774    49.97125481
    9.98203649   29.97835339   89.93951934   29.98802644   59.9706912
   39.98528965    9.98679707    9.98639115    9.98299366   69.96304185
   29.98440703   29.98851757   79.98124155   39.98134086   69.96597055
   69.93933089  109.94438455   69.97554396   39.96818632   29.96274127
   19.96783378   49.97844694   69.98670109   29.9771774    49.97125481
   49.97259568   39.98698634   39.9716391    29.98944203   89.92262358
   29.96319142   69.95311279   49.96741697   29.99243748   59.9748111
   59.98273353   69.97767532   89.97270219   19.97298663   39.98375318
   39.96463306   39.98619593    0.           29.98956316   59.95431556]","[  49.95147144   29.97809472   59.96487037   49.96768442   69.97306815
   39.95996306   19.97454583   49.93350513   29.98442262   39.98258245
   19.97316113  139.8829426    59.96587452  109.98139103  159.94886851
   19.96974092  209.82598356   99.9475405    99.93758818    9.98163173
   59.97260153   69.89601631   29.97175803    9.98481707   49.98032695
   89.89255125   39.96818234   19.97102329  149.95881488   19.97534994
   29.98502658   39.9894274    79.9404162     0.           29.98786271
  129.96179114   59.97119054   69.97030819  109.92501964   39.98346548
   19.96950187   19.97096553  199.92467621   59.96514439   99.95126968
    9.98834868   19.97934243   49.98830137   29.96751892   59.96785554
   59.94309871   59.95975378   69.91680473   49.9572822    19.98177653
    9.9855386    79.97975348   39.96577949   29.97757114   19.98004825
  159.92907076  209.96464011   29.95193847   79.95808615   19.97387965
   39.99171961   49.9710761    99.88995126   39.95610264   69.97682842
  179.86684456  109.98182017    0.           29.95143931   39.9586182     0.
   19.96931357   49.97198518   49.98646946   19.97675101  119.91801153
  109.96292366   49.96493907    9.98880823   19.97012382   59.96610696
  119.92452011   89.95454502   19.97576068   79.92312965  119.90019633
    9.98621682  119.84733906   39.97372964   49.9567452     9.99090554
   29.97436317   59.94298024   39.96520966    9.9792013 ]","[  29.9799223    79.94786864    9.98194896   69.95369274   59.94079158
   79.95946505   19.96865887   49.97597282   79.95692352   49.97373386
   59.93602228    9.98784346   19.97032242   39.97092979   49.95931576
   79.94470029    9.9826335   159.95510139  179.90910226   19.96971755
   59.96762134   69.93248326   89.92311038   29.97751723  189.89865568
   29.99027571    9.97939542   49.96912965  389.70881952   79.96709165
  209.80486321   99.9356836    69.96247236  129.91208194   19.98316682
   69.97404494   39.95560493  209.84763348  119.96453766    9.98495363
   49.9640868    99.96627374   49.95499977   49.98559941   59.96861667
  139.93486417   29.98987363   29.95737713  119.95477486  119.95602824
    0.          109.90603106   59.97220186   29.97889165   29.98481092
   99.92981403   79.95922838    9.98252337   59.96534885   39.96549122
   39.97317733   39.97748585    9.98134589   39.93820201   19.97182563
   79.94794852  159.96277284   49.9804144     9.98328098   49.94891154
   19.97475927   89.91565333   89.94956688   39.98535732   29.9680396
   19.98803902   59.95810588   89.9567118    69.96417723   19.96945561
   39.97625349  149.9196009     0.           89.9597906    79.96016464
  119.95791107   49.96268885  129.86578851   59.95412062   29.98172192
    9.97974843   59.97533271   59.97437613   29.96239658   29.97355244
   39.968186     29.97209554   69.96459706   59.97395285    9.98697924]","[   9.99025926    9.98345606   19.96450775   29.96326719   29.9696447
   39.98678595   29.95732326   39.98425976   49.98258397    9.98577963
   19.98003583   79.95902196   39.97569652   89.9633679    19.98145393
   79.96378958    0.           49.93774841   19.98354641   29.97195875
   19.9759385    49.97196499   49.97246772   29.98681049   39.96195173
    9.98336511   49.96887964   49.97841012   19.99341587   89.96530425
   19.98263257   39.97943433   19.98501238   39.99088773    0.
   39.98030869   39.99109649   29.9817741     9.98962982   59.97671689
    9.98730868   49.96864174   99.96210212   69.95708444   19.9633045
   69.9646392    39.98147904   29.97894821   49.98406351   39.95957966
   29.97067014   29.96977276   59.96739061   29.95848045   79.96728051
   19.98101273   19.97499528   29.97556996    9.98613806   69.94614419
   99.95273674    9.98368009   19.96742019   29.96989145   19.98719437
   29.98374378    9.98799676    9.9913692   179.89755523   29.97941411
   19.97254019   29.9735386    19.9926706    29.96431662   29.98755168
  179.91659526   29.95699296   19.9809472     9.984012     29.98851797
   19.98511162   39.9838078    39.9807913     9.9820161    39.97971497
    9.98528403   39.96220825   79.94495247   39.97908343   29.98748029
   49.97358201   29.98342246   19.97860209   29.9795919    49.97678795
   39.97668185    0.          129.94705251    9.99038857   39.96680831]","[  89.98459096   89.94474159   19.98284644   89.95400963    9.98865047
   99.91653477   89.96656249   49.97799927   49.96966383   19.98244682
   39.93952029   99.96599212   19.97948185   49.98306967  109.91064091
    9.98395349   19.96848505   29.9590876    29.98143299  109.87561124
   19.97416631   29.98920615   29.95793675   79.96611679   69.96721407
   39.97653934   29.97527538   29.97352529   29.95593034   19.98639221
   39.98667077   49.97631957   49.96660432   89.93904463   29.98436484
   39.94613697   99.9058141    39.9826561     9.9858362    29.97102769
   69.96749233   69.94145638  219.91455756   39.98141057    9.98405195
   29.97345904   29.95907768   99.92076139   49.98745872   69.97947284
   59.97333466    9.97955092  169.95865588   19.96541559  139.88314216
  139.96125922    9.97949961    0.           39.95230569   89.96669763
   49.93809917   49.96450857   39.97819445   49.96741619   69.96386152
   19.97697279   49.96998116   59.94615214  109.95391271   49.96604061
   79.97458801   59.97525286  109.9280712    39.96471279   29.9643718
   39.98179461   99.90993195    9.98092631   39.98273318   49.96721619
   19.97051156   59.97482031  109.92685358   39.98390118   49.96574084
   19.98140785   99.95212967   49.98456623   59.95752717   59.95934534
  119.97286044    9.98229555   89.9814234    79.96639611    9.98328038
  129.88922305    9.98785337   69.95830209   19.97057486   29.99122191]"
"[ 129.93990953   29.98631818  109.97628844   59.98125038   79.96837749
   39.98008384   29.9855457    69.96116892   19.97585862   39.95254428
   59.95390979  109.89758648  109.96390871   19.97038547   29.99097608
   29.97149309   39.97844263    9.98508687   39.98302978   19.97066277
   39.97052616   49.96587893   39.98343719    9.98899391   19.9739247
   69.95982346   89.95630993   29.98631818  109.97628844   59.98125038
   79.96837749   39.98008384   29.9855457    69.96116892   19.97585862
   39.95254428   59.95390979  109.89758648  109.96390871   19.97038547
   29.99097608   29.97149309   39.97844263    9.98508687   39.98302978
   19.97066277   39.97052616   49.96587893   39.98343719    9.98899391
   19.9739247    69.95982346   89.95630993   29.98767227   89.93279089
   49.96883704   39.96605773   79.90984869   49.96218933  109.97628843
   59.98125038   79.96837749   39.98008384   29.9855457    69.96116892
   19.97585862   39.95254428   59.95390979  109.89758648  109.96390871
   19.97038547   29.99097608   29.97149309   39.97844263    9.98508687
   39.98302978   19.97066277   39.97052616    9.98203649   29.98055121
  129.93990947   29.98631818  109.97628844   59.98125038   79.96837749
   39.98008384   29.9855457    69.96116892   19.97585862   39.95254428
   59.95390979  109.89758648  109.96390871   19.97038547   29.99097608
   29.97149309   39.97844263    9.98508687   39.98302978   19.97066277]","[  29.99182491    9.98422922    9.98651766   79.95284288  129.90587218
    9.98543368   29.98638841   89.95125369   59.95509022    9.98408919
   69.96304137   79.9689251     0.          119.95853466   39.98262829
   19.98090304   59.9463883    59.96462242   49.96280437  159.86679333
   39.94969501  209.87984956   39.97814348   29.97341263  119.96336553
  129.92345133   49.98229206  129.92826373   29.97379928   49.96558639
   29.98487653   49.96865191   59.96449537   79.96862421    0.
   29.96685753   39.95945394   49.98652186   39.99135335   69.96055091
   29.95892288   29.96081232   29.97042916   79.94648722   39.96967948
   99.93636209   19.99004867   19.97539584   39.97251293   19.9859703
   39.98387871   69.97516734   79.95189441   29.95439645   59.90133571
   29.96529326   29.98769926   29.96639039   49.97137323   59.93635466
   49.97075059    9.9814578    99.96287101   29.98324233   99.95133089
   39.95993999    9.98394497  149.95842664   99.96394541   79.98064016
   29.98933668   19.96469304   69.97164363   59.93891302    0.
   59.97340366   39.97284044   39.95833006   49.94288787   29.97547967
   29.98056334    9.98596285    9.98368424   19.98265294   29.98658749
   29.96651956   69.96004735   29.95271572   29.96314057   19.98063701
   69.92651985  139.93819482   59.98311001   69.98109633   99.97107617
  149.89880074   49.97485378   29.96899753   49.97858983   19.96906518]","[  49.97956854   69.9742694    19.97706751   69.96855746   79.94008791
   59.96635992   39.98538388   39.97859428   49.96866357   89.96211248
   29.98484326   79.98076513   69.96030784  179.92782282    9.98332195
    9.98092047  179.93132642   59.98197344   39.97973009    9.98351991
   19.97757301   79.93302677   69.93697193   89.95005812    9.9835479
    9.98361253   39.95780652   39.96513086   29.94204722   39.97447807
   89.95593794   79.96445047   49.98386725    9.98601145  159.87061845
   19.97959241  109.96264081   59.96665658   59.92839654  219.92026292
   69.9710341   109.89292811   69.96063783   59.97948479   49.97405422
   59.97917581   99.97258339   19.98045317   69.97965397  199.98163572
    9.9826908    19.97025494   79.96946959    9.98362897   29.97364988
   29.96984407   39.94897249   39.96888799   19.96407297  109.90481056
    9.98103769  149.9716687    39.95621677   99.958464     69.95485909
   89.88802484   89.93149426   39.94845443   79.95955282   99.93190351
  139.90135101  169.87492465   19.96184517   59.95360617  179.87338129
    9.98551891   59.98007005   49.9629877    39.96710945   49.94435151
   59.96020914   39.96909208   69.88798398   79.96276764   19.96852906
   59.95307715   79.96945816   39.98924331   39.9541909    59.97005651
    9.9894208    29.97553787  179.86742775   19.97112861   39.97585844
   19.97294197  149.92346933    9.98922702   79.97684783  129.96916013]","[  39.98833972   59.94437333   39.9787083    19.98083329   19.98339157
   29.97628673   39.96278751   19.98405464    9.98206504    9.98195378
   19.98875309   89.94681066   29.98518844   39.92983387   49.94590332
   29.99094754   29.97968152   39.97604779   39.96943244   29.97091619
   59.97529907   29.97410231   49.94628172   59.98721657   59.9745595
   49.97174496   39.97722298   79.97422828   49.97945236   39.9924854
   29.98417139   19.97600586   29.96291043   39.97924802   39.98348493
   29.98821948  119.95212785   19.97577314   19.97575488    9.98267854
   59.97506109   19.96577878   79.9618957    69.97482117   29.96888335
   29.98656345    0.           29.95311095  129.88704834  159.88399824
   29.98903301   19.99202008   29.9927015    19.97164856   29.98330774
   49.98902401    9.98291824   59.98081094   39.98990135    9.98545274
   79.97460781   39.9730393    19.97429922   19.97769765   19.9805014
   59.94560675   29.97267409   59.96968211   79.97429215    9.99088824
   19.98737328   39.98387554   29.95934277   39.98575855   19.97731252
   39.9890398    19.97373554   39.97082679   19.99274424    9.98433696
   49.98305139   39.9709377    39.97663759   19.98530726   39.98583965
   29.98984825   59.93476304   59.96866101   19.98043678   19.9695737
   39.98613816   59.98061244    9.97935738   39.97490354    9.98472809
   19.9689563    39.95790734   39.97977597    9.98859067   29.98869564]","[  49.97496936   69.94665692   39.95971494   29.99251684  129.97242847
   29.95702033   39.97236469   19.97794493   29.98747803    9.98733107
   79.9668429    39.943314     29.97860126   19.98428967   89.96500115
   29.97972323   39.96167076   39.93594401   29.97644094    0.
   39.96591818   59.96520833   69.9657834   109.97144579  149.87563619
   39.96405484   19.98617313   39.98542036  129.93278566   29.98067856
   19.98342136   19.98181385   59.93746802  179.91841308   39.97178999
   29.97067268  129.95485236   29.98556039   39.97779741   29.97713931
   29.97037078   19.98235708   39.96544915    9.98186604  219.94121257
   99.92704764   49.9730693    19.96834966   59.89867077    9.98929784
   49.95034433   59.98634902   29.98561251   19.96797355   29.96822486
   69.9191856   109.97484833    0.           99.94522569   89.9577563
   49.95701628  369.89359858    9.98080621   49.96583493  199.91872538
    9.98024503   49.96140665  129.94174818   39.97998426  129.91465784
  119.96064724   89.96809695   29.97677903  139.86202923   19.9813499
  109.96388136   49.97052799   39.96320438    9.98391813  129.86134802
   49.94702188  129.94155934   89.96559056    9.98801303   39.98111097
   19.97821551   29.98658941   39.9883333    59.97207398   99.96235797
   59.96679833   19.97446089   69.93674579   59.96836715  109.872158
   49.97023901   29.95786639    0.           49.98131846   99.938709  ]"
"[  49.97625812   39.98697189    9.98916232   19.97343771  169.96441665
   59.97678828   69.93208207   29.95450966   69.9256213    49.95561925
  209.80537228   59.97699254   29.97399297   29.97721617   29.96577104
    9.98423274   29.94947594   69.96938763   39.96926946   19.96703222
   49.94530198   39.97421949   49.98138088   29.97076396    0.
   69.93208207   29.95450966   69.9256213    49.95561925  209.80537228
   59.97699254   29.97399297   29.97721617   29.96577104    9.98423274
   29.94947594   69.96938763   39.96926946   19.96703222   49.94530198
   39.97421949   49.98138088   79.96330467   19.96947346   39.97907134
   39.96555543    9.98916232   19.97343771  169.96441665   59.97678828
   69.93208207   29.95450966   69.9256213    49.95561925  209.80537228
   59.97699254   29.97399297   29.97721617   29.96577104    9.98423274
   29.94947594   69.96938763   39.96926946   19.96703222   49.94530198
   39.97421949   49.98138088   79.96330467   19.96947346   39.97907134
   39.96555543   59.96697179   19.97701453   19.97068704   39.96696308
   39.95246836   19.98074827   39.97941853   69.97382099  129.96213329
   19.96460018   69.9580537    29.97076396    0.           69.93208207
   29.95450966   69.9256213    49.95561925  209.80537228   59.97699254
   29.97399297   29.97721617   29.96577104    9.98423274   29.94947594
   69.96938763   39.96926946   19.96703222   49.94530198   39.97421949]","[  19.97032069   49.96407815  109.96076708   29.97568761   19.97089488
   69.93644015   19.97667159   69.97789819  109.95018539   49.98690448
  119.97589963    9.9870906     9.98463376   69.93825435   39.98107108
   29.98617541   99.95930763   19.97218594   89.95457394   19.98576656
   49.92022137   39.97531927   19.97704993   39.98398253   29.98233949
   49.93722277   39.95330732   39.98550122   49.97236921   39.97708848
   99.93713933   49.98267296   29.96864138   49.96815033   19.97074373
  129.93269571   59.96301845   29.96725253   39.98557798   39.96520654
    0.           49.94328587   39.9690849    49.97764144   69.96688152
   59.92125798   89.92068069   29.98713245  149.87340589   49.96966976
   29.97194355   59.96894855  139.97332513   19.98171022  109.95885707
   19.96959842   39.9791953   189.91817756   89.95222271    0.
   49.97139169   39.94278089  139.88999243   59.97187257   39.97312848
   19.98029168   79.95967879   19.97708773   49.96612236   39.96891683
   39.98923619   59.98332698   69.96572236   19.98295453   99.91056662
   49.97143469   19.987783     29.98229032   59.97323874   59.97185958
  159.88668407   29.96776079   39.95543916   39.96454073  139.94824434
   49.97483221  179.91462934    9.98553065    9.98235797   49.97756252
   39.97597364   59.96476396  109.91846535   39.98077708  219.84243389
  279.93575038   39.9457787    29.95335719    9.98376418   49.97258931]","[  19.98379368   29.98927501   19.96628706  179.96326052  109.95269337
    9.98759736  179.94302374   99.9499484    29.99192045   19.98946205
   49.94953038  139.90562649   29.9813287   159.93109758    9.98361324
   29.97631326   59.9539277    39.9644539     9.98370279   29.98777727
   49.96452896   29.95478578   29.98541385   69.97015044   89.91877507
  129.93863453   89.94610029   29.96827665   39.95206563  119.9607756
   99.91415032   19.96289703   49.98522778   89.96930754   49.97812702
   49.97436706  179.9123278    19.97338735   59.97751599   19.97098051
   59.98282489   29.95713322  209.85945877   89.93137705   39.98170863
   39.97711603  169.86955761   79.96206177  159.92494424   39.97833348
   29.97919736   59.97648415   39.96682929    9.98200588   99.93898494
   39.97554174   19.98482231   99.93761154   69.95807911   39.98254233
   39.97117744   29.98840414   19.97199395  169.95691104   29.97692972
  129.96214024   59.97286625   19.9715089   139.88645113   59.97924715
   69.96338276    9.98634751   79.96524356   49.94969526   59.9538718
   29.96114147   59.97521682   49.97644891   79.97190972   79.91867035
   99.9349152    79.9671979    39.94397783  109.94730775   69.95767476
   89.90237721   29.98764664   89.94437314   59.9844755    59.9750386
   99.94432982   19.9780227    29.97967527   99.95345446   49.96335501
   29.97635912   29.95314128  119.9648921    39.97338457   29.97900863]","[  19.98467534   19.97340924   19.98744806   29.99161717   39.96697924
   19.98653028    9.99026547   39.94721983   19.97882944   19.98143586
   49.96292397   19.98124369    9.9816306    39.98564897   29.94791922
   29.97804501   39.97145194   59.98731896   19.98978137   29.96951607
   19.98117819   29.96583637   19.973438     29.97248693  129.89662996
  109.96101731   19.97242763   19.97250049   29.97054749   59.9757588
    9.98291577   49.98119452   49.95841059   49.97616775   19.97233945
   19.98961202   39.97745998   69.97111473    9.99125001   59.93722701
   29.97485243   39.97560847   39.97031247   19.97257531   79.95206469
    9.97922      49.95922897   29.98600778   49.98081476   19.98088655
   29.9724342    39.97551701   29.98946068   39.98043531   29.98327826
   19.98371002   39.98549367   29.94936874    9.98271068   69.98492052
   19.97593715   39.95917844   59.96862588    9.98605955   29.98993246
   49.97596882   29.96508991   89.95055158   29.97005136   19.98279135
   39.98633318   59.97913318   69.95429663   39.95970674   59.96738556
   19.98643145    9.98754841   29.97623947    9.98989163   39.9715769
    9.98151745   19.98010322   49.96737078   19.97651388   49.9670193
   19.97440513   99.89616971   19.99293667   39.97326612    9.99116724
   19.97033557   19.98764114   29.96464676   19.96785239   39.96393581
   29.97230851   49.97573413    9.98244679   49.96611899   39.97048625]","[   9.98667376   39.94594579    9.98177994   49.96908817   79.96837187
   59.97068161    9.98676924   29.97853755   19.97755054  339.84566899
   29.97611246    9.98078135   79.96632896  139.93616436   79.95880998
   69.96858147   29.97950954    9.98082218  149.94949799   19.9737614
   29.94775517   39.96649392   59.92993811    9.98913176   29.97439659
  109.96166084   69.97302952   49.97379967  249.84637164   29.97937875
   39.96574589   59.9766738    79.96141566  129.94772392   79.95213474
    0.           49.96786784   19.98611687   59.97103503   49.96054806
    9.98598967  169.91535695    9.98158072   59.98072797   99.96132978
    9.9899107    49.98334272   59.97353909   19.97645417   29.9898927
   19.96964265  139.91367478   69.97587697   19.97400376   39.98353461
   49.97045179   59.97258331   39.97886009    9.97974708   29.98530885
   59.95742915   39.95909905   89.95566182   39.94973729   49.98720871
   89.91881129   19.97072215   89.94000338   69.96379173   19.98048425
   39.96514079   59.95774865   99.93238517    9.99015869   29.97109443
   19.96872947   59.97176837  109.89768223   69.93743915  119.93791181
   39.95970189  119.93448961   39.96740342   19.97702548   59.94167446
   69.96312215   79.96589874    9.98128597   19.9853324    89.95667072
   79.91719287   69.98205963   49.98341325   29.97788925   29.98029474
   39.97820424   69.98142448    9.97995065   49.97204872   39.96059951]"
