rewardsSubIter0
"[  46.33059446  109.57846386   13.81742832   46.51560625   52.74919317
   84.44692808  109.57846386   13.81742832   46.51560625   52.74919317
   84.44692808  109.57846386   13.81742832   46.51560625   52.74919317
   84.44692808   53.09386131  109.57846386   13.81742832   46.51560625
   52.74919317   84.44692808   53.09386131]"
"[ 31.01497125  77.73573384  21.8010442   54.12851584  70.5807681
  77.73573384  21.8010442   54.12851584  70.5807681   67.74233999
  31.01497125  77.73573384  21.8010442   54.12851584  70.5807681
  77.73573384  21.8010442   54.12851584  70.5807681   67.74233999
  74.52582681]"
"[ 115.05077113   88.00153003    0.27424541   39.71667035   46.9920865
   70.94696578   58.85002859  115.05077113   88.00153003    0.27424541
   39.71667035   46.9920865    76.94777008   58.85002859  115.05077113
   88.00153003    0.27424541   39.71667035   58.85002859  115.05077113
   88.00153003    0.27424541   39.71667035]"
"[ 80.22635959  32.3509986   58.2041451   34.94645593  82.93433771
  32.3509986   58.2041451   34.94645593  82.93433771  19.72678766
  69.7535401   58.2041451   34.94645593  82.93433771  19.72678766
  69.7535401   80.22635959  32.3509986   58.2041451   34.94645593
  82.93433771]"
"[ 112.93588364   87.12468091   26.02259706   59.44436361   14.47577827
   31.82159749   57.3212486   112.93588364   87.12468091   26.02259706
   59.44436361   31.82159749   57.3212486   112.93588364   87.12468091
   26.02259706   59.44436361  112.93588364   87.12468091   26.02259706
   59.44436361   14.47577827   72.7225196 ]"
"[ 72.60956213  74.61004584   5.75215184  43.61350805  48.60002345
  76.74580268  74.61004584   5.75215184  43.61350805  48.60002345
  76.74580268  70.20995448  72.60956213  74.61004584   5.75215184
  43.61350805  48.60002345  70.20995448  72.60956213  74.61004584
   5.75215184  43.61350805]"
"[  6.55183613  75.9766188   36.82584383  84.47698391  55.17679953
  59.26242722  36.82584383  84.47698391  55.17679953  59.26242722
  61.50227133  39.69900106  36.82584383  84.47698391  55.17679953
  59.26242722  61.50227133  39.69900106  75.9766188   36.82584383
  84.47698391  55.17679953  59.26242722]"
"[ 59.64637395  22.74021094  55.60364542  72.86671696  67.12073832
  56.32185815  59.64637395  22.74021094  55.60364542  72.86671696
  67.12073832  55.60364542  72.86671696  67.12073832  56.32185815
  48.19780527  80.97565166  55.60364542  72.86671696  67.12073832
  56.32185815  48.19780527]"
"[ 80.08043998  53.69356938  36.97983337  80.42664849  87.56574438
  49.27327898  68.27706884  80.08043998  53.69356938  36.97983337
  80.42664849  36.97983337  80.42664849  87.56574438  49.27327898
  42.60467651  80.42664849  87.56574438  49.27327898  42.60467651
  92.36892265]"
"[ 89.64113401  55.30253975  41.7728292   86.02316863  68.87126144
  86.02316863  68.87126144  66.53195577  70.86155419  91.11027441
  64.99369161  68.87126144  66.53195577  70.86155419  91.11027441
  64.99369161   9.99460655  41.7728292   86.02316863  68.87126144
  66.53195577  70.86155419  91.11027441]"
"[ 62.60501478  32.05317672  72.1841366   75.99919081  33.69138361
  47.97419804  33.69138361  47.97419804  43.52730241  54.41487166
  64.63666244  47.97419804  43.52730241  54.41487166  64.63666244
  67.74040235  56.70321373  75.99919081  33.69138361  47.97419804
  43.52730241  54.41487166  64.63666244]"
