variancceSgd0,variancceSgd1,variancceSgd2,variancceSgd3,variancceSgd4
252467.3902577742,472503.52868568833,1719056.2942405413,603812.549527377,405964.68955459795
182710.28004484792,447038.7582516665,918016.5404878015,227912.33318074374,339137.43495055183
378625.39970834774,446768.714886261,1691437.6081227418,153472.09056456643,480972.0695840036
230056.65084246366,790927.1943840671,2412674.5770060415,249308.3026010757,200049.11829717015
474416.43321804266,750579.0370558613,3794327.11209551,170220.25724806203,122071.28870131896
317808.9780890611,675944.2742478097,4840879.636657389,433685.3709280879,176004.51890941933
762403.9593776632,1102260.3610968199,2745791.9843196194,749832.1874846395,196511.59376697143
1059831.0783840397,1710239.2956419338,3196070.3302694014,315005.7992747155,346651.9894345459
392452.7939226601,1269170.9863440227,3236580.330757522,369161.53653245274,187989.63935065502
967109.2019469504,1325206.5633353984,3979027.2889647484,432366.85120591434,226038.7447623724
2198855.685754013,1220479.2590381382,2231856.1710431697,401784.3705891596,274946.64098939166
1215460.4464087633,1390523.5314740366,6578087.764968088,318501.57944274426,327554.3835178251
2226088.915397509,1892543.8714057906,4408682.941613999,1386642.1545334987,706704.4045936046
1043219.782638604,1929371.3151464984,4209128.265102391,450452.6654065154,469522.5803284186
2234912.617888117,2087273.2972139954,5857078.032053766,850595.976774342,549548.7255739857
3545080.9498666213,2708304.7294434397,4464595.447753123,1026213.6415899247,471375.17665777844
1486802.5541196691,3449364.319327576,8004725.957543943,1461262.821341878,712384.684778823
1470596.7853578879,3465077.8441786934,6981117.809848332,612255.0216700601,2002430.768314229
725978.1539173623,952290.9201109716,1498335.6717929826,1544175.3034717857,434855.4722460665
1537943.2862728026,497231.0812848364,1510833.5222582575,1579834.3576963956,540214.0842071241
903762.5357468317,915135.2736753039,1160025.1378633108,1842207.858287616,509691.42513335356
1381400.0242555316,1272884.3097346309,1302598.3580201503,1538062.7867478475,681302.7457063
1523453.7681567394,972335.7511657404,1143194.6118218265,738264.7521169899,446124.74104855745
2310103.6943122116,1316032.9092649862,1744946.2745480977,1539383.8745867228,1164106.0640460195
1537669.3582200622,1836275.1118668877,2793073.6967508947,1615968.6872693647,1058305.661296547
1631500.8147134606,834990.4707035758,3419905.527819963,1520674.5447447558,1475803.0870027205
1206494.7244120138,1203767.5289271125,1724962.0999820482,1430237.6671931832,220084.77503770395
1033825.7955974056,2455478.661602991,1624042.1961118125,469873.88555910054,1327265.2167397
1277228.5009327661,3143449.209192123,946085.9253231896,230974.1451537249,292634.8383911381
684027.3578932204,3804972.944973719,2638413.028022097,416640.0057706773,1066670.2428867877
1544340.7362754534,2612217.5588448597,1702017.0755789368,408880.4870972451,250734.53673394787
1174666.7322304451,1546090.4400907087,2477519.4473848,473537.72666637733,445292.3178420691
1196414.6027749095,996999.9885147491,4160044.4546914175,359433.55126941606,674915.311821225
3706582.9135037954,2323197.653302915,2348286.1108688656,395427.47926371347,1308392.6968093438
372882.3655550303,1047831.0295736378,3371186.0777514577,673321.7730283447,1455191.1210245686
2483917.5452701426,1122705.1794908184,1906482.1216585264,1044550.2593242235,523652.5011050115
1724591.8638048489,903518.123664119,780532.9078163941,140686.42334016922,1305143.726987953
2363720.065899886,1290941.3452585777,3678870.7544812937,222140.72194585166,2429222.6237859875
2751907.773474631,917072.2918940053,1471279.9568359586,285206.59859003156,2402462.7484238762
3344702.9968906166,2927121.8920808095,1644356.0002099553,360674.7897086591,2578459.6982390196
4556383.790779905,2328131.6372429063,3429383.540167248,372997.61714872613,3860821.1480069393
5715671.493147449,1884551.9375014245,2009015.7164504335,434893.4453662729,1291397.9918378023
5268441.888767647,3186520.728573385,1183013.7254155565,619796.7605364531,1865991.350726589
6311352.471046248,1967241.5307143126,1279286.1977683303,823304.2270690316,1443062.0027197567
5372521.67739048,2584771.460424557,2353480.8725036625,647286.0358410229,1639521.2371400243
278121.01107242977,3151187.8008753518,4088483.4674676573,926576.4833524028,2301040.648077761
634765.8684545369,1272049.9683470742,1742887.1951753888,883302.881695381,2548230.520277716
815544.0183600747,3413502.8136968534,2268287.1645754864,1953453.5970458523,1084555.6161141824
713581.8787364253,1481270.6926482734,1887595.8583521922,1829077.39822099,2635532.371686158
748600.1522439438,1577046.53699663,2891571.8271352733,1830934.4710071438,2662486.6613088474
985991.0024011226,1472276.430088931,2376393.512372347,1216991.702860015,1655936.8471044125
950790.3029966301,765313.5645929879,1752355.7777803966,2222652.1416987474,1984889.3232904384
1137543.8333582461,956764.5190875509,1177204.2110494478,2755669.730435022,1309313.359249657
346971.1364181489,775295.6765983343,3846637.2640124643,4742269.656559128,1453270.4411521954
551352.7829780955,754356.9721509486,1441313.5384120387,646444.5220783827,3000193.530962189
341270.9154792716,3099117.7394708367,1257924.5057538177,749447.0904997301,1884224.0195356586
325564.3083520091,2058268.862592782,2230989.4249645052,742059.5493817906,2877610.5719975256
218928.6854481574,1860979.147918276,2781831.754110315,398746.73247984244,3075889.3338445853
476517.5158590666,1903039.0615762866,1902002.446401546,486987.4966327623,2266492.8702438874
838404.4370547088,2858369.7922194363,7926821.448432832,725680.6903592705,2029453.1051293244
374070.3843145496,2596264.5382751925,1559458.8077268112,624575.0210618699,1675720.2232689117
616547.1554076686,2930423.0357418302,2758865.44742015,996645.8414943106,2400166.424903686
691039.6536990417,2998341.2041201037,2142678.055417642,1842310.3298751202,3217962.331967037
699959.2710198236,3586847.4195753895,1702046.0794015974,541142.4562456578,2077316.2009170596
929247.7949207976,1198137.6964147622,1373411.3676886393,505732.3501299095,3192110.3212353857
594173.3893397817,1066621.6563441986,4036740.4536191667,549921.7118376445,3004475.872251726
883729.5967347495,3173313.604472346,1691421.1413985647,701815.2516752689,1935906.3769290803
672555.5922504099,2406961.0720479996,2071287.2012254042,1039418.0259289001,2796159.349963398
513165.48626157985,1189156.6456506476,1404144.1009839724,324744.5909794338,1961458.2216348168
791929.8127176027,2162123.5520749856,2185354.492660846,728758.9190867294,1440250.1525514943
1132907.5226665814,1186191.181442395,1577811.181414893,731825.1798048142,1829654.8077360766
593387.767363171,1960550.898665425,2899249.9300416526,777236.6515875402,1789433.5252685987
674001.4015668773,2495819.894657658,2197476.46628459,736006.5749291041,1628875.8746980017
1152585.6440177085,2437635.106984336,2522070.764885092,554415.566261751,1778843.5241115296
1196727.369722425,4020450.1500347727,2753161.1998749645,782081.4522867077,2664248.034285229
1015454.8124794437,2115685.195242466,3457348.553350705,748605.2714242071,1555641.3985589691
986373.7955177566,3001973.8061987087,3224237.6927699884,919475.5246542239,1135299.7443920271
633481.1049279082,2140161.5597521523,2264669.8261396936,566535.5765209824,1405625.5922160312
925483.5289234634,1803064.706606041,1355131.3914286739,512780.99642330565,3527812.6437663613
780982.2002897025,2668494.709797378,4076286.378122688,1647793.6385598807,4827882.564539445
582422.0630799166,4712699.647236457,2061524.3183427227,1057014.182593526,853873.8981608496
1041581.4453047739,1049284.978736011,2921921.362829256,661866.5765480001,1347161.5070438618
894013.9908279588,3995709.3874505893,2068345.0781060096,403760.3579482988,1376527.09232545
1026191.0800311692,993141.2213311434,1974181.8493715294,663932.7014246532,940262.119855839
811301.656337762,3326868.2056553643,2620685.148374225,8355818.532447549,1875581.5304562496
1038921.4399339986,2249271.611985732,2195045.1696826727,7008368.458150306,1030780.505376094
1077942.537074732,1218472.0860093827,2794392.215247335,485704.1903272033,1770105.4385404084
748589.9199880592,2129319.3727675723,2172602.181271504,281655.95408696384,498996.2691374735
1153881.2020246468,3923669.820359415,3864656.437289887,410749.8661583463,747648.1309080479
1505127.8198551605,7892741.402351209,3328601.8310208376,452358.4556327491,3344524.7481720876
2573482.243431833,1504698.2019770476,3109768.008251527,366565.5320786383,2287057.412628774
2169399.68704649,2370499.2243183292,2027001.7312831185,1624023.4417131417,5195272.665500298
1109276.82065371,1639262.694879126,3378724.752137008,572493.8916866882,2270691.1540158857
665035.6792311835,1732998.8757232453,5707389.93212183,987939.7763549231,6135346.287747364
1309839.3419541349,1961711.0794056684,2268488.7848032764,1814375.9582813538,2013349.1445342202
589572.753489284,1610865.758850014,2652993.6548075974,183067.02016747737,1212470.4472149883
1255377.6746479485,767286.7775820713,2852346.740945186,218647.36405426814,1010849.8382282996
1069426.6075049222,727286.8171303966,2984938.680693492,253189.92526482316,2684392.373715876
1422838.3614460265,679455.3178277388,2507599.306933911,561998.1746694149,1238707.6640661475
677344.6880068687,2207222.2181856907,1390070.3310405703,200115.49944198027,1433590.2041945858
1831567.7724576874,4125975.754729741,3494995.2408226808,1285515.912063643,601588.804497609
490958.8449057086,2552718.3020437453,1843969.430562972,1024671.7284167171,1007395.7114806697
1046938.4000119129,4047118.7381471028,4200205.6595059335,699007.5242668062,1748539.68658777
1332411.7644096068,4642227.174664041,1103868.1091075633,1757493.5402393308,2387039.2795762736
1583239.7127849543,1848145.7983762894,1536608.525291319,634415.9436931233,3079997.288764592
1040443.6706473253,4393430.870650711,4428995.241365978,968008.0973515831,2211637.728414769
365144.15836519876,8351957.601789442,3509579.431073809,1318222.1019980737,1712269.1797127447
888077.4216085431,5096440.765217039,3707911.8639594335,813055.0405860234,2230145.3598401663
894034.2013312647,4793362.005516537,2453284.9890842154,1048458.8819455248,4402626.438880891
1057828.5988679111,3093381.9361484563,1739694.1045429246,1394683.5088531391,2571142.8856625482
587017.634189963,2686681.587881595,2891135.931984828,3165556.4664658355,8868620.541579708
403454.58173155115,3015236.9772522217,2902925.0855812747,1483513.779259539,7479671.657457385
796753.3932612916,3927053.274498726,3061937.215739054,1430133.5892544282,3617985.3112217686
568500.3561466984,5899271.8838923955,1570224.40179419,535424.4217794623,3013301.6299005225
1027563.3831144387,5934233.843483618,3813135.752852496,1040461.1854393347,2447198.876351164
577193.9979547339,7554506.481089878,1830523.311915631,665403.449127535,3073243.2450799043
722123.5164103612,10600568.672975883,3493949.962800796,1039923.3389629046,3896053.2877126024
352393.1978919253,7250284.027006518,2330267.8515074034,350669.525756869,3491729.9349281597
765738.9570085171,4099938.825285034,1426746.065491087,1273834.435375886,6486887.129362363
921469.6752364608,7325744.904766497,2136606.6608433984,1175828.3157792496,5947488.0220826315
718947.665091317,5373506.436189691,2364149.4355651983,849063.9955313443,4440309.571514127
420736.5954856054,9100812.981101645,1174000.5384542004,344941.13115759403,2393818.529148994
397571.9197024857,5915288.3577356115,1910508.5929072879,839683.9751355408,1524519.6366320888
1166524.8145460954,5844118.512637272,1540788.1172113363,1610793.7617788066,2775993.519289054
899184.4289407392,2420994.5863979384,1912169.4059509304,1673855.496193515,2822684.933804235
546603.1866674217,5933350.158091409,1926982.9731385377,2271219.5217262446,1416278.287343484
767618.8091696703,26900113.762273703,1477221.0591224867,1038505.1806278818,4031352.0413511526
1040512.5194379691,2945674.732418037,1300980.062273754,2146554.334636754,1641632.0500692667
1060258.811981681,1484733.526916873,1751379.2231305055,1938315.9427415917,2232439.8896827972
824316.8593916873,2603340.370371024,2304520.2947247345,2387119.9601849946,2980760.5519840107
691597.1040996201,1886179.645240046,1440172.6636610413,4775195.953993721,1053848.0078366096
1500779.9439719308,5125143.663739798,1969028.2051703078,524467.3241026807,589176.8853745485
1311834.082397204,3221071.4611950377,1192656.5598876975,1231048.8338761607,678339.5483736828
2115035.7918128986,4311537.122468459,4664047.216235144,477452.6278373251,1236371.8884797061
2166004.2982369186,3845845.0901769944,2001199.699305124,587201.688142271,1243050.4530174711
970481.4892788612,6418369.698771479,1626408.055857891,707745.2213568062,1642495.9178477714
1151878.4710113835,2750754.8553865696,2632538.758670864,486272.8918945447,3636019.5345550496
1095661.7736412564,5845375.592631397,1333087.8500102872,268741.7581657786,772050.0502618691
1351293.8438930982,4616345.162815509,2079714.3496867605,283575.97261740157,1921438.7308460101
1430192.627137188,2056049.1957224873,3017157.3385712435,480394.05979572475,5322230.10216164
1244122.149091952,2969470.666970801,2445127.986763786,397014.8700635324,1909704.1612798907
1133841.5357030914,6685249.701406548,1361968.8156483988,1714588.3509649425,1930707.2233234819
1756076.4823675693,3403859.01811859,3420540.9662437732,950282.8504707717,3449070.967787902
1381137.4679032622,2422018.2998413723,1614417.2628285026,887656.8071328858,2250740.3763169013
638393.6598798734,3633106.6671262085,976289.5889156347,1370204.1332938722,3563684.5900424
488377.32137611427,1806184.8729940844,1586044.1339350643,1950815.6939548228,778717.484001981
325760.7441476285,871884.262371173,1689461.7892670284,1763421.841062143,3105673.726501283
456139.5472049877,2028205.1103931363,5209640.4651054535,1005981.381681405,6409874.932762524
651506.929813757,3214467.735882501,3269371.1106687537,3486592.1438130676,6598827.645692222
1108396.7732999714,2838328.902521395,3149979.5577020636,230826.68795046728,4890778.600271252
