varianceSvrg0,varianceSvrg1,varianceSvrg2,varianceSvrg3,varianceSvrg4
380015.53577605094,14081829.397890091,13948566.155725565,43957636.2514713,8811678.987290895
320446.68836422963,12870175.521901999,13127510.305660201,4138126.3922599917,8759073.58731688
486492.51982915844,12871046.751972424,14052346.646653753,4038632.646048274,8902473.05064718
362707.79639104794,13211084.640629007,14651062.058013625,4135309.149865355,8628543.970808147
608351.2659549114,13174019.710597714,17031412.399679694,4055926.7790137893,8543760.149327608
453395.07625060994,13099788.323994158,17085905.379361182,4320249.752378941,8598196.039228784
898607.813384853,13534607.947597375,14983691.009343276,4931059.605211757,9610178.044779913
1192472.6332034105,14134858.586668631,15437498.595447922,4210926.924973027,8768513.472076992
525722.1597335461,13695112.535094071,15478213.823813202,4254573.085963121,8631642.509299243
222845125.00112784,1414291.8170350953,4448228.029057791,439653.6696251804,239932.40739190433
2284832.112838023,1350231.1108424328,2651575.052570258,793780.1978318014,5345970.831268527
1280305.5274036508,1559146.1020278335,7034834.94585056,372726.1291376584,512607.45922472444
2297708.937028059,1964262.5619253607,4873054.421094916,2271313.307913176,791256.3011695662
1115113.5073885627,2096111.2738020201,4741357.565648083,490576.5571474636,500468.5014639493
2305030.918253928,2264888.0160271763,6312101.193450523,903790.6770553753,584430.2087055553
3617264.9672146305,3440382.158551814,4910996.220840371,1086822.8400737674,501216.0762207719
1552896.307740897,3594397.610090224,8443683.038537774,1536441.3886668726,2787230.597125959
1557838.189628052,3629502.5849916926,7419683.548959774,668129.4721529279,2030286.7213103978
943288.6080592445,1330002.8313014489,2574307.231392754,1630379.0333910177,492776.37643930723
1804746.4685189577,1091887.973274407,2311602.4439130835,1715074.1138293212,132887102.32875134
1154738.306783278,1334087.8445578343,1863268.6390415016,2161278.923440295,659394.3145337102
1648005.3627570001,1707811.7415809913,2197799.2576402184,1690264.6453652817,863240.854603883
1775201.702638722,1407283.8537202864,1839568.0432479864,878319.6630636653,500464.9914983544
2549382.49561098,1733446.4974241864,5390986.656477712,1749455.6041244494,1310642.0850914752
1773052.34912568,2271424.2463433575,3502939.0015431633,2367981.368901268,2178196.6424272354
1865141.4768696935,1274412.4624534748,4121471.299182577,1689678.3957600002,1549564.7974793732
1454498.2577578716,2090430.3921721457,10074189.178500721,3452066.877924787,385361.65096579294
1088889.6078285142,2560092.6679901076,3036455.547613613,723918.1308356237,1488461.2130209098
1448476.6358677696,3289488.7199413846,1232759.6144364367,1757171.8767881636,1296217.6376369444
735409.1449481129,6647420.70168769,3328135.2043042257,675497.0518768969,1213285.795636924
1652166.3208469625,4297813.176483262,1179616796.447115,603854.5847521292,400227.0095924459
1273009.438080577,1897487.4043697878,2640180.7710426226,673309.8534643131,605322.9691268998
1297945.5209689825,1501757.286839908,8217205.718511404,3195716.3701310717,833811.8459047973
3801416.766420408,2616837.634364705,2594207.2840885865,593203.2112240284,1474605.1956758322
471825.6931730345,1394299.6526762454,3653964.6017685374,871085.5769419473,1627351.4010235437
2577860.2781910077,1438959.4827693454,5215068.145770643,1244026.4623149245,689800.3282236514
3477323.1398695987,1269902.775688012,1006494.4886505727,6815115.125402346,1419265.779315212
5095558.587050147,1628966.9988750168,60565709.76373086,336292.3479177024,2598283.0432834164
3320047.304203978,1242720.418208142,1670041.7447206716,405080.19387076946,2541341.5394310034
3686508.9559119693,3181316.3002415844,2438153.542394547,472704.5380297864,2862054.351095569
4936718.09688076,3454574.233382338,3832638.0019451487,492760.74985276506,4011851.410802259
6025731.813754918,2023624.9976246883,4074769.600015686,554266.0008672235,1641425.059734074
5614930.57642863,3301098.3795455485,1942228.0334232335,742345.3051062564,4716131.409527308
6691509.509103412,3790224.647955135,52853162.201029085,944736.3277768445,10421220.860641334
5757169.520238164,2783400.3160224403,2593071.7838905463,769375.941855604,2131856.766755342
15592509.272702685,11839224.772782197,5391166.104454677,17824750.259304702,2672428.0621023076
2204599.223506236,1611370.7820785725,2860989.2074702205,937140.611001597,2932640.737707623
3828907.568759545,3654829.597829734,14052384.374132918,2033208.2620312367,1448466.7800874703
1133187.3121884915,17187566.157477923,4931687.486681014,1878396.3543335148,3042563.5407602526
1155385.8760982705,1968748.4365483003,3844283.782673225,1894383.7622818095,7625668.466010935
1409550.5361098899,59620512.45654806,2570261.768631366,1272362.230207889,1856945.911702136
1355197.3481541737,1130128.882810975,1957797.5677087714,2276627.732667429,2348939.260515752
1535764.0381647868,1318957.1300890078,6897907.519777245,2810172.1369847707,1966395.0634942558
753118.541766004,35911471.39769844,4108148.79613889,4798299.7863172,5071117.9221571395
39425301.79882933,5275277.387049602,40748883235.67481,3187876.817385687,3288269.2869434403
427426.8224612242,16475699.860913478,1585760.31855952,5023549.81734219,2142674.2413314884
2418343.5936233117,2288466.169526167,2450330.1269600233,1040623.9211633017,3206185.938080854
297316.674622882,5013762.779638972,3256906.7534049563,901258.0088027114,3391060.1432097894
1161204.6705453023,4373337.091698903,2299530.628184427,791456.3024758111,2506618.505570432
1122279.1340659508,2972512.5542423404,10179968.444358215,1035269.667650845,2649800.2195010087
453053.0758384777,2735170.2632204224,1808590.0089324184,931424.4593904901,10065154.630188914
739000.5020692085,3746376.861166804,2693451.611389716,1305383.602245391,2578556.030138032
755012.5863831961,3187739.3899607616,3348583.518572566,2150326.046602786,7613478.7194170095
952930.4183868092,3770553.7347950027,6528828.898603843,2491810.16948587,2430681.632609603
1059799.2705542552,1482160.2609824706,1713905.644737988,653206.9726998733,3503073.7820309824
1262958.8793706964,5251086.168368882,6478259.098667022,1734323.1873513227,3175406.7920931173
972131.8834980985,3449581.0303833536,2048109.0491039802,2359051.726194128,2261716.8507546014
785265.9832381054,3810824.8718947605,2279069.8881773376,1163010.7625275333,3143481.9225884955
608408.6151071697,1484233.6571117996,1653021.6100139502,435958.81427676615,2788762.7464073217
