rewardsSubIter0
  539.91119783  949.49938811  599.71134615  899.72122617  559.56919979]"
"[ 799.77670991  389.73239774  799.78699079  799.75045014  509.82760369
  849.74013361  799.75045014  509.82760369  849.74013361  409.75225832]"
"[  429.77546195   569.85894694  1319.42131415   669.82215036  1039.72151071
  1339.57926617   739.80285204  1039.72151071  1339.57926617   739.80285204]"
"[  609.80237306   139.9088458    899.68879604   709.78306835    59.90202886
  1119.65609728   619.56341516   779.62767629   449.75103522   949.6879998 ]"
"[ 1069.64859378   809.79757132   379.87402972   809.69064923   719.77767889
   719.77230486   909.74839018   649.82442881   689.71160995  1099.69832892]"
"[ 1489.60771736   619.74566937   609.75302756  1489.60771736   619.74566937
   609.75302756  1039.63867402   539.73325672  1069.62530456   749.7910279 ]"
"[  679.72733151   839.72719728  1679.65965929   669.80855552   549.72319788
   689.83149852   519.66016618  1009.72597325  1209.54411592   669.80855552]"
"[  779.75509563   919.61155196   779.75111152  1789.47551855   729.78316649
   779.75509563   919.61155196   779.75111152   619.71920577   549.72020941]"
"[  619.70111949   949.62831521   569.62794173   719.67444691  1179.72976011
   849.74574774   829.64196257   899.67594844   779.69513768   999.67679136]"
"[   19.96393     1399.65878942  1059.71049218  1239.71506416  1409.7367738
   919.76321828  1329.59107569   739.63987436  1759.68346991  1139.57460308]"
"[ 1899.38253145  2659.24245425  2229.28903275  4339.04713341  1609.71015767
   249.71886075  1059.75896588  1899.30574458  2029.34321508  1209.76186135]"
"[  479.66617708   499.74290651  2579.28195514  1679.56811821  2409.41386987
     9.98139063  1049.56129853  2869.1674871   2089.22236302  1999.54839937]"
"[  189.88721735  4998.30172894  1009.63488972  1039.61404646  2858.81125851
  2589.138492     259.80688863  4998.51510442   259.78422265  1609.35351511]"
"[  239.85494802  2349.34459237  3108.65097417  3908.9830785     19.95990354
   949.50556889  2379.03464701  2589.17879916  3628.72578382  3038.91478233]"
"[ 4528.62398021   649.74363449  4788.38847302  2469.16312968     9.98068616
  4998.41909598  1869.27201124  1819.49029111  3798.87203065  3078.99655442]"
"[ 3069.24320327  4997.88847434  4578.23541243  3389.15091671  3398.69934906
  3499.21781162  2729.15465828  1399.60543844  4998.80305405   219.84024849]"
"[ 1589.67157726  1369.82975953  2079.54889053  2149.57817968  1289.75855555
   959.47476558  1019.66025013  1429.75252499  1859.56817831  1289.83142889]"
"[ 2239.49192651  1569.66800021  1789.61891964  2109.3218626   2029.5402688
  1239.26001175  2529.2572463   1329.74834604  1839.53566864  2369.40003295]"
"[ 4378.61959854     0.          3009.52353917  2039.60048912  2359.31258978
  2109.21368868  1759.18942024  1179.69173352  1819.62894973   929.63363227]"
"[ 4078.7729853   1059.80796489  3119.32821296  1499.53377021   849.76896556
  1189.74211423   979.79759831  1779.68129136  3499.30686936   979.75941429]"
"[ 1709.66696037  2558.80582672  1869.36632458  2719.06073059  1599.56845477
     9.98066864  1679.65228904  1759.5776312   3699.18621863  1979.50749534]"
"[ 1379.58823457  2439.49443601  4048.92344624  3758.79652727  1179.80698107
  2229.63187562  1529.65218215  2279.3045715   1189.80165822   879.62003513]"
"[ 2569.38271121   989.73401441   989.76557966  1499.59966846  2329.55843311
  1389.63741675  1609.74939589  1489.48345359  4078.90610461  1639.73139598]"
"[ 2599.5810951   1659.60251906  1209.74939012  1699.56010321  2589.49764223
  3389.20944564  1209.82497861  2839.44951662  1099.70648114  1369.7765566 ]"
"[ 4179.23146701  2929.0354949   1589.76680249     9.97991556  3029.33892933
  1459.72618312  3979.14233426  4598.6110127   3319.11663397  2809.41967847]"
"[ 4998.13917329  3708.71443743  3198.39107847  4997.97253023  4998.37132949
     0.          4998.8500952   4998.49797027  4847.87607341  4998.35273404]"
"[ 4997.31491762     0.          4998.71858939  4998.88003013  4998.22122543
  4998.29855363  4998.05239287  3818.19904009  4998.52577331   669.80709461]"
"[ 4997.89125395  1879.26061576  1419.46509506  2518.89948743  4998.51689296
  4848.53374029  1059.17919066  4958.03664583  1589.5083137   2008.6889634 ]"
"[    9.98096427   499.53156173   239.83895247  2799.17628395  4998.39595913
  2879.25239557  4088.39950452  4998.27908005  4998.59533349  3938.36763068]"
"[ 4998.39234862  4998.42588412  4999.04207363  4998.39383888  4998.85660262
  4998.14641776   479.57764658  4998.22267119  4998.54915546  4998.60039729]"
"[ 4997.95058553  4998.41753951  4998.29459745  1689.51040141  4998.36324043
  4998.94948219  4998.49867388  4998.3327655   4998.58909026  4998.71999582]"
"[ 4998.96363818  4998.85778021  4998.61196662  4998.78274655  4998.51675463
  4998.91102297  4998.48267286   169.85848655  4999.04886423   489.67376918]"
"[ 4999.03759003  4998.32803445  4998.9806636      9.98154118  4999.01434617
  1189.53574955  4998.47701903  4998.62970744  4998.91312528  4998.92137919]"
"[ 4998.33676458  1549.44617268  3659.0974464   4998.3273102      0.             0.
  4998.42670954  4998.36830908  4998.84598727  4998.80415971]"
"[ 4998.69488113  4998.90634856  4998.75560763  4998.88161077  4999.15527998
  4998.69162066  4998.97760999  4998.67797485  4998.9980982   4998.43573279]"
"[ 4998.5872431   4998.77603128  4998.98599427  4998.83897031  3688.8179373
  4998.85729074  4998.67400928  2109.56355279  4998.95906006  4998.53735551]"
"[ 4998.64793629  4998.606035    4998.7791921   4998.77861862  4999.0040021
  4998.94043946  4968.87441617  4998.74709874  4998.78881592  4998.56590629]"
"[ 4998.87950606  4998.96062894  4998.82700424  4999.0048699   2759.31837811
  2879.16236159  4939.14766795  4999.0466398      9.98116425  3859.14050827]"
"[ 4999.09921568  4999.05041607  4998.96885836  3789.28541051  4998.63740275
  4638.78332786  4999.14495912  4559.30638968  4999.20760393  4999.07441529]"
"[ 4999.08342079  4999.07894609  4998.93706643  4999.0534181   4998.84166245
     0.          4998.65033552  4998.92672193  4999.05152365  4998.87935817]"
"[ 4589.39749359  4999.04999786  4948.96819091  4389.08422583  4459.13000117
  4999.01026706  4999.102689    4999.2873861   4999.13464267  4998.72531944]"
"[ 4819.2791643   4998.81127493  4999.12763019  4999.26811447  4999.0513865
  4999.04325689  4999.0199409   4999.05318301  4998.57973738  4998.84737734]"
"[ 4998.77880205  4998.92816456  4999.10554718  4999.25179121  3729.30570518
  4909.00125526  4999.12881181  4819.07499926  4999.11419138  4999.02213123]"
"[ 4999.03389765     0.             9.98030158  4999.14362795  4998.7898411
  4999.02805112  4999.2592309   4998.90603655  4999.07089027  4999.21665794]"
"[ 4998.85160234  4999.1925688   4999.1661587   4998.83781104  4998.86992388
     9.98082625  4999.07819052  4999.09291351  4998.9755575   4999.14708656]"
"[ 4998.95964429  4999.28943613  4999.13996441  4999.04543281  4999.05710018
  4999.08921113  4998.93423001  4999.0786544   4998.95552829  4999.24837385]"
"[ 4789.03021451  4999.19682512  4999.15682582  4999.16328943  4999.20081762
  4999.1882461   4999.2490647   4909.06930877  4998.87820975  4999.31095044]"
"[ 4999.29005518  4999.12024379  4479.08168675  4199.35581563  4999.26904757
  4999.08486849  4999.15008512  4999.13682871  4999.12331988  4999.16782219]"
"[ 4999.03754143     0.          4999.14312864  4999.03482356  4998.85222175
  4999.08446173  4999.17829172  4999.00401298  4999.15911477  4999.1542207 ]"
"[ 4998.95960959  4999.02786187  4999.21620407  4999.0069675   4999.25593275
  4999.11199507     0.          4998.98650145  4998.80264323  4999.23741136]"
"[ 4999.12846433  4999.07481955  4998.97706392  4999.17967036  4999.02497115
  4999.05447028     9.98178535     0.             9.98144185  4999.08333496]"
"[ 4999.07402063  4998.991243    4998.63715457  4998.97659947  4998.99156561
  4998.94428835  4998.8757023   4998.91435583     9.98065651  4999.24118447]"
"[ 4589.01734311  4999.12629916  4589.12416637  4999.18310497  4908.8332503
  3759.41030548  4189.14264587  3069.44251074  4999.27828734  4309.12324445]"
"[ 4999.16693131  4999.07307967  4689.08090391  4449.20430517  4998.98796272
  3769.26242675  4998.82322025  4999.04028262  4998.77473978  4969.15534943]"
"[    9.97915284  4998.9580162   4999.05267194  4999.08412805  4999.07826991
  4999.10991847  4998.84037915  4998.94163007  4998.76853786  4999.04331212]"
"[ 4999.02908454  4999.23489661  4999.05689148  4999.18380969  4999.06925132
  4998.7039703   4999.1330718   4999.05181384  4998.98575726  4998.91937333]"
"[ 4999.07320136  4998.83372479  4998.98221358  4999.09326876  4999.10692924
  4999.10536713     0.          4998.77777897  4998.9900298   4999.09213165]"
"[ 3779.45434741  4409.31845238  3609.45057084  4219.3021728   4739.17002066
  4999.11254717  4829.0487211   4999.14511632  4999.05767536     0.        ]"
"[ 4999.15974793  4999.0584568   4999.13765708  4999.23315602  4568.83681654
  4998.79690376  4999.17700396  4998.97812897  4999.15595537  4999.0008601 ]"
"[ 4999.05044601  3709.26280595  4999.188989    4319.34978001  3689.40692334
     9.98032938  4998.96368222  3909.3279165   4998.86332835  4998.96724038]"
"[ 3319.35332686  2699.49292412  3219.21970904  2429.58230123  2199.5382846
  2079.7681025   2659.60081961  3719.36936592  2259.36449423     0.        ]"
"[ 3809.0274655   4998.85167571     0.          4919.10523242  4999.00120221
  4999.16313388  4739.27586949  4999.14994927  4998.92193679  4839.04723713]"
"[    9.97941629  4998.97281749  4999.1535361   4999.02442936   169.81806717
  4999.1866843   4999.16092459  4998.95607913  4999.06272239  4998.89075256]"
"[ 4998.97571359  4998.87129732  4998.96408359  4998.78707417  4998.96391387
  4999.07869837  4998.92565972  4998.7140553   4998.91324374  4998.81835417]"
"[ 4998.83608437  4999.06637358  4998.93896432  4999.07975807  4999.18241615
  4998.96692705  4998.54385754  4998.92254156  4998.84936059  4999.14065567]"
"[ 4998.83274713  4999.14660016  4999.00980873  4999.04414289  4998.9036401
  4999.09904401  4999.14379776  4999.00139449     0.          4998.52020616]"
"[ 4998.72184012  4999.07842337  4998.65714776  4998.99943463  4999.14713246
  4998.96518864  4998.86835915  4998.98458403  4999.15577483  4998.84721838]"
"[ 4999.0307145   4999.22338008  4999.12196237  4999.0664125   4998.67950722
  4998.74880706  4999.14037832  4998.90247543  4998.94580216  4999.01561154]"
"[ 4998.95917992  4999.00172459  4998.90239539  4999.01194179  4998.79554129
     9.97928237  4999.08385424  4999.08708357  4998.96104877  4998.95348833]"
"[ 4938.60514372  4998.64506571  4998.86224777     0.          4998.6654398
  4999.11032389   549.88353771  4998.99768589  4998.87954368  4999.05617434]"
"[ 4999.00977012  4998.96712476  4999.18345748  1969.55712079  4998.94974667
  4998.8906825   4998.98517987     9.98136356  4998.97791459  4999.09691599]"
"[ 4998.95228083  4999.18411266  4999.08047663  4999.28142131  4998.62266102
  4999.21631791  4998.713504       9.9796873   4999.15812661  4998.90974055]"
"[ 4999.09294477  4999.04658259  4999.18891434  4999.09065969  4998.96349568
  4999.12729756  4998.91128607  4999.0074089   4999.01288989     9.98137233]"
"[ 4999.19794136  4999.21093813  4999.061429    4999.23992753  4999.11570584
  4999.0789359   4999.1030638   4999.26527155  4999.07289973   179.8331269 ]"
"[ 4999.25322948  4999.22619365  4999.17563938  4999.15753615  4999.22670979
  4999.195847    4999.24988391  4998.95689575  4998.78838027  4998.95987262]"
"[ 4999.09727746  4999.17927939  4999.21029728  4999.13979854  4998.92986707
  4998.87776868  4999.13321326  4999.01778982  4999.1308181   4999.00524643]"
"[ 4999.11323858  4999.11716353     9.97943934  4999.02596618  4999.1359481
  4999.00834927  4999.20171744  4999.14848258  4999.15800702  4999.08722205]"
"[ 4998.99473857  4999.09388664  4998.83924085     9.97969665  4999.020279
  4999.28722694  4999.12961086  4998.9221608   4999.15152776  4999.02960647]"
"[ 4998.92719469     9.98250058  4999.16423609  4998.85260047  4999.12811382
  4999.26496977  4998.9793127   4999.27726495  4998.80668277  4998.95510432]"
"[ 4998.98004873  4999.1646882      9.97931736  4998.99455704  4999.10416633
  4999.11487199  4999.11932131  4999.26047818  4998.98059516  4999.19319903]"
"[ 4998.84893109  4999.09837079  4999.06323971  4999.05572416  4999.22114401
  4999.16005892  4998.8966856   4999.19733739  4999.1601051   4999.11925855]"
"[    0.          4998.94870864  4999.09276971  4999.15125355  4998.8884949
  4999.02082955  4999.08645028  4998.78190963  4999.19768318  4999.06199628]"
"[ 4998.89936806  4998.87877897  4998.87335171  4998.75955473  4998.91159227
     9.98126397  4999.00127306  4998.83506923  4998.89901081     0.        ]"
"[ 4998.72784535  4998.84903177  4998.97620848  4998.70381113  4998.93911041
  4998.97538192  4998.70257134  4998.99983787  4998.92719307  4998.7822663 ]"
"[ 4998.79815779  3259.2118832      9.98053014  4998.83165691  4248.90336181
  4998.77042497  4658.41096251  3269.13526536  2879.42698254  3669.00175422]"
"[ 4158.82915662  4998.72145345  3449.37997088  3129.26876386  3489.37226398
  4998.6021959   3819.06695907  4749.02165581  4999.05233798  4999.05900401]"
"[ 4999.09812266  4998.91876668  4998.95844189  4998.97332626  4998.89018508
  4999.01820836  4998.86379096  4998.92948655  4999.07665074     0.        ]"
"[ 4998.90452152  4998.9996873   4999.13339852  4998.94688864  4998.96039692
  4999.16542044  4999.12599457  4999.00004173  4999.03572564  4998.80715357]"
"[ 4999.11801728  4998.91151956  4998.92985283  4998.57400588  4998.89615238
  4999.05705866  4999.21270456  4998.79478401     9.98159097  4999.14400799]"
"[ 4999.06670361  4999.05453123  4998.90165409  4999.04720504  4999.1743631
  4999.0723371   4999.2553748   4999.00392739  4998.95281847     9.97915803]"
"[ 4999.24449789     9.97924849  4999.26312261     0.          4999.00623172
  4999.20255449  4999.09049585  4999.15505725  4998.82611247  4999.27267387]"
"[ 4999.03007391  4999.07389312  4999.30189763  4999.14799893  4999.2063477
  4999.10433719  4999.20908589  4999.36728866  4999.15630642  4999.18691952]"
"[    9.98043536  4999.19571013  4999.04667879  4999.20126435  4999.09142262
  4999.14350502  4999.08530132  4999.2558113   4999.23254556  4998.80644005]"
"[ 4999.1717593   4999.10711797  4999.08507144  4999.24997258  4999.09506104
  4999.1454778   4999.08173746  4999.13044472  4999.16081251  4998.7597505 ]"
"[ 4998.99082715  4999.11161472  4999.13633167  4999.04644241  4999.13884248
  4999.14715838  4999.21110888  4999.07943594  4999.20365729     0.        ]"
"[ 4999.08047838  4999.07737994  4998.97073367  4999.09144839  4999.13601044
  4999.04141761  4999.16340349  4999.04149864  4998.85865518   209.86456783]"
"[ 4999.08093915     9.98077684  4999.17200173  4999.21062601  4999.03544894
     0.          4999.07906976  4999.12518585     0.          4999.10689447]"
"[ 4999.17382645  4999.08345767  4999.08775754  4999.17144406  4999.04716066
  4998.96053064  4998.95367726  4999.29809563  4849.2107022   4119.35802398]"
"[ 4999.0383227   4999.05607378  4999.15476477  4999.22334503  4999.09874043
  4998.95440344  4999.06123021  4999.0054347   4999.12145831  4999.05065725]"
"[ 4999.05266736  4999.03050808  4299.25185919  4139.41046708  4999.08186128
  4169.2136154   4259.13194381  4998.94606112     0.          4999.25246093]"
"[ 2229.53826207  2769.5851503   2259.52367516  2549.35487997  2579.56486133
  2579.56138625  2129.64033096  2069.6920539   2379.55313122  3019.48796974]"
"[ 2339.67643845  2639.60518357  2219.60738197  2309.58119062  2159.64373169
  2099.69430277  2249.67013239  3009.33507176  2399.29441043  2309.60557058]"
"[ 3559.46673828  3069.39999329  4559.29184174  4939.07939812  4899.22216484
  4999.27426168  3209.49836109  4089.34212719  4349.2172298   4049.38219486]"
"[ 4999.11580898  4999.20482794  4999.20530469  4999.20532049  4999.15660694
  4999.15962066  4999.25678301  4999.22803691  4999.09122735  4999.03734011]"
"[ 4999.22705637  4999.1377458   4999.28095596  4999.15796319  4998.90667272
  4999.08092306  4999.09923049  4999.22136431  4999.16212561  4999.0716494 ]"
"[ 4999.3290333   4999.38295586   109.89352047  4999.21846278     0.
  4999.28152711  4999.14788247  4999.10295101  4999.12773338  4999.21712829]"
"[ 4999.2588019   4999.21668058  4999.21495254  4999.20950484  4999.10557414
     9.97950499  4999.19213456  4999.21565041  4999.25131445  4999.16807366]"
"[ 4999.26127489  4999.16151661  4999.21479836  4999.10355696  4999.34586051
  4999.23777537  4999.09492029  4999.18039161  4999.27604862  4999.13256907]"
"[ 4999.27733736  4999.21155945  4999.20602     4999.02978783  4999.1565813
  4999.16301744  4999.11285534  4999.16373949  4998.90611035  4999.18031825]"
"[ 4999.01090221  4999.19876395  4999.17598546  4999.02138773  4999.02881619
  4999.12312417  4998.9205309   4999.05725703  4999.22485435  4999.07638007]"
"[ 4999.0950769   4999.04441634  4999.20784287  4998.94195951  4999.01160386
  4998.72912866  4999.09106089  4999.02461034  4999.14567961  4999.21563317]"
"[ 4998.95157624  4999.05324598  4998.90383062  4998.81797522  4999.10812263
  4998.8618432   4999.03972973  4998.91659208  4999.04144632  4999.06709315]"
"[ 4999.18097784     9.98134113  4999.0003516   4998.91754126  4999.00130845
     9.97924631  4999.15771731  4999.01236631  4999.0282758   4999.0944698 ]"
"[ 4998.94987339  4998.87180657  4999.0843718   4998.99490896  4998.97028909
  4999.05393653  4998.78445169  4998.80857719  4999.05321918     0.        ]"
"[ 4998.99964569  4998.96175178  4998.93619049  4998.95379726  4998.74441805
  4998.82238617  4998.99542934  4998.9714136   4998.94626996  4998.97474754]"
"[ 4998.84464628  4999.06214639  4998.79881924     0.          4998.92210417
  4998.92639957  4999.00747971  4998.94927774  4998.90344429  4999.05115197]"
"[ 4998.87956388  4998.7067476   4998.89015509     0.             0.
  4999.09176681  4998.4517673   4998.85698838  4998.78273257  4998.97144342]"
"[ 4999.15359195     9.98040389  4998.95579965  4999.11975185  4999.10340079
  4999.01026793  4999.13353681  4999.09528174  4998.9853633   4998.73049836]"
"[ 4998.91718215  4999.07731181  4999.09659978  4999.0668931   4999.18010696
  4999.00340408  4999.08159435  4999.20321812  4998.93309832  4999.1007803 ]"
"[ 4998.98395602  4999.18703918  4999.12444064  4998.85698577  4999.02834219
  4998.76096978     9.98075847  4999.00546119  4998.78140984  4998.51571634]"
"[ 4998.82998182  4998.98798273  4998.90680952  4999.12286144  4998.81739859
  4999.05736266  4999.14584286  4998.97843833  4998.85605492  4999.13635664]"
"[ 4998.85546419  4999.09034983  4999.11132091  4998.80726702  4998.84972035
  4998.97916994  4999.02031661  4999.25596599  4999.17995214  4999.17705425]"
"[ 4999.23863892  4999.11945141  4999.01625602  4999.09892989  4998.97768187
  4999.16123115  4999.20024245  4999.12213411  4999.17214852  4998.97932922]"
"[ 4998.95874939  4999.23770024  4999.22341465  4998.98433404  4998.9678078
  4999.22146319  4999.14583212  4999.21912073  4999.02190422  4999.17104808]"
"[ 4999.22964892  4999.05129566  4999.07229714  4999.0113342   4999.15710104
  4999.32942796  4999.10472353  4999.2062006   4999.13417398  4999.10059044]"
"[ 4999.08915944     0.          4999.33665373  4999.25309642  4999.25154643
  4999.18727371  4999.11622639  4999.12623028  4999.11462154  4999.18965334]"
"[ 4999.10638485     9.97976478  4999.121157    4999.11844713  4999.14128596
  4999.16633171     9.9801327   4999.0542214   4998.9839954   4998.96031568]"
"[ 4999.05712532  4999.27402822  4999.16050541     9.97975164  4999.33557102
  4999.32911798  4999.30868924  4999.08477056  4999.18668586  4999.12394096]"
"[ 4999.30431558  4999.22117428  4999.27616728  4999.24859495  4999.31049907
  4999.1534944   4999.29973546  4999.12653395  4999.26567487  4999.30088534]"
"[ 4999.31968903  4999.35677667  4999.24408466  4999.18766193  4999.23980344
  4999.14168584  4999.20030735  4999.35656848  4999.25305135  4999.24473558]"
"[ 4999.34999547  4999.33068242  4999.25519776     9.98005823  4999.24760212
  4999.26522243  4999.22754856  4999.27059297  4999.2887681   4999.23308991]"
"[ 4999.19890697  4999.28231393  4999.29832633  4899.25550534  4999.27593517
  4999.30842507  4999.37701885  4999.30914293  4999.07145715  4999.3051046 ]"
"[ 4999.30323906  4239.41933295  4819.32341557  4999.31202768  4999.39564215
  4579.41119724  4399.37907745  4999.35079158     9.98127604  4999.33285526]"
"[ 4999.32093622  4999.28344089  4999.30374488  4999.152052    4999.18025959
  4999.22829809  4999.27400189  4999.26224503  4999.22823296  4999.27679343]"
"[    9.98247215  4999.28653702  4999.36268381     9.97999605     0.
  4999.32522032  4999.22693633  4999.40088494  4999.27738115  4999.30806568]"
"[ 4999.22376752  4999.34406522  4999.2374209   4999.20775772  4999.35776404
     0.             9.97998824  4999.25650009  4999.24177079  4999.25849784]"
"[ 4999.35120046  4999.31015655  4999.39084658  4999.29207449  4999.30492785
  4999.37742101     9.97983005  4999.34221972  4999.33963925  4999.32574642]"
"[ 4999.34498399     9.98057638  4999.36999145  4999.22241483  4999.12051097
  4999.30592274  4999.20458463  4999.34926412  4999.30678138  4999.29112679]"
"[ 4999.23155029  4999.29799463  4999.26595152  4999.23526112  4999.11906217
  4999.22301735  4999.22396991  4999.20427915  4999.26662528  4999.22179245]"
"[ 4999.16727883  4999.14727411  4999.21557699  4999.30494747  4999.14021947
  4999.2797519   4999.19681417  4999.24100722  4999.03621276  4999.21479825]"
"[ 4999.15888865  4999.30697276  4999.16361569  4999.08142248  4999.20788396
  4999.15696942  4998.95556468  4998.97643899  4999.1177436   4999.2960784 ]"
"[ 4998.94087555  4999.13243324  4999.12576976  4999.02834149  4999.22041468
  4999.03827011  4999.21240811  4999.13684111  4999.18154026  4999.28084201]"
"[ 4999.13340759  4999.0189134   4999.17726488  4999.08407995  4998.94853012
  4999.1831351   4999.16201703  4999.27263807  4999.11413927  4998.76644666]"
"[ 4999.08756821  4999.08757264  4998.85282641  4998.89862842  4998.99503934
  4998.8775642   4998.37173427  4998.59600862  4998.85984813  4999.05579095]"
"[ 4998.98759469  4998.7385573   4999.17355799  4998.43277702  4999.12993757
  4998.70129265  4998.82247656  4999.06181129  4998.53270657  4998.65594979]"
"[ 4999.10700165  4998.98539257     0.          4998.71023004  4998.68505314
  4998.29757615  4998.67460066  4998.21926333  4998.80815315  4999.02096268]"
"[    9.98172464  4999.02073158  4998.26031487  4998.98874596  4998.89596947
  4998.80153173  4998.65514219  4998.55686896  4998.6730819   4998.48485939]"
"[ 4998.61738462  4998.75526869  4998.92051823  4998.82245268  4998.77007062
  4998.62561656  4998.65698267  4998.85321764  4998.58543733  3748.66863234]"
"[ 4999.1468974   4998.95870286  4998.78563407  4999.09686223  4998.85992978
  4999.18790464  4999.07623923  4999.04157118  4998.90437769  4999.0535762 ]"
"[ 4999.02106124  4998.90462529  4999.32551472  4999.0961493   4998.93595515
  4999.1823234   4999.23277488  4998.9528738   4999.31908496  4999.20751041]"
"[ 4999.07064507  4999.02909273  4999.32618958  4998.94542532  4999.21014055
  4999.09526937  4999.18540236  4999.21239568  4999.2437143   4999.25836679]"
"[ 4999.06637727  4999.23019558  4999.22384942  4999.26750292  4999.07239407
     9.97992936  4999.14581634  4999.18042653  4999.23602142  4999.16932218]"
"[ 4999.33574524  4999.34255676  4999.17600322  4999.20769185  4999.17876568
  4999.15298956  4999.21936031  4999.14398533  4999.28394793  4999.29594674]"
"[ 4999.3575658   4999.23019839  4999.17510654  4999.28308382  4999.19643861
  4999.25968485  4999.23266861  4999.30566298  4999.32151412  4999.11351197]"
"[ 4999.35035175  4999.14487708  4999.25371382  4999.35537042  4999.13024399
  4999.20498148  4999.17752277  4999.35083539  4999.20365872  4999.30232708]"
"[ 4999.2206939   4999.17636417  4999.34363482  4999.28662445  4999.31853146
  4999.1327237   4999.23034692  4999.24582711  4999.32662048  4999.18412648]"
"[ 4999.27817167  4999.3093779   4999.29361606     9.98152825  4999.26668258
