varianceSvrg0
403.20309147326145
13183.220618898999
5914.287092391742
4530.754081455751
2900.411512843764
4330.999346431374
25362.687067510476
58697495.461332336
45038.920697351496
50618.906319644564
50412.65817211672
46629.688182833685
58267.24354417612
70780.93130094021
63517.566218220236
65332.717395114116
346627.67477689934
51699.94651821073
22158.53607637351
40308.29363529521
348352.01519163983
712511.4145196114
164140.4199024271
304752.4676157916
552411.1699311469
332602.074720053
776609.5034193301
1578252.6818264695
1302105.8970061357
3841737.2051006826
2430286.6206865907
1900543.9984875086
583726505.7191311
6001109.397608578
1846715.0663885016
1673680.2573719765
2589394.846907921
6524815.165285944
5487937.466247706
1660651.8509853317
1032366.4865282087
2473389.6311357697
2350286.195463036
15308707.351347707
10239507.997895643
10351928.891733173
12272206.862754244
8630955.107814996
66284579.26954502
7441330.002351383
3860584.9114160254
9870089.197878107
12699058.567318127
4591401.423259421
8023163.286613248
9320163.379553832
14115807.179002754
6578251.027786673
3846914.2141787885
6681745.636010351
10243117.214393172
24009996.107294116
23041951.799178652
4131954.9661356425
38557798.699652106
11662843.441760361
4462907.424681589
387938.4346217247
2600378.492910198
299704.88747397566
421289635.90158606
258928.6784256239
383742.1753127424
216177.8149268873
979355.515717634
955508.1922114354
840782.3147796657
249893.68845873277
167940.58491081293
202028.62406727218
469192.79186123423
592198.5859005869
881424.5789796493
2881694.1479336377
44196277.187165394
2507403.2823290667
1770420.6131337793
646284.5879039097
106853.22821537234
365537.7404818957
2226630.5264655743
572165.7469812244
376557.88592905994
7414358.718603184
67651616.34668402
71694294.10747278
21941710.14233668
11860564.145188197
16760004.68829466
17173001.28511552
11321037.898847673
25167660.97307953
49249456.493124
6495984.886968847
2104992.801290476
4939168.86160641
108113497.6511113
472405.480819119
263676.47954942234
318843.7954323591
591768.5266421398
549799.176158586
686927.3145204998
359355.54686729383
1453982.428108034
5029099.81876377
335355.3574324238
7895745.518410344
3960826.958560658
3304212.91283964
2786971.4066908285
3193960.5136056533
2931691.7626800854
5084796.557607821
2899524.954692639
152174511.73914522
630949.9161223446
582747.0871294627
6209695.143311217
772380.4778126231
475133.46885798726
5469458.39881774
3425495.2592040887
57733308.402345546
22917818.95640835
55891252.43419425
78596009.14178826
103899583.1693197
62775110.20267912
47200200.58734313
5998296.465950742
5735730.239115639
5715095.872269312
6546380.758461023
6063824.752810702
6864703.767104358
7559851.962386496
86523326.92651606
7115634.439583904
1133823.7410485616
877003.0783266299
558236.8979635786
1469546.6512392173
1503120.8043056987
630306.1937630826
5374473.037806369
546537.8667207343
496343.3074630095
47391265.33618307
695536.1837529216
457288.8558283446
520530.9474133671
883008.5112744233
3434036.894425786
1776002.206213186
1127906.48128346
438075.04656892136
2769508.4459321364
1869559.5507574365
3407160.55040548
1020744.7786002043
205074.51725693452
177753.9857220166
162264.42057214258
196695.9191533567
213890.48615158527
468259.556912595
472725.85930826515
1762972.2785394986
717343.6395001933
23307612.232561655
354179.17186263204
345610.68646441447
320804.71462353267
531647.9853149656
384415.7689779602
294995.52704765304
314686.3966379366
262460.08035128
1376519.7516114698
158693.21546905153
157488.1557500551
601600.7796421645
215247.93147269235
1164096.3448790244
659055.8983705083
32882932.23313699
191999.61903174192
791518.6757820377
863140.3331759006
339559.5993973111
480144.73280022177
755392.3544557716
578477.796827757
1317338.645959981
1244642.0594739094
4364097.159023251
89797238.38007306
2249635.7464092625
3481198.464750689
2015038.2678129363
1865444.4396164902
1957004.025212573
2131721.1969487406
1855646.9166371801
4130220.042924048
2019942.9134754082
221285.35905850847
899214.6939410405
1151320.6306711934
817406.0925765282
1035964.5368517296
229555.35218023165
469844.4481954831
316881.06489213713
7316067.058738584
175172.4780991661
323292.3147444082
200658.14708835058
329559.35214766645
833632.4412332273
849857.6767277925
272486.12282520323
579259.6989155372
1050531.134882541
185567.90764430186
497353.6452981667
395591.7938220927
465303.2723037545
272452.339050384
456826.8412535356
318986.233046328
351405.3325973829
16046112956.662352
197353.4191330993
120644.2677160757
178786.14234094074
212900.77831386428
198973.09985342924
1914608.0406332435
136940.5490494866
288467.27104108944
1100105.3632128402
275040.0248149736
315551.81329775497
105764.09736052636
94946.59107074716
210455.25430268815
5025001.705455555
4167518.5911598587
170608.818054865
158795.07135637454
94037.26664670641
132789.16878247098
187541.16884419264
383049.1809382043
186904.67283873545
130119.05908688444
349897.07049822056
569405.4198879938
216202.66383129876
206764.17288576515
274343.014500415
809534.6571494837
273246.9766846748
963998.771704063
3254764.529245631
1457699.4561640122
465302.9252408664
161508.292360458
165269.28868705133
16499082.546752725
483259.7062856919
194948.71515609816
1012416.9465262109
350453.52195338067
202838.51858384546
314377.6989272117
1035814.8841404691
216251.34836245596
1347121.731171615
628328.9110354686
634199.9944241284
3434786.3148543346
612430.9998146417
629199.8911649032
1367935.5684738548
978024.2955525339
661344.9514427206
608234.9726112757
20138698.699169934
8291056.190867478
1966196.2293333737
2981997.7099728934
18193113.98669792
2680808.9659291347
15040460.209598254
2773479.3523688386
2101102.978863734
1776181.232183128
762447.2864332785
503503.47782104206
666192.9988191755
33051805.25533708
767120.4854068551
859697.2334217223
759870.7659979191
581164.6583529644
711265.0536362045
1021816.3267296661
632586.0578227474
583977.6633879938
3164688.780592709
383252.74114024406
424693.61102852377
754233.0467924303
493311.80470195017
911003.8279956083
631854.0276110165
534380.4779816612
1173621.119651019
1172971.10255158
1001117.8377055186
558872.7684983059
941241.5691692014
416168.09439429455
874517.9238356288
441305.9940294627
318277.90619042696
408278.3929971197
324771.5012350082
224807.95905005938
396628.73288866587
75267.6275769587
906948.9064211417
155995.29192095093
164697.81401009945
168398.16257829824
920637.3101638865
509594.7779654903
95581100.93403111
55306691.96492854
2079090.2422804986
3299073.26592533
4361169.502101226
1893796.785136071
3414634.2426457987
2273670.93889999
2319146.3093910473
2231171.6225490365
8551075.948410843
305725.6146553521
1706336.9044462387
565689.7830582593
398138.2153834328
1657354.4734395773
343849.3293773392
351528.97717865265
2803648.5172180673
163022.65534783862
696697.3217606406
916809.843939751
1393092.3459994083
557246.6479691034
989833.4820035141
2454191.218238374
176151.19824890853
440162.9629044588
116984793.71152782
380250.56059355044
280371.6694187854
13068116.993597407
286453.10406198195
1726421.0164478288
1890654.6215871926
1385570.3277650503
333589.68828321825
862154.0115912792
778668.881332065
315593.6508170392
1775766.4632498426
969130.5193607522
2431998.031452446
2931164.8919667625
19446544.551527373
3188259.975520216
854190516.1593711
68935207.06001787
250706.17683409993
599547.5980990846
47845787.20520836
43985617.68322106
1822043.1287205033
313133544.76118386
557792.9162151886
1527096.614591721
397793.6664795767
344520.33747377316
495637.884001013
471736.0350693979
371061.28969776945
486659.064140868
386146.10468437173
2744511.5718320017
1603365.4773664998
298627.4360008777
413351.06002291525
9964268.264276184
167717.85892070836
246350.86831211124
197180.03251003113
238994.7446853067
366657.8500022536
8133405.068832919
11905821.41202651
12941428.849216755
8425374.637877285
9622472.108243635
10490232.708389174
46934416.76378047
8319181.780808205
11918280.97853852
6381917.324439498
464130.0969615119
643411.8517088871
2143073.560539833
1659607.6040812368
1592579.2768576844
1098925.9726583136
1119414.4553059912
1022215.5311923773
1224739.956101574
1081845.643892734
1233602.3485855171
1050374.8841843533
101131.8192729612
1254768.103581802
575383.4615602448
74905.43679915629
1593866.4916314846
73435.33302382479
338276.1630126794
459875.7246986268
151338.37925581247
82421.6723422826
62601.53595382166
196879.95997957914
157141.0078097878
332944.15112779127
187696.63887556613
1043726.2814655257
238172.94999553703
139180.8810181539
195730.4859039298
377880.47863939847
70977882.33998337
3225236.319862016
3558915.901219653
3256406.622995084
4158054.685448641
3375499.5850866903
3478328.0898715174
3597504.0882581687
3742575.163045057
3461868.461746103
946320.9603138037
130898.01881530337
13747837.3903139
955575.9931660627
875432.4320223962
814761.9485228772
1057515.6497151589
804180.9270287235
824150.0293550898
803561.204841385
933772.5721562065
890613.0177115097
491601.50300042605
127007909.82258359
117560078.88686565
1913937.2480026819
1961777.1306869467
1999386.3159274224
2059062.7687356868
1964205.2859985484
2006471.1009171018
2044528.883241807
2090110.6712171016
2149462.7573455875
257097.21672784965
835911.3082208008
568772.5181756663
197115.20248643437
3258100.915226909
516404.69284729136
163204.83195637187
252869.7513195714
2591824.902745164
251658.47341627933
415698.6631799083
13587722.50071138
190168.93789577606
332275.0582586479
1878103.4928246452
244590.83850295393
151446.28455400708
1170585.1955015273
521610.93232684024
432861.84824258316
297492.35486538615
171549.2713575362
247024.30617457526
600475.0867202454
109354.86450063699
882798.5617851822
137497.5781376748
736806.3209077385
785358.1180341936
152901.44312823506
1165969.0298124675
346447.5039938665
1577946.3881112838
128315.95191306097
396728.8799131928
155869.46634602573
710825.0767786994
4131753.1864008172
1978935.2075060483
138016.7085608307
540112.8610252257
154139.54156889007
122203.6139482575
165375.57727871728
83312410.2889896
378210.11422388314
307224.52558636456
281973.90609032224
1088940.2997690437
4038939.874710964
9295936.50870913
18217014.522533692
12312207.201020513
15073365.771520052
10221919.139435826
8862619.5254636
8488288.022939067
68136147.21988255
