,diffLr0,diffLr1,diffLr2,diffLr3,diffLr4,diffLr5,diffLr6,diffLr7,diffLr8,diffLr9
0,8.653312121484588e-05,4.811189807225226e-05,0.00011927023077594607,0.00015731094131002116,0.00015429087573188503,0.00011656273140416038,0.00014046302236058033,0.00018460745554158147,0.00022046549782908618,0.00019314124861817853
1,0.0001443235082849698,5.269347040169496e-05,0.00010338592535754375,0.0005165304127303908,0.00020888951881672686,0.00010189572132716908,0.0001449161885652184,0.0001213838214339057,0.0002553469258872045,0.00015825288756418236
2,5.1922742953333954e-05,3.9549585113763244e-05,7.204578495812108e-05,0.00015972600035757953,0.0003254694883913447,8.110106429339048e-05,0.00013630614743497739,0.00025334316146666247,0.00024319530205714243,0.00010707294411321018
3,7.379617490256218e-05,5.4445815591957216e-05,0.00010921952717057413,0.0001992585996925711,0.0002851740035030265,0.0001247376148708847,0.0002112912511523012,7.221250490417399e-05,0.00026879397235332115,0.00027202720467411245
4,0.0001079061121231756,6.350093659450844e-05,5.5569852200960634e-05,0.00046188437307387276,0.00017572265583093064,6.141425826153072e-05,0.00020431817273128405,9.179826442432554e-05,0.00024939774438184723,0.0002489848207336594
5,3.806788422256359e-05,3.959544880819853e-05,0.00010375133270276026,0.0002782876779833972,0.00021058219487722093,9.665288979731854e-05,0.00026475977674013417,0.00019003371186536566,0.0004150165846185473,0.00015563214405336364
6,8.716201766763017e-05,6.391923240148359e-05,9.609019497811321e-05,0.0003562819686740436,0.0002525723652292057,4.706776395538668e-05,7.596793083774765e-05,0.00021410228512438738,0.00016400580881635268,0.0002755739149802498
7,0.00015785783314937598,6.875913625681776e-05,0.00016143310257958014,0.0002286942965302693,0.0001955383310213267,8.707705678506572e-05,0.000136379466999463,0.0001326860669339045,0.0003343575800781914,0.0001315425330399458
8,0.00012476424155606806,5.608392260234309e-05,8.429019276145738e-05,0.0001758336166927995,0.0002821753593610094,9.608291341757165e-05,0.00015333934253442707,8.214893556120813e-05,0.00045502404347851284,0.0003043450096282575
9,9.554397042054502e-05,5.208204628153706e-05,3.46773634819075e-05,0.0001342938481552194,0.0001517536375450174,9.872588308228865e-05,8.038552919271185e-05,0.00016927919161235426,0.00032828196062281375,0.0001241149033042055
10,6.866964052802758e-05,8.153712911080553e-05,8.114382171045362e-05,0.00020938000409384772,8.451843563426918e-05,3.277745113680924e-05,0.00012142263326834587,0.00010414804371740451,0.00034019816092292125,0.00014308538962044478
11,8.209401853214381e-05,8.238929306164956e-05,7.209839039708334e-05,0.00036411478213851467,0.0003800359422081252,0.00011576438021363698,0.00012464780858688587,9.276495564701625e-05,0.0002364994010539116,0.0002865520396373215
12,0.00010257181343985427,8.047533162752231e-05,5.560760139545404e-05,0.00041235865892252487,0.00013315050313496643,6.35524262184975e-05,9.072390338764674e-05,6.471770491459252e-05,0.00036293635601993793,0.0001262005964466826
