rewardsSubIter0,rewardsSubIter1,rewardsSubIter2,rewardsSubIter3,rewardsSubIter4
"[ 29.59312564  22.04666258  29.59312564  22.04666258  29.59312564
  22.04666258  17.3687992   16.36869213  29.59312564  22.04666258]","[  8.27758469  19.68523081  18.50300013  20.94528019  19.86159068
  17.65463391  18.2979062   15.73221831  17.40904341  21.24573838]","[ 22.50973882  17.42292853  16.6220939   21.84777746  14.68555237
  12.08755652  24.74367905  16.37782678  15.01098685  21.99711486]","[-10.32314027  -6.54255406 -10.80933277  -6.37196881  -2.74571078
  -7.99724051  -9.53689137 -10.57189846  -1.34796421  -7.62692807]","[ -7.8379345    1.62045166  -1.12050328  -9.4758496    2.34069158
  -9.01102865 -16.55205952  -9.20035951 -10.50141243  -7.55432909]"
"[ 15.87579186  18.83465389  20.14891442  15.87579186  20.14891442
  15.87579186  20.14891442  15.87579186  18.83465389  16.80268525]","[ 18.38023838   6.78407206  20.12555129  26.97800736  16.69030917
  20.8856363   14.86635895  19.76914946  22.92566074  17.18421489]","[ 12.70606658  24.15470308  15.81608125  16.61527515  11.7891307
  11.75450346  17.87286484  16.31510298  23.25838448  12.6857085 ]","[ -3.4139096   -5.29128569  -8.03599358 -11.52071293 -10.39417277
  -1.25103301  -6.25405237  -7.77820898  -7.05041687  -5.65958057]","[ -1.41458073   2.80679042  -8.78929216  -4.63322362  -6.37340872
   0.56385162  -7.65530632 -10.58647285  -4.84060509  -2.51465761]"
"[ 20.35853272  17.85297338  17.85297338  22.42529565  20.35853272
  17.85297338  20.35853272  17.85297338  22.42529565  20.35853272]","[ 28.25679806  25.91365302  21.39564496  23.90988063  18.16275462
  15.9638393   22.17141732  20.66308039  24.6347994   20.56535753]","[ 16.74142539  12.04929505  24.17382061  18.23491641  19.46098026
  15.07571162  17.35253328  21.99567358  18.44611702  18.80349304]","[ -3.83554706  -1.66914032  -8.39608817  -6.84934108 -13.48887426
  -5.60011085  -2.90377066  -5.93158604  -6.33851297  -7.77494223]","[-2.94744034  2.67705836  5.30307022  3.42943482 -3.83189852  4.27873938
  0.35666535  4.74027692  7.05160737 -4.8991975 ]"
"[ 21.05543321  22.87863629  21.05543321  22.87863629  22.80124364
  21.05543321  22.80124364  21.05543321  22.87863629  17.43707941]","[ 21.37260746  20.52317638  18.91704484  16.86565611  23.41466233
  14.28726905  19.74913672  19.8803057   12.3023183   25.30494095]","[ 16.11993804  20.93809336  25.69609583  18.4712835   18.34389607
  17.01958347  19.97975545  21.21187769  22.64003352  14.74120518]","[ -9.2302212   -4.74213535  -4.14030247  -2.97436628  -3.25080966
  -6.98145333   0.9102587  -12.32246085  -3.16249678  -6.44585032]","[ -4.69025075   6.46108024   1.32763475   7.9917724   10.55009387
   4.66169073   7.16867099   6.2321764    4.4327934   -8.86339432]"
"[ 19.94978056  22.49878219  20.27635436  25.59775397  22.49878219
  17.65187906  22.49878219  17.65187906  22.49878219  17.65187906]","[ 34.31517688  30.97554026  34.92708445  19.47365409  16.67949984
  18.76617163  19.6417687   19.87692914  22.64988158  20.30299211]","[ 23.36160794  19.32569123  17.77546633  24.09596045  20.94724633
  16.37748057  11.2079862   22.60816113  18.88987036  25.41298329]","[-12.72988736  -2.70092056  -8.07442411  -8.93887484  -4.3929433
  -8.72283324  -1.84845164  -7.64356701 -10.06399658  -5.62035158]","[ 5.282565   -5.89076508 -0.82113011 -6.46736788  4.98938996  1.1963005
 -2.87693669  5.09799162  4.06520756  3.02226773]"
"[ 14.05475646  19.30012171  15.50324587  19.39537587  19.30012171
  22.25328116  22.25328116  15.50324587  22.25328116  15.50324587]","[ 27.17465971  29.50710065  25.54430252  33.31295806  29.55139971
  23.12853105  30.78462415  23.31072352  36.0326573   17.00140394]","[ 23.89442838  23.9477281   20.91077819  14.90900644  19.34539382
  26.38825996  22.25679051  23.24282796  18.20215638  17.11829483]","[-9.02253968 -3.55766932 -0.69929362 -7.9320627  -2.04669867 -6.59119769
 -4.93629156 -2.14362273 -4.35744014 -9.09281997]","[  4.97847629 -11.3407378   11.23627776   8.96537419  10.35228546
  -4.6682732    7.01022678   6.97500268  -2.28930727   8.00746299]"
"[ 16.75174413  19.87243887  21.41484409  16.75174413  19.87243887
  19.87243887  21.29646932  16.75174413  19.87243887  16.75174413]","[ 21.29290911  30.74526735  28.25871822  30.67614891  27.7826385
  27.20962324  36.36216785  30.6120633   22.52509     23.00763184]","[ 23.65584047  16.65040645  13.00442545  26.23562355  23.74908585
  22.21637559  18.50899504  23.90694691  12.28450424  17.85974682]","[ -4.60706012  -3.79238518   1.52869839  -1.51107825  -3.670273
   0.35461544  -1.83365917  -1.97125658  -4.88862149 -10.40885034]","[  6.30012757  10.74113709   2.20619155   2.92184046   8.00917372
  -6.68649824   5.52108079   1.5854256    6.82548781  -6.31278563]"
"[ 17.18370253  20.3864938   19.07116339  25.0986251   20.3864938
  19.07116339  17.31346216  13.40748827  19.07116339  25.0986251 ]","[ 20.69546536  32.00365995  28.1650334   31.2316828   22.68039336
  31.73753859  24.04409684  28.9338792   36.13468025  33.18287835]","[ 22.76238666  25.17313036  20.49177398  29.06712175  18.0386099
  18.0192785   14.64104837  19.76693652  18.92230149  12.8011065 ]","[-2.54045912 -0.76685168 -7.14480646 -2.85464688 -5.26830571  0.64609367
 -2.6542202  -8.33766102 -5.0102224  -4.96413454]","[ -2.33704456   9.5592962   10.56163929  17.855798    10.890914
  11.31091826  -4.09625768   3.78103349   3.36939624  -9.45199309]"
"[ 22.15217844  26.48418177  15.3223649   21.85536901  21.85536901
  21.64974046   8.6947137   22.15217844   8.6947137   22.15217844]","[ 27.23727435  35.59126114  35.69496999  37.01735058  40.07118437
  37.08574799  39.58031953  32.22624123  40.74183483  32.33511257]","[ 19.55068782  32.14493665  23.56315139  24.82339516  15.17515468
  28.68952098  26.01707983  22.17855919  19.92998162  30.19194832]","[-3.83217907 -2.22788248 -5.27879282 -4.98050407 -3.98969111 -7.01223556
 -4.96885692 -1.07047857 -2.71842688 -0.85741121]","[  7.42954553  -9.99001962   3.49737961  -4.21817776   9.547272
   3.97466824  11.27902085  -9.44119404   4.17930457  -4.65550664]"
"[ 20.41540202  18.54311383  20.41540202  23.80069036  28.25609899
  13.97587741  23.80069036  28.25609899  20.41540202  28.25609899]","[ 34.79381454  30.96946955  35.09875256  37.20685508  37.17113683
  39.69446314  41.77872331  34.68253261  37.98905134  41.34528299]","[ 31.35634652  18.39045749  31.71773241  27.40699631  27.40506534
  30.28055707  26.34789061  26.71596564  24.53504747  18.98430564]","[-3.26017064 -4.10465048 -7.57255541 -6.29039284  2.7041786   2.38631364
 -2.63426993 -1.46062342 -0.66233362 -7.4451101 ]","[ 11.7165515   -6.81500969   9.67813108   8.93680208   9.34274609
  13.73564376  10.53901493   2.45472985  -0.47169005   7.34624005]"
"[ 26.37085469  27.68412149  26.37085469  27.68412149  26.37085469
  25.48666516  31.83611639  27.68412149  28.97140233  26.37085469]","[ 32.86571457  35.143073    31.85097648  37.32125257  31.80995702
  32.82025237  40.66694337  36.83093308  37.45708757  35.10028251]","[ 25.96838777  25.22088298  27.28527379  23.76689964  26.4488261
  26.18945019  28.63221688  32.75540732  23.50658672  18.74221996]","[-3.57495639 -2.49729739 -1.16432933 -5.54604601 -4.64087997 -2.0136247
  2.08751267 -4.05693095  0.86310775  2.08510313]","[  6.51527343   6.25975853   9.65598821   1.05415531  -3.0429283
  -2.40436462   5.23304494   4.33412636  13.72085792  -5.71847978]"
"[ 28.10152038  38.53721662  38.53721662  20.30226099  38.53721662
  20.30226099  33.70618341  26.16210306  29.29601942  28.10152038]","[ 41.54298616  39.42743308  32.64738135  35.33289919  38.37373191
  36.16777366  37.32503891  36.58509107  40.15157664  33.45305312]","[ 28.37064848  17.93614309  26.93226995  20.36318214  23.93368319
  20.38731076  21.68495813  34.02366564  29.28437027  33.74975905]","[-0.51261447 -3.76749249 -1.48801218 -2.05432125 -4.50409444 -0.6206596
 -3.46852743  1.96966184 -2.15354704 -0.79780095]","[ -5.62557709   4.13451337   5.92462576  -8.58709681  15.61971154
 -13.49705118  16.97431177   7.86842773  12.01348622  13.33967333]"
"[ 32.71306299  24.98423065  32.71306299  24.98423065  31.55775689
  27.35921724  30.57518275  22.8687038   32.71306299  24.98423065]","[ 33.48493619  40.17817559  37.5036901   45.07947289  31.18657885
  37.65358664  35.04898092  43.83954807  44.5701278   33.53876453]","[ 22.19856171  28.62816259  29.47216709  28.81475324  35.18926119
  35.79075825  26.3932085   29.22328795  32.05760552  29.91628808]","[-0.83036765  1.70704111 -1.00718356  1.75793089  0.91225808 -6.49060366
 -2.43232891  3.81631843  1.00380919 -2.26538675]","[ 14.95738772   6.2328033   14.7751327   16.63690163  13.4920373
  11.33301777   2.37104679  16.34933827   7.83077632  12.0932089 ]"
"[ 31.58140988  35.00692404  35.24230759  27.2034072   26.67143312
  27.82213517  30.1460074   35.36532408  30.1460074   35.36532408]","[ 39.05632643  36.33085063  31.71233923  34.18953913  39.08089536
  36.73526669  46.61855955  34.77349141  38.09373001  32.38368323]","[ 31.4957252   32.58149184  29.38514709  27.17607966  26.97530019
  26.86631778  24.76486966  34.37775448  17.92825956  35.49129205]","[-3.09514854  2.06431034  1.38907134  4.56341117  0.64982697  2.32347201
  0.69557357  1.92352656 -2.33878972  0.80354264]","[  4.91769336  16.82427167   6.70768113  20.41882288  10.27826917
  -5.36852678   9.72292662   3.16519942  13.80256961  16.38743534]"
"[ 29.54324648  35.25404035  32.01236726  29.54324648  29.54324648
  35.25404035  35.25404035  32.53005135  35.25404035  32.53005135]","[ 42.12170327  36.40052479  34.53854024  34.49685848  38.38975955
  40.43796759  38.79741004  33.25784591  33.14486646  37.20697762]","[ 32.99139119  24.58982569  36.06306199  38.21187225  34.50110324
  34.13612619  19.06980039  34.13808737  23.98241401  32.49384619]","[ 0.87542964  2.05989259  3.57660692  2.67348834 -0.40464296 -0.1648728
  1.43807821 -2.17154017 -1.89801217  0.2229062 ]","[ 16.54380669  17.84674846  18.29281327  10.81822835  15.93944683
  13.41654567  10.65572339  14.29513969  17.56100442   0.67603076]"
"[ 34.35898443  30.05245454  25.39320005  38.12699325  32.27093618
  25.39320005  38.12699325  22.1405602   38.12699325  22.1405602 ]","[ 25.63543631  38.42150638  37.33648583  37.81268125  39.43792949
  38.71954257  40.18854773  41.34967104  36.14487044  40.70287249]","[ 37.10043032  33.83086513  35.99502663  22.80111955  38.8306652
  31.96283865  31.98805443  34.79094721  29.78659461  35.2324025 ]","[ 4.08288164 -0.75935348  1.40879102 -1.27798552 -3.05299502  6.28616332
  6.94803129 -1.44714933  0.2113467  -0.64484783]","[  3.1177241   17.40206199  17.71834643  14.77810174   8.79970893
   2.70741728   7.51843808  17.65974826  11.86482744  18.53811165]"
"[ 21.65161335  36.40761898  36.40761898  30.51786049  36.40761898
  30.51786049  36.67765156  21.65161335  28.81031884  25.78084953]","[ 39.42128637  36.76884563  31.02593285  35.07953806  42.45326401
  37.59625521  39.64829867  35.95374187  33.51340159  37.24571657]","[ 26.06745563  39.0547914   23.15938003  36.57230934  29.48679199
  37.30330741  36.10146265  38.95948045  36.0565203   33.05174529]","[-2.04714259  2.10648903  0.66942621  3.40982289  1.21070045 -0.82616208
  0.33828398  1.89184979  2.24964279  0.22578721]","[ 13.00801375  18.02895317  18.44608623  15.22545292  16.87858635
  12.19842086  20.90985249  17.2674301   13.36551058  19.05843606]"
"[ 28.1527899   38.00964824  29.5535421   29.5557899   38.00964824
  29.5535421   25.96873682  21.49203151  29.5535421   29.5557899 ]","[ 31.84047121  44.05253792  45.35849526  42.22557342  38.10542107
  39.71888193  43.0046964   40.99205991  46.33024561  41.97991542]","[ 33.04948439  38.2437928   40.05299225  40.33138967  42.21819509
  37.2035888   38.27471576  39.33103781  41.8692816   37.45270146]","[ 0.84026497 -4.51513095 -0.25429966 -5.27681702 -2.52928    -3.41203769
  0.27876399 -4.34355287 -0.31163211 -3.04395034]","[ 21.49471778  21.84852009  17.58453227  18.47276076  23.3409088   21.787655
  10.59353525  23.2902854   25.5766535   19.54017064]"
"[ 28.83908725  32.79784264  32.79784264  36.69770962  33.68131282
  24.53659115  37.02487544  28.83908725  39.36580157  37.02487544]","[ 44.06853491  42.99122699  39.90067973  47.36766865  45.08562499
  44.33570972  49.1965437   40.6080528   51.62863773  41.22491514]","[ 41.29350493  46.3384934   41.13594753  30.2302618   40.99211603
  39.68009108  36.51681474  41.1742077   41.45536344  38.90062586]","[ 2.4153763   1.8573011   0.97663538  1.78267021 -5.15844904  6.85473177
 -0.24614596 -0.21765905 -4.59349702  1.50447061]","[ 24.67591824  14.59704611  17.65245124  20.27064322  12.61939529
  12.54929779  24.20869875  19.06680063  17.59457194  20.99355196]"
"[ 40.43802349  36.35127595  40.43802349  36.35127595  36.35127595
  38.55607059  40.43802349  36.35127595  30.91877644  35.27825308]","[ 45.60420774  46.93003763  41.79886389  48.37816779  43.3022962
  42.48014212  43.55794869  49.00573562  43.72208541  42.64079228]","[ 39.25520361  43.3056895   43.6444989   44.22412444  40.20356283
  38.25748136  39.80975016  41.31150256  43.94026791  41.22489924]","[-4.860934   -2.4261351  -1.68846985  0.11463523 -1.93876473 -1.63359906
 -1.49852715 -0.8944507  -3.00839928 -1.38048087]","[ 21.78538084  20.67023309  17.40300272  25.05801539  20.55341135
  21.08489475  27.55665417  13.42476218  21.01968685  17.28988417]"
"[ 43.37678702  39.04848994  39.34413907  37.20596583  37.20596583
  31.19179606  31.19179606  32.66695428  37.20596583  31.19179606]","[ 52.04814269  47.38097332  53.36847448  48.87693984  44.67910926
  47.54183213  48.71379559  48.06554554  50.14306902  46.02448799]","[ 42.53935015  38.019398    43.90240337  36.70290141  40.334085    43.7686486
  34.07700435  42.78579309  39.95003519  41.39877683]","[-2.177889    2.90055364 -0.71114476 -3.26151331  1.5161088   2.14758009
  4.78130364 -0.25277194 -0.98746814  0.83930121]","[ 26.26406726  24.58140659  22.74295562  21.15454139  14.8642847
  19.85128124  24.55178955  28.77344927  23.35662167  18.35402161]"
"[ 41.23023888  38.21630245  34.0831559   41.708106    35.35349238
  34.0831559   35.35349238  34.0831559   35.35349238  34.0831559 ]","[ 52.00602447  45.89493681  52.2171798   47.16522763  49.18116598
  47.37776257  49.97639564  47.21476534  50.99310637  48.5468884 ]","[ 41.90994292  48.61174994  45.518525    49.06559219  43.63024578
  46.54306725  43.25907918  44.51952557  43.87579373  44.13570153]","[ 1.98753529  7.62106743 -2.33317587 -1.61235872  4.59667936  5.72243149
  1.39665364  0.88723822 -3.05041828  0.99556058]","[ 18.82556273  26.91962927  24.13934274  31.71015085  25.51738134
  22.1057876   30.34956149  30.59005271  27.59075369  24.72703938]"
"[ 36.90221253  39.6267254   36.5077867   36.90221253  32.86134005
  33.35278122  42.66577641  36.55154449  36.5077867   36.90221253]","[ 51.05389612  47.17289013  49.1784687   50.5023462   50.34598707
  50.50143267  57.00239946  48.38958643  53.38132367  47.55899362]","[ 44.68689934  48.86489164  45.32407092  44.82846555  50.4836891
  50.67311644  48.03672469  45.67175988  43.58869153  40.62439142]","[-1.19521662  2.22693166  0.88376406  2.08439469  1.91039598  1.35167441
 -0.49652904  1.0078809   6.51221937  1.63478368]","[ 32.23375813  26.38035581  19.40481068  31.45604256  30.6713453
  21.68868676  35.80423179  18.34725801  31.37048444  34.45774919]"
"[ 38.41121935  28.25991735  38.41121935  28.25991735  31.45691086
  33.68170712  28.25991735  31.45691086  38.41121935  28.25991735]","[ 52.41066193  48.3402273   51.46214798  55.66995867  49.53879801
  52.14786751  49.8749538   49.91968315  53.12733296  60.9072547 ]","[ 39.19964841  43.7731255   46.51536968  51.11627627  45.66071059
  47.70571989  42.46439817  49.0912689   39.744568    39.63993485]","[ 6.44709914  4.30020423  3.78493875  5.10153414  3.01184473 -0.07101549
  1.70062836 -0.16938694  0.2211356   3.94435459]","[ 38.39713055  26.5490103   28.74851738  33.37167854  30.83799588
  30.54228758  26.69815313  30.75986918  24.68321572  32.31930707]"
"[ 33.79334638  36.06976715  33.79334638  36.06976715  37.11570883
  30.62213649  33.65555138  37.01084866  36.06976715  33.65555138]","[ 54.96286881  53.1119453   56.74963372  51.35588013  54.19499169
  50.85477094  45.89009603  48.50906834  50.04571079  52.29424805]","[ 47.61985913  45.55439731  43.19621513  46.83466291  45.80748196
  43.02586191  46.3017498   47.10897567  41.89061096  47.80099941]","[ 8.29525209  5.84804968  2.52231856 -0.75804411  7.78496672  4.58189945
  3.57052674  4.00529375  5.62245884  3.54987538]","[ 32.56549837  29.4488324   30.80912023  35.4928374   33.90943059
  23.75134905  33.41690506  33.98857225  26.45628163  36.17729887]"
"[ 30.6024168   34.36366603  35.53840162  38.5774188   38.5774188
  35.53840162  38.5774188   35.53840162  38.5774188   35.53840162]","[ 45.86983564  44.33224223  52.51169698  52.10538593  48.28681439
  47.77413612  50.12795104  52.84298505  52.07271331  50.78144108]","[ 47.47523104  41.36258761  45.96937987  46.98485488  45.02769612
  47.62323096  49.14685799  49.76608545  47.09476531  46.12591573]","[  1.19932937  -1.39457119  11.64066841  -0.46612451   1.18802992
  -0.01668229   0.10656627  -0.78060617   2.876253     5.63864236]","[ 31.02845716  26.44791504  33.61062703  36.01909569  36.8170625
  32.43286597  29.4287033   35.73571786  27.33204081  21.58556993]"
"[ 39.77097834  36.28663103  40.94392265  38.76189392  40.94392265
  38.76189392  39.77097834  36.28663103  40.94392265  38.76189392]","[ 56.05895725  62.55661759  55.73995267  54.63257342  60.87948751
  47.89528944  57.50260042  59.17051449  54.53566546  54.96493559]","[ 54.26715294  41.13958691  54.84097608  57.00976369  51.70085176
  50.09284678  49.06542129  44.09366981  48.79876196  48.57119327]","[ 2.36940819  0.56432006  4.68004607  1.77273408  5.60926515  5.02553643
  6.74349878  0.64290935  1.19138038  7.59674367]","[ 39.07094264  35.0662477   31.79433709  32.01939366  31.60596585
  23.54707999  38.88760515  37.61258129  31.69637176  38.62975896]"
"[ 45.1033072   42.36770827  39.41706247  41.22013836  39.41706247
  41.22013836  37.18288272  34.87239187  37.18288272  34.87239187]","[ 56.58130222  60.36053636  52.38707656  61.07586244  62.23994908
  57.62774949  53.7954776   58.09952835  57.29462031  57.24659689]","[ 50.02603067  49.15865999  49.71163283  52.99550022  57.31107084
  53.35733361  49.75389187  49.02997913  46.71937838  52.78174084]","[ 0.45411971 -1.60533528  3.24792394 -2.38241961  8.34885429  6.7331185
 -0.10279333  2.73338392  3.12654446  3.03448393]","[ 30.28698144  35.3316037   36.5926047   38.38253199  37.10471133
  36.99202529  40.98230096  34.96860673  33.33186374  31.42344661]"
"[ 35.69694666  44.69333727  44.69333727  41.88415582  44.69333727
  41.88415582  35.69694666  44.69333727  41.16578934  39.51533846]","[ 48.03568923  58.79046378  66.97332068  59.17173729  63.0135745
  55.44499514  54.56124772  62.63459983  57.2729166   57.58466664]","[ 53.69433015  54.71009958  53.277503    55.43038876  46.95648613
  50.73718102  53.45706777  57.1829182   47.94676353  59.47475052]","[ 5.24237972  1.75077381 -0.23037536  4.02257804  5.64436584  5.58911485
 -1.88190463  2.71396934  1.10288944  9.04414141]","[ 38.97480447  40.32538717  34.24707696  41.97484789  38.48228358
  29.40464068  29.75073366  36.05246197  36.3227498   35.32397559]"
"[ 46.73742476  43.07894679  45.34556809  46.73742476  46.73742476
  43.07894679  46.73742476  43.07894679  44.6815309   49.05836978]","[ 60.18958658  48.46538765  51.05712654  53.23245011  54.54421384
  58.26084649  54.463414    66.4953193   50.08340449  61.79951743]","[ 57.52728696  51.03048506  53.16895665  58.35571933  60.42219986
  52.63809882  48.98893468  53.19091819  53.71894386  46.95829435]","[ 1.98611991  0.39790377  1.81576048  6.24451303 -1.45562172  6.66667653
  4.69114662  0.09596673  6.40453951  1.73511401]","[ 40.84034808  34.72726378  30.18021443  38.15154628  35.1284883
  25.31317701  46.2793901   43.09936445  39.17282225  41.32307205]"
"[ 42.19514209  43.04483083  42.42263204  41.66208719  43.34132421
  44.16510833  44.16510833  37.94132679  43.04483083  43.69070436]","[ 63.64034511  66.02620954  59.70634876  60.54539017  63.72051834
  59.66701712  57.12518175  63.64034511  59.14025695  60.10280226]","[ 62.89395956  53.4350008   52.94356524  59.33485598  53.54179216
  48.94215793  54.87704286  59.35387205  49.15866769  62.8869574 ]","[ 4.2375562   6.95470601 -1.91553522  1.11818529  0.7353459   5.59971009
 -3.07528276  1.24170722 -1.16899332  6.44097821]","[ 43.30276978  45.60340067  40.23227343  40.72371821  36.78417808
  39.96317304  35.59399385  40.00499027  36.86377318  40.8047832 ]"
